Outer_iter,OnStarts_AvgTotalRewardInner,OnStarts_MeanPathDistance,OnStarts_AvgTotalRewardDist,GenGoal_frac_High rewards,OnStarts_MinFinalGoalDistance,GenGoal_frac_Other,OnStarts_FeasibilityRate,GenGoal_frac_Low rewards,Outer_Success,GenGoal_frac_Performance Variation,OnStarts_SuccessRate,GenGoal_frac_Good goals,OnStarts_AvgFinalGoalDistance,OnStarts_AvgInitGoalDistance,Outer_MeanRewards
30,0.0,7.67091090799,0.0,0.743243243243,0.178232498284,0.0,1.0,0.202702702703,0.454656862745,0.0,0.735294117647,0.0540540540541,1.58617912232,11.0528596306,0.454656862745
31,0.0,7.38457851935,0.0,0.756756756757,0.154436767314,0.0,1.0,0.189189189189,0.349264705882,0.0,0.794964028777,0.0540540540541,0.973131561181,10.6540302946,0.349264705882
32,0.0,6.02984332396,0.0,0.432098765432,0.0616074418054,0.0,1.0,0.432098765432,0.453431372549,0.0,0.5,0.135802469136,1.61159186204,8.38958086443,0.453431372549
33,0.0,6.10563150454,0.0,0.663157894737,0.11494768631,0.0,1.0,0.231578947368,0.462009803922,0.0,0.743034055728,0.105263157895,1.04487672953,8.68036285393,0.462009803922
34,0.0,5.34450536612,0.0,0.777777777778,0.158109987753,0.0,1.0,0.153846153846,0.466911764706,0.0,0.813008130081,0.0683760683761,0.932114878617,7.46629199649,0.466911764706
35,0.0,7.71369060686,0.0,0.777777777778,0.152884960213,0.0,1.0,0.185185185185,0.362745098039,0.0,0.773381294964,0.037037037037,1.66629258525,10.9228702331,0.362745098039
36,0.0,7.6884641369,0.0,0.648648648649,0.14838124019,0.0,1.0,0.27027027027,0.308823529412,0.0,0.683397683398,0.0810810810811,1.34449988003,10.8907293979,0.308823529412
37,0.0,7.14274285167,0.0,0.827956989247,0.145865859022,0.0,1.0,0.0752688172043,0.462009803922,0.0,0.861635220126,0.0967741935484,0.701097639969,10.2964755457,0.462009803922
38,0.0,5.70135564529,0.0,0.733333333333,0.159273709716,0.0,1.0,0.104761904762,0.47181372549,0.0,0.852272727273,0.161904761905,0.741490171672,8.0875952752,0.47181372549
39,0.0,6.01755121794,0.0,0.827956989247,0.0480319515884,0.0,1.0,0.0967741935484,0.474264705882,0.0,0.885057471264,0.0752688172043,0.937073363574,8.44896912506,0.474264705882
40,0.0,7.77895020268,0.0,0.87012987013,0.165656730558,0.0,1.0,0.12987012987,0.475490196078,0.0,0.846153846154,0.0,1.11990032915,11.1189107788,0.475490196078
41,0.0,5.3037283979,0.0,0.843373493976,0.0653120552124,0.0,1.0,0.156626506024,0.476715686275,0.0,0.843594009983,0.0,1.59103691866,7.50554214282,0.476715686275
42,0.0,2.76766072206,0.0,0.763736263736,0.166782940356,0.0,1.0,0.236263736264,0.459558823529,0.0,0.781546811398,0.0,1.42277633579,3.87896636514,0.459558823529
43,0.0,3.01580503058,0.0,0.576923076923,0.1353443574,0.0,1.0,0.415384615385,0.447303921569,0.0,0.55701754386,0.00769230769231,2.12393999812,3.93812130366,0.447303921569
44,0.0,7.3477244464,0.0,0.810126582278,0.179803545318,0.0,1.0,0.0506329113924,0.450980392157,0.0,0.868794326241,0.139240506329,0.460333188649,11.307445193,0.450980392157
45,0.0,7.49119596972,0.0,0.741176470588,0.182947801903,0.0,1.0,0.129411764706,0.453431372549,0.0,0.810714285714,0.129411764706,1.18958193514,11.2619592745,0.453431372549
46,0.0,7.47547205853,0.0,0.794871794872,0.182366940162,0.0,1.0,0.102564102564,0.459558823529,0.0,0.854609929078,0.102564102564,0.682760740879,11.2771033827,0.459558823529
47,0.0,7.72970282628,0.0,0.679487179487,0.174922775945,0.0,1.0,0.294871794872,0.459558823529,0.0,0.715827338129,0.025641025641,2.19529949352,11.3532230612,0.459558823529
48,0.0,7.40012714393,0.0,0.869047619048,0.178421530622,0.0,1.0,0.107142857143,0.459558823529,0.0,0.855670103093,0.0238095238095,0.917527969095,11.0809911555,0.459558823529
49,0.0,7.45097793631,0.0,0.78313253012,0.173891377175,0.0,1.0,0.10843373494,0.442401960784,0.0,0.839721254355,0.10843373494,1.10534586152,11.0261388473,0.442401960784
50,0.0,7.71257711606,0.0,0.753424657534,0.169550702222,0.0,1.0,0.164383561644,0.448529411765,0.0,0.823741007194,0.0821917808219,1.1833384731,11.4257853236,0.448529411765
51,0.0,7.35302771319,0.0,0.875,0.177930409905,0.0,1.0,0.0795454545455,0.449754901961,0.0,0.894915254237,0.0454545454545,0.824053262772,10.9809375124,0.449754901961
52,0.0,7.56559558527,0.0,0.675,0.180666707936,0.0,1.0,0.2375,0.466911764706,0.0,0.732142857143,0.0875,1.45396647445,11.1375180687,0.466911764706
53,0.0,7.35145438863,0.0,0.843373493976,0.174017906617,0.0,1.0,0.0481927710843,0.435049019608,0.0,0.888111888112,0.10843373494,0.506307113677,11.0484695672,0.435049019608
54,0.0,6.21768792605,0.0,0.659090909091,0.168729072475,0.0,1.0,0.170454545455,0.459558823529,0.0,0.729903536977,0.170454545455,1.52334048864,9.10465773882,0.459558823529
55,0.0,4.79960910967,0.0,0.808695652174,0.176383530253,0.0,1.0,0.147826086957,0.469362745098,0.0,0.851385390428,0.0434782608696,1.3804256582,6.91007945568,0.469362745098
56,0.0,7.78279530393,0.0,0.739726027397,0.169912802781,0.0,1.0,0.246575342466,0.468137254902,0.0,0.701438848921,0.013698630137,2.55447354786,11.3359816278,0.468137254902
57,0.0,0.925069828575,0.0,1.0,0.174479102302,0.0,1.0,0.0,0.47181372549,0.0,1.0,0.0,0.285453810484,1.22191089604,0.47181372549
58,0.0,1.53661676357,0.0,0.995575221239,0.152773631934,0.0,1.0,0.00442477876106,0.473039215686,0.0,0.993284493284,0.0,0.333030743834,2.18964965622,0.473039215686
59,0.0,4.1629544888,0.0,0.950549450549,0.156472108481,0.0,1.0,0.0494505494505,0.47181372549,0.0,0.940104166667,0.0,0.511041230599,6.05228540922,0.47181372549
60,0.0,4.43744665169,0.0,0.852071005917,0.168076265008,0.0,1.0,0.147928994083,0.470588235294,0.0,0.858974358974,0.0,1.17802350484,5.96630910348,0.470588235294
61,0.0,5.32734163419,0.0,0.625,0.174908625116,0.0,1.0,0.375,0.470588235294,0.0,0.621621621622,0.0,2.80286337544,6.94841012524,0.470588235294
62,0.0,4.75789115216,0.0,0.7625,0.136640633636,0.0,1.0,0.2375,0.470588235294,0.0,0.771777003484,0.0,2.07030250681,6.45441292312,0.470588235294
63,0.0,5.20288146517,0.0,0.802259887006,0.166835503739,0.0,1.0,0.197740112994,0.477941176471,0.0,0.81,0.0,1.84012446801,7.04167699013,0.477941176471
64,0.0,5.32379039292,0.0,0.796296296296,0.163402601167,0.0,1.0,0.197530864198,0.477941176471,0.0,0.808435852373,0.00617283950617,1.74915197397,7.30184958635,0.477941176471
65,0.0,8.13062245085,0.0,0.543209876543,0.166504029325,0.0,1.0,0.395061728395,0.477941176471,0.0,0.575,0.0617283950617,3.75661910749,11.5067456766,0.477941176471
66,0.0,5.64523578517,0.0,0.681034482759,0.17576125875,0.0,1.0,0.318965517241,0.475490196078,0.0,0.693333333333,0.0,2.93300486338,7.38074813205,0.475490196078
67,0.0,5.68164064881,0.0,0.626016260163,0.178933868953,0.0,1.0,0.373983739837,0.475490196078,0.0,0.636803874092,0.0,2.79791658733,7.2984112836,0.475490196078
68,0.0,4.05806886793,0.0,0.508064516129,0.182318506014,0.0,1.0,0.475806451613,0.474264705882,0.0,0.518891687657,0.0161290322581,2.92442764284,5.12564881559,0.474264705882
69,0.0,7.41992250562,0.0,0.438356164384,0.170742417382,0.0,1.0,0.397260273973,0.474264705882,0.0,0.523131672598,0.164383561644,3.05889977308,8.49671029709,0.474264705882
70,0.0,7.36037167547,0.0,0.538461538462,0.161962258068,0.0,1.0,0.346153846154,0.475490196078,0.0,0.584229390681,0.115384615385,2.65398212416,8.40293808149,0.475490196078
71,0.0,7.19135250241,0.0,0.62962962963,0.158429226275,0.0,1.0,0.283950617284,0.477941176471,0.0,0.692832764505,0.0864197530864,1.99528386338,8.37727471804,0.477941176471
72,0.0,7.53614856334,0.0,0.597222222222,0.194143668387,0.0,1.0,0.291666666667,0.474264705882,0.0,0.634686346863,0.111111111111,2.16079719565,8.78066624205,0.474264705882
73,0.0,7.33140622934,0.0,0.615384615385,0.197962694497,0.0,1.0,0.24358974359,0.477941176471,0.0,0.694444444444,0.141025641026,2.04950100764,8.60765195534,0.477941176471
74,0.0,7.32228847219,0.0,0.52,0.184307933021,0.0,1.0,0.253333333333,0.479166666667,0.0,0.691489361702,0.226666666667,1.98386118139,8.44505471438,0.479166666667
75,0.0,7.34380957928,0.0,0.773333333333,0.169219699762,0.0,1.0,0.16,0.481617647059,0.0,0.807432432432,0.0666666666667,1.39332468905,8.60050109784,0.481617647059
76,0.0,7.52876024354,0.0,0.634146341463,0.167625885262,0.0,1.0,0.219512195122,0.481617647059,0.0,0.696864111498,0.146341463415,2.14808336983,8.76239346605,0.481617647059
77,0.0,7.07975036698,0.0,0.711111111111,0.156885786903,0.0,1.0,0.2,0.481617647059,0.0,0.784565916399,0.0888888888889,1.52323943374,8.2694164916,0.481617647059
78,0.0,7.13380822439,0.0,0.764705882353,0.14872316534,0.0,1.0,0.117647058824,0.482843137255,0.0,0.809523809524,0.117647058824,1.26893683379,8.38671962129,0.482843137255
79,0.0,7.57493272006,0.0,0.576923076923,0.152619871615,0.0,1.0,0.205128205128,0.479166666667,0.0,0.693661971831,0.217948717949,1.93171854175,8.78841273994,0.479166666667
80,0.0,6.73789537757,0.0,0.766990291262,0.156274170089,0.0,1.0,0.135922330097,0.481617647059,0.0,0.811377245509,0.0970873786408,1.44407878663,7.8778979552,0.481617647059
81,0.0,7.15282792756,0.0,0.803921568627,0.151144187505,0.0,1.0,0.107843137255,0.481617647059,0.0,0.835483870968,0.0882352941176,1.18602041102,8.38328483927,0.481617647059
82,0.0,7.49478975615,0.0,0.586666666667,0.152854893885,0.0,1.0,0.226666666667,0.481617647059,0.0,0.689419795222,0.186666666667,2.02040972301,8.59331033804,0.481617647059
83,0.0,7.2231362355,0.0,0.777777777778,0.152738232601,0.0,1.0,0.123456790123,0.481617647059,0.0,0.807817589577,0.0987654320988,1.28232609887,8.49396179386,0.481617647059
84,0.0,7.22516664318,0.0,0.849462365591,0.148942928142,0.0,1.0,0.0752688172043,0.481617647059,0.0,0.865384615385,0.0752688172043,1.04112971057,8.55628010999,0.481617647059
85,0.0,7.17214032237,0.0,0.755555555556,0.147009944581,0.0,1.0,0.0888888888889,0.481617647059,0.0,0.83922829582,0.155555555556,1.010891277,8.34461332614,0.481617647059
86,0.0,7.27731827803,0.0,0.815217391304,0.150377012865,0.0,1.0,0.0326086956522,0.481617647059,0.0,0.875,0.152173913043,0.850895079887,8.5857206958,0.481617647059
87,0.0,7.35352991031,0.0,0.784946236559,0.150920269435,0.0,1.0,0.139784946237,0.481617647059,0.0,0.811501597444,0.0752688172043,1.27167074593,8.66732534931,0.481617647059
88,0.0,7.10539457336,0.0,0.757575757576,0.152070950072,0.0,1.0,0.0909090909091,0.464460784314,0.0,0.83800623053,0.151515151515,1.06327153875,8.29948774791,0.464460784314
89,0.0,7.00062399829,0.0,0.770833333333,0.163435376418,0.0,1.0,0.0208333333333,0.47181372549,0.0,0.899371069182,0.208333333333,0.542254124013,8.55284145151,0.47181372549
90,0.0,6.62343610339,0.0,0.898148148148,0.159629771863,0.0,1.0,0.0,0.484068627451,0.0,0.946327683616,0.101851851852,0.45394984892,8.21672766139,0.484068627451
91,0.0,6.76000303704,0.0,0.85393258427,0.154741516973,0.0,1.0,0.0337078651685,0.488970588235,0.0,0.937685459941,0.112359550562,0.442944108674,8.12928686096,0.488970588235
92,0.0,5.17886099112,0.0,0.941666666667,0.15129638682,0.0,1.0,0.0,0.488970588235,0.0,0.977168949772,0.0583333333333,0.3367256545,6.07505255906,0.488970588235
93,0.0,7.14580980752,0.0,0.938775510204,0.154613508036,0.0,1.0,0.0,0.490196078431,0.0,0.973053892216,0.0612244897959,0.341974778685,8.62735828348,0.490196078431
94,0.0,6.93956973608,0.0,1.0,0.153291901809,0.0,1.0,0.0,0.491421568627,0.0,1.0,0.0,0.237874680236,8.63701833131,0.491421568627
95,0.0,4.94937304811,0.0,0.710144927536,0.120721389849,0.0,1.0,0.289855072464,0.495098039216,0.0,0.708154506438,0.0,2.65696640027,6.18685519285,0.495098039216
96,0.0,5.32959816922,0.0,0.786666666667,0.142974639691,0.0,1.0,0.213333333333,0.495098039216,0.0,0.780669144981,0.0,2.08778357508,6.88680061221,0.495098039216
97,0.0,5.8049781513,0.0,0.866666666667,0.136662503793,0.0,1.0,0.133333333333,0.496323529412,0.0,0.875675675676,0.0,1.24725110944,8.0333349821,0.496323529412
98,0.0,5.80954383647,0.0,0.698630136986,0.139486695156,0.0,1.0,0.301369863014,0.49387254902,0.0,0.702586206897,0.0,2.62984118664,7.43065855837,0.49387254902
99,0.0,5.30469684406,0.0,0.425925925926,0.154417273429,0.0,1.0,0.574074074074,0.496323529412,0.0,0.460674157303,0.0,3.68703475691,6.17420356403,0.496323529412
100,0.0,3.70461648692,0.0,1.0,0.140410084688,0.0,1.0,0.0,0.498774509804,0.0,1.0,0.0,0.256303322973,4.94605717354,0.498774509804
101,0.0,5.68812822289,0.0,0.75641025641,0.145409830956,0.0,1.0,0.24358974359,0.5,0.0,0.763736263736,0.0,2.34381275672,7.5655275611,0.5
102,0.0,4.90308986285,0.0,0.944162436548,0.139096337552,0.0,1.0,0.0558375634518,0.496323529412,0.0,0.950649350649,0.0,0.671602828704,6.83491832947,0.496323529412
103,0.0,4.27626671312,0.0,0.787356321839,0.0886164266831,0.0,1.0,0.212643678161,0.498774509804,0.0,0.772277227723,0.0,1.32827222911,5.74300212169,0.498774509804
104,0.0,3.66764035924,0.0,0.71875,0.158354422645,0.0,1.0,0.28125,0.5,0.0,0.730633802817,0.0,1.57239580632,4.74490356963,0.5
105,0.0,6.65475596259,0.0,0.52427184466,0.167339576355,0.0,1.0,0.466019417476,0.5,0.0,0.510086455331,0.00970873786408,4.0180469359,8.16713956726,0.5
106,0.0,8.26006155269,0.0,0.51724137931,0.17954643854,0.0,1.0,0.413793103448,0.496323529412,0.0,0.516025641026,0.0689655172414,4.69884329206,11.3748438778,0.496323529412
107,0.0,8.31605809896,0.0,0.409638554217,0.164412498173,0.0,1.0,0.433734939759,0.460784313725,0.0,0.493548387097,0.156626506024,4.8797679464,11.2982857829,0.460784313725
108,0.0,8.39495490476,0.0,0.377777777778,0.164008870364,0.0,1.0,0.466666666667,0.495098039216,0.0,0.46357615894,0.155555555556,5.16201622064,11.3761932281,0.495098039216
109,0.0,7.67393567124,0.0,0.514563106796,0.161298710868,0.0,1.0,0.271844660194,0.502450980392,0.0,0.627906976744,0.21359223301,3.6687787435,10.557308996,0.502450980392
110,0.0,7.70429900077,0.0,0.681818181818,0.162187747245,0.0,1.0,0.0636363636364,0.5,0.0,0.817204301075,0.254545454545,1.8923438975,11.2787155132,0.5
111,0.0,7.46565420387,0.0,0.910569105691,0.162806601746,0.0,1.0,0.0,0.481617647059,0.0,0.951338199513,0.0894308943089,0.645491556342,11.4855835411,0.481617647059
112,0.0,7.23680676628,0.0,0.969696969697,0.155626788076,0.0,1.0,0.0,0.4375,0.0,0.988738738739,0.030303030303,0.3344927593,11.2247076474,0.4375
113,0.0,5.8705901793,0.0,0.941605839416,0.160529534825,0.0,1.0,0.0,0.507352941176,0.0,0.975510204082,0.0583941605839,0.280980450089,8.34172709319,0.507352941176
114,0.0,2.38722693276,0.0,0.983050847458,0.168373785933,0.0,1.0,0.0,0.53431372549,0.0,0.995405819296,0.0169491525424,0.270499739845,1.47182875618,0.53431372549
115,0.0,2.07858177218,0.0,1.0,0.0475973723656,0.0,1.0,0.0,0.535539215686,0.0,1.0,0.0,0.263123011754,1.27768419846,0.535539215686
116,0.0,3.70673903416,0.0,0.963917525773,0.156997977761,0.0,1.0,0.0309278350515,0.530637254902,0.0,0.968493150685,0.00515463917526,0.451745423177,4.9648078496,0.530637254902
117,0.0,6.81019157204,0.0,0.892617449664,0.168102491058,0.0,1.0,0.00671140939597,0.536764705882,0.0,0.964705882353,0.10067114094,0.563687738721,9.79685552416,0.536764705882
118,0.0,7.14770446299,0.0,0.91095890411,0.16217467919,0.0,1.0,0.041095890411,0.518382352941,0.0,0.915831663327,0.0479452054795,1.01010649123,10.1696741945,0.518382352941
119,0.0,6.91726300178,0.0,0.908536585366,0.163443765884,0.0,1.0,0.0121951219512,0.536764705882,0.0,0.952380952381,0.0792682926829,0.663705519665,9.81860730494,0.536764705882
120,0.0,6.74536040259,0.0,0.761194029851,0.170977040965,0.0,1.0,0.111940298507,0.515931372549,0.0,0.839002267574,0.126865671642,1.75948442493,8.78523663058,0.515931372549
121,0.0,7.22864817003,0.0,0.703125,0.162757967412,0.0,1.0,0.1015625,0.459558823529,0.0,0.817351598174,0.1953125,1.94985417079,9.64971649899,0.459558823529
122,0.0,7.46948480322,0.0,0.653543307087,0.166281230685,0.0,1.0,0.165354330709,0.412990196078,0.0,0.748218527316,0.181102362205,2.57681464375,9.6127484158,0.412990196078
123,0.0,7.44986816104,0.0,0.590163934426,0.160746409327,0.0,1.0,0.213114754098,0.531862745098,0.0,0.696428571429,0.196721311475,3.01801726832,9.20136583396,0.531862745098
124,0.0,6.97235569733,0.0,0.736434108527,0.16280906052,0.0,1.0,0.15503875969,0.539215686275,0.0,0.786206896552,0.108527131783,2.2759327159,8.7665215121,0.539215686275
125,0.0,7.51433992278,0.0,0.633333333333,0.155314087006,0.0,1.0,0.2,0.464460784314,0.0,0.697969543147,0.166666666667,3.11733666069,9.27597514814,0.464460784314
126,0.0,7.5229049346,0.0,0.628318584071,0.162046475941,0.0,1.0,0.212389380531,0.427696078431,0.0,0.695,0.159292035398,3.04406813497,9.4121330084,0.427696078431
127,0.0,6.95687970124,0.0,0.528301886792,0.146505240628,0.0,1.0,0.283018867925,0.549019607843,0.0,0.624324324324,0.188679245283,3.40826437098,8.22601220526,0.549019607843
128,0.0,5.51964837079,0.0,0.75,0.13841680635,0.0,1.0,0.15625,0.542892156863,0.0,0.815618221258,0.09375,2.00595802234,6.31926338134,0.542892156863
129,0.0,7.9314300591,0.0,0.509433962264,0.143078999986,0.0,1.0,0.27358490566,0.540441176471,0.0,0.612813370474,0.216981132075,3.96287271011,9.46035096703,0.540441176471
130,0.0,7.8648373336,0.0,0.50495049505,0.164060180848,0.0,1.0,0.306930693069,0.524509803922,0.0,0.603878116343,0.188118811881,3.98509759876,9.43320996969,0.524509803922
131,0.0,7.40243156227,0.0,0.666666666667,0.152106570431,0.0,1.0,0.163120567376,0.550245098039,0.0,0.779582366589,0.170212765957,2.33770669557,9.45666407801,0.550245098039
132,0.0,7.41745472734,0.0,0.6328125,0.148232820634,0.0,1.0,0.25,0.5,0.0,0.694915254237,0.1171875,3.14530168738,9.16144329141,0.5
133,0.0,7.66707808898,0.0,0.618181818182,0.163848936107,0.0,1.0,0.236363636364,0.553921568627,0.0,0.694871794872,0.145454545455,3.14572958247,9.57280412707,0.553921568627
134,0.0,7.8522737758,0.0,0.527272727273,0.16076549441,0.0,1.0,0.345454545455,0.492647058824,0.0,0.593495934959,0.127272727273,4.14763381059,9.33259635025,0.492647058824
135,0.0,7.35375455488,0.0,0.666666666667,0.16152114863,0.0,1.0,0.170542635659,0.452205882353,0.0,0.763593380615,0.162790697674,2.32844027114,9.48433018006,0.452205882353
136,0.0,7.29969968685,0.0,0.612068965517,0.166540232335,0.0,1.0,0.224137931034,0.464460784314,0.0,0.671052631579,0.163793103448,2.79174894368,9.09890120335,0.464460784314
137,0.0,7.24573022646,0.0,0.521367521368,0.157764707508,0.0,1.0,0.316239316239,0.473039215686,0.0,0.638242894057,0.162393162393,3.23569814557,8.80569968222,0.473039215686
138,0.0,5.68226530491,0.0,0.8,0.158122725885,0.0,1.0,0.058064516129,0.526960784314,0.0,0.867816091954,0.141935483871,1.0287876489,7.41872598677,0.526960784314
139,0.0,4.47978563088,0.0,0.829411764706,0.161636727864,0.0,1.0,0.1,0.564950980392,0.0,0.884105960265,0.0705882352941,1.27084349577,5.4925084861,0.564950980392
140,0.0,7.0383180452,0.0,0.764705882353,0.161204478506,0.0,1.0,0.134453781513,0.569852941176,0.0,0.789215686275,0.100840336134,1.98467521881,8.64012453622,0.569852941176
141,0.0,8.04775651471,0.0,0.688679245283,0.159537845304,0.0,1.0,0.207547169811,0.569852941176,0.0,0.743016759777,0.103773584906,2.27800205308,9.74762427807,0.569852941176
142,0.0,8.09456048515,0.0,0.822429906542,0.166658532,0.0,1.0,0.11214953271,0.558823529412,0.0,0.817934782609,0.0654205607477,1.6847635287,10.0988328286,0.558823529412
143,0.0,7.95679310437,0.0,0.814159292035,0.154278799676,0.0,1.0,0.070796460177,0.587009803922,0.0,0.871727748691,0.115044247788,0.873412778372,10.0500191744,0.587009803922
144,0.0,7.44365119794,0.0,0.775862068966,0.149279108053,0.0,1.0,0.103448275862,0.591911764706,0.0,0.84496124031,0.120689655172,1.23188223002,9.22344398286,0.591911764706
145,0.0,6.06682764791,0.0,0.793103448276,0.143631622894,0.0,1.0,0.158620689655,0.588235294118,0.0,0.814516129032,0.048275862069,1.54244545166,7.54091047185,0.588235294118
146,0.0,8.01710188581,0.0,0.731481481481,0.141939969227,0.0,1.0,0.166666666667,0.595588235294,0.0,0.78729281768,0.101851851852,1.42813599966,9.90396812831,0.595588235294
147,0.0,7.97659366393,0.0,0.752577319588,0.156247888957,0.0,1.0,0.0721649484536,0.600490196078,0.0,0.834285714286,0.175257731959,1.22669618349,9.62386465825,0.600490196078
148,0.0,8.00521346927,0.0,0.765957446809,0.155726978741,0.0,1.0,0.127659574468,0.595588235294,0.0,0.802228412256,0.106382978723,1.60485956499,9.74929148273,0.595588235294
149,0.0,7.6875915547,0.0,0.7,0.164167516171,0.0,1.0,0.154545454545,0.600490196078,0.0,0.771978021978,0.145454545455,1.71350292583,9.23077540933,0.600490196078
