GenGoal_frac_Other,OnStarts_MeanPathDistance,Outer_iter,OnStarts_AvgInitGoalDistance,GenGoal_frac_Low rewards,GenGoal_frac_Performance Variation,Outer_MeanRewards,OnStarts_AvgFinalGoalDistance,Outer_Success,OnStarts_MinFinalGoalDistance,OnStarts_SuccessRate,GenGoal_frac_Good goals,OnStarts_AvgTotalRewardInner,OnStarts_AvgTotalRewardDist,GenGoal_frac_High rewards,OnStarts_FeasibilityRate
0.0,0.469231755252,36,0.58686903356,0.0,0.0,0.405637254902,0.267558758242,0.405637254902,0.0431246369358,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.478223932958,37,0.597940160494,0.0,0.0,0.389705882353,0.273416951777,0.389705882353,0.0867178999467,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.49257085559,38,0.620783633136,0.0,0.0,0.393382352941,0.273012692379,0.393382352941,0.0932026403191,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.465724552299,39,0.581723590705,0.0,0.0,0.40318627451,0.267497367334,0.40318627451,0.0272391562873,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.472290154864,40,0.592761175816,0.0,0.0,0.395833333333,0.266054448279,0.395833333333,0.0367700409163,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.468271337292,41,0.586360651355,0.0,0.0,0.412990196078,0.266909956347,0.412990196078,0.0513506095768,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.450790755028,42,0.560397629519,0.0,0.0,0.401960784314,0.26518536574,0.401960784314,0.0806810499522,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.471430294408,43,0.590415712177,0.0,0.0,0.335784313725,0.268428481737,0.335784313725,0.0747151998574,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.47097419609,44,0.587888242237,0.0,0.0,0.334558823529,0.271010220363,0.334558823529,0.062192090066,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.499173000684,45,0.631051008306,0.0,0.0,0.359068627451,0.273198988022,0.359068627451,0.0621528496323,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.52577996571,46,0.67377839875,0.0,0.0,0.337009803922,0.269969003076,0.337009803922,0.0759475430547,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.527982056011,47,0.675644822958,0.0,0.0,0.335784313725,0.272299923245,0.335784313725,0.0551103993664,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.521778692169,48,0.666332270355,0.0,0.0,0.377450980392,0.271433728887,0.377450980392,0.0908590114628,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.540596404808,49,0.693935394528,0.0,0.0,0.404411764706,0.274102163651,0.404411764706,0.0763430100378,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.537822341046,50,0.691411105473,0.0,0.0,0.361519607843,0.272976176419,0.361519607843,0.0543685077304,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.513833466988,51,0.65889111306,0.0,0.0,0.373774509804,0.265444135998,0.373774509804,0.0474472320869,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.519875270457,52,0.663687274935,0.0,0.0,0.390931372549,0.272259809144,0.390931372549,0.0689380817152,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.559745123256,53,0.727881424929,0.0,0.0,0.40931372549,0.270249369683,0.40931372549,0.0592689126795,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.538546529633,54,0.691861672011,0.0,0.0,0.408088235294,0.275533349904,0.408088235294,0.10217576807,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.526792949043,55,0.674319836161,0.0,0.0,0.410539215686,0.273756238706,0.410539215686,0.109681639661,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.510658092835,56,0.647479138945,0.0,0.0,0.40931372549,0.275451953348,0.40931372549,0.127686565733,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.52266958139,57,0.666935465242,0.0,0.0,0.410539215686,0.274260273157,0.410539215686,0.0439790311187,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.532950923811,58,0.681414791916,0.0,0.0,0.405637254902,0.277134559975,0.405637254902,0.0411938906874,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.547165100888,59,0.70382700113,0.0,0.0,0.404411764706,0.277449255374,0.404411764706,0.10379211562,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.556686876132,60,0.718079782266,0.0,0.0,0.411764705882,0.278783048196,0.411764705882,0.173429836194,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.547471362816,61,0.705500891019,0.0,0.0,0.411764705882,0.275753870754,0.411764705882,0.147580336334,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.53402691597,62,0.683794594215,0.0,0.0,0.405637254902,0.27690307683,0.405637254902,0.170268581841,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.513958748244,63,0.655074590058,0.0,0.0,0.408088235294,0.272325422612,0.408088235294,0.0960226669555,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.517461751301,64,0.664179257851,0.0,0.0,0.398284313725,0.265463626887,0.398284313725,0.0215294624197,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.532673604282,65,0.685625110433,0.0,0.0,0.404411764706,0.270121401105,0.404411764706,0.0340850907977,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.525781519996,66,0.671851535293,0.0,0.0,0.393382352941,0.275298451986,0.393382352941,0.0806232261402,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.499429495817,67,0.631181242716,0.0,0.0,0.393382352941,0.27508087001,0.393382352941,0.0761453286316,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.504422447171,68,0.640123177187,0.0,0.0,0.387254901961,0.271885052184,0.387254901961,0.0937137535972,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.493136488552,69,0.621943034495,0.0,0.0,0.389705882353,0.273624730489,0.389705882353,0.0103439241675,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.497822881191,70,0.629016097273,0.0,0.0,0.388480392157,0.274806059835,0.388480392157,0.0833539660209,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.515755416661,71,0.659288967992,0.0,0.0,0.401960784314,0.27076286244,0.401960784314,0.0725373659539,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.522208848315,72,0.667478474101,0.0,0.0,0.399509803922,0.272964203617,0.399509803922,0.0779861817129,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.504292187422,73,0.639174026497,0.0,0.0,0.389705882353,0.273121240542,0.389705882353,0.0739604260952,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.518389072335,74,0.659424011573,0.0,0.0,0.389705882353,0.277079565819,0.389705882353,0.0589022539041,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.515537161188,75,0.654499593998,0.0,0.0,0.389705882353,0.279394677735,0.389705882353,0.173039046686,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.541313151693,76,0.694881820907,0.0,0.0,0.389705882353,0.27829779934,0.389705882353,0.132056321749,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.52287322341,77,0.667723234919,0.0,0.0,0.389705882353,0.275505026541,0.389705882353,0.0442489846952,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.522622987169,78,0.66655370994,0.0,0.0,0.389705882353,0.275502178653,0.389705882353,0.0462600965795,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.524603518096,79,0.670072901755,0.0,0.0,0.388480392157,0.274422792326,0.388480392157,0.0699743749871,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.509313969488,80,0.646933512716,0.0,0.0,0.389705882353,0.27218935273,0.389705882353,0.146565761981,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.500770158052,81,0.632426167826,0.0,0.0,0.388480392157,0.275584672022,0.388480392157,0.143675186498,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.518579140618,82,0.661989154128,0.0,0.0,0.383578431373,0.273912614562,0.383578431373,0.069861511358,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.511472582658,83,0.654497193847,0.0,0.0,0.394607843137,0.266683184761,0.394607843137,0.0259870104077,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.514634030207,84,0.65756721729,0.0,0.0,0.379901960784,0.270054851286,0.379901960784,0.04251089477,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.537962609438,85,0.691604178751,0.0,0.0,0.38112745098,0.274353449198,0.38112745098,0.0650382892399,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.520981009356,86,0.664296679473,0.0,0.0,0.390931372549,0.275269836622,0.390931372549,0.0983540297148,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.514840641403,87,0.655188031772,0.0,0.0,0.386029411765,0.274551398381,0.386029411765,0.0922815721847,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.50798022987,88,0.644246667027,0.0,0.0,0.390931372549,0.275195121306,0.390931372549,0.0463444822576,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.491703675802,89,0.620339036355,0.0,0.0,0.389705882353,0.272835237903,0.389705882353,0.0685230651742,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.491937380902,90,0.620923560569,0.0,0.0,0.370098039216,0.272309327132,0.370098039216,0.0721784006558,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.489009165107,91,0.616107141736,0.0,0.0,0.384803921569,0.272141718311,0.384803921569,0.0854297461359,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.479562451681,92,0.601647315764,0.0,0.0,0.389705882353,0.271089056277,0.389705882353,0.0600431805554,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.492325387589,93,0.621975597052,0.0,0.0,0.355392156863,0.269685698429,0.355392156863,0.0915943398676,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.459648945155,94,0.576911539821,0.0,0.0,0.333333333333,0.258223174741,0.333333333333,0.0172478127867,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4696947851,95,0.587351067386,0.0,0.0,0.348039215686,0.268739986676,0.348039215686,0.0619844628939,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.488063759075,96,0.613543611485,0.0,0.0,0.333333333333,0.272568322428,0.333333333333,0.0992435242544,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.493235093924,97,0.620823691758,0.0,0.0,0.325980392157,0.274145319999,0.325980392157,0.109961788979,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.488283314446,98,0.611969081797,0.0,0.0,0.349264705882,0.276355487993,0.349264705882,0.0718704817268,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.506072987233,99,0.639490504657,0.0,0.0,0.348039215686,0.276617392251,0.348039215686,0.0841000143353,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.529512238292,100,0.677957642504,0.0,0.0,0.363970588235,0.273457848991,0.363970588235,0.0277863510743,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.517293692818,101,0.659336183561,0.0,0.0,0.373774509804,0.274256876192,0.373774509804,0.0840923676892,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.507504287279,102,0.641952709307,0.0,0.0,0.356617647059,0.277461719716,0.356617647059,0.101459475976,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.525679292195,103,0.671644723163,0.0,0.0,0.366421568627,0.276079975939,0.366421568627,0.0700064023268,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.516730839583,104,0.655212882825,0.0,0.0,0.377450980392,0.279459335986,0.377450980392,0.0938615992707,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.519003140263,105,0.660038948245,0.0,0.0,0.365196078431,0.275215035646,0.365196078431,0.0358379954341,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.52194894167,106,0.665563391184,0.0,0.0,0.366421568627,0.27486380034,0.366421568627,0.0286164728372,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.505086957237,107,0.638679361723,0.0,0.0,0.36887254902,0.274357485869,0.36887254902,0.0343274723488,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.507073345636,108,0.642061333786,0.0,0.0,0.375,0.274364526941,0.375,0.0278945967525,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.507226013837,109,0.642830718655,0.0,0.0,0.357843137255,0.274223776123,0.357843137255,0.0308560306275,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.509752806379,110,0.644776704749,0.0,0.0,0.337009803922,0.277853744807,0.337009803922,0.109509966886,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.486728791675,111,0.610215652013,0.0,0.0,0.34068627451,0.274227611543,0.34068627451,0.132589104831,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.513393183991,112,0.650363501507,0.0,0.0,0.337009803922,0.27638477664,0.337009803922,0.107850095759,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.539795617672,113,0.69014197125,0.0,0.0,0.338235294118,0.277724993589,0.338235294118,0.0326109625965,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.532675514464,114,0.679662770199,0.0,0.0,0.345588235294,0.278421848579,0.345588235294,0.0357305202316,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.521528697809,115,0.664556185565,0.0,0.0,0.343137254902,0.274973615359,0.343137254902,0.0346337195311,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.546744059507,116,0.703438161029,0.0,0.0,0.359068627451,0.277390172122,0.359068627451,0.0456000475647,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.539445566339,117,0.690954515362,0.0,0.0,0.361519607843,0.277705677055,0.361519607843,0.10135062752,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.539746201614,118,0.692769568124,0.0,0.0,0.356617647059,0.276134705718,0.356617647059,0.0678884139661,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.527355342147,119,0.674800671766,0.0,0.0,0.373774509804,0.272496942948,0.373774509804,0.0645630004818,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.519279966623,120,0.660531555162,0.0,0.0,0.379901960784,0.275351420389,0.379901960784,0.072259281703,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.511573431452,121,0.64898413973,0.0,0.0,0.387254901961,0.273160361157,0.387254901961,0.0519718662811,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.530157050246,122,0.677492092078,0.0,0.0,0.389705882353,0.275228995682,0.389705882353,0.073854749208,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.533049094347,123,0.681851000121,0.0,0.0,0.389705882353,0.276019537247,0.389705882353,0.0205362186089,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.526031444217,124,0.669872867125,0.0,0.0,0.373774509804,0.278052639712,0.373774509804,0.0549838844977,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.525393213656,125,0.671743671975,0.0,0.0,0.377450980392,0.275576695611,0.377450980392,0.0917915848205,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.538696715265,126,0.691874774128,0.0,0.0,0.370098039216,0.277151460423,0.370098039216,0.0155438881714,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.541583628934,127,0.698335519509,0.0,0.0,0.38112745098,0.273998625973,0.38112745098,0.0265276795472,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.539878353874,128,0.693147795883,0.0,0.0,0.36887254902,0.275996928212,0.36887254902,0.0456323842875,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.546431321141,129,0.703647122154,0.0,0.0,0.335784313725,0.274512497211,0.335784313725,0.0627382926934,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.556609585541,130,0.717744401382,0.0,0.0,0.352941176471,0.279715495153,0.352941176471,0.138586021599,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.554744862017,131,0.714139649668,0.0,0.0,0.372549019608,0.281346335406,0.372549019608,0.231417076525,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.567448558302,132,0.73654731626,0.0,0.0,0.338235294118,0.277514720906,0.338235294118,0.0300489789849,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.556400219105,133,0.72057140256,0.0,0.0,0.34068627451,0.274223651197,0.34068627451,0.053922750824,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.579837909065,134,0.755737374984,0.0,0.0,0.386029411765,0.277776914985,0.386029411765,0.0272286539494,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.548885746235,135,0.707339129088,0.0,0.0,0.386029411765,0.277946156895,0.386029411765,0.0299667791108,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.54523699694,136,0.703894672961,0.0,0.0,0.384803921569,0.275081050518,0.384803921569,0.0237018433952,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.54168900751,137,0.697069591513,0.0,0.0,0.399509803922,0.276344272366,0.399509803922,0.0843533599228,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.542349265825,138,0.697790116675,0.0,0.0,0.386029411765,0.275234612599,0.386029411765,0.0760524062296,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.568550502387,139,0.738315023539,0.0,0.0,0.38112745098,0.277747316017,0.38112745098,0.0808783024748,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.56180844305,140,0.727439900869,0.0,0.0,0.38112745098,0.277483137416,0.38112745098,0.0317742926988,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.57293649904,141,0.74504246291,0.0,0.0,0.379901960784,0.277744660197,0.379901960784,0.0136007232339,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.557448599153,142,0.721177983898,0.0,0.0,0.370098039216,0.277428280941,0.370098039216,0.0653532393452,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.537111828374,143,0.689078557231,0.0,0.0,0.343137254902,0.276498371346,0.343137254902,0.0204008068178,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.557774998113,144,0.723136935449,0.0,0.0,0.321078431373,0.275096289355,0.321078431373,0.026071578675,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.51698408807,145,0.657118865583,0.0,0.0,0.322303921569,0.276339742691,0.322303921569,0.0265349717522,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.508085529981,146,0.645042402576,0.0,0.0,0.335784313725,0.27385203457,0.335784313725,0.0265838021875,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.526934958165,147,0.674272040594,0.0,0.0,0.333333333333,0.27492010981,0.333333333333,0.0310052097836,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.541232863153,148,0.697824300987,0.0,0.0,0.332107843137,0.271080257263,0.332107843137,0.0218307521281,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.562140668409,149,0.726099703711,0.0,0.0,0.34681372549,0.276825358659,0.34681372549,0.0576526095659,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.54368857353,150,0.699722786377,0.0,0.0,0.361519607843,0.274166545564,0.361519607843,0.0645687350515,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.550568532778,151,0.710668360187,0.0,0.0,0.349264705882,0.274336010827,0.349264705882,0.0538944470815,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.549534432811,152,0.709657580333,0.0,0.0,0.34068627451,0.272879401819,0.34068627451,0.0827237648631,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.558202224206,153,0.723088587047,0.0,0.0,0.348039215686,0.27351722479,0.348039215686,0.0187146693456,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.559012155304,154,0.723750954778,0.0,0.0,0.34681372549,0.273861306017,0.34681372549,0.157906892574,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.571021220206,155,0.742659728694,0.0,0.0,0.316176470588,0.274111855848,0.316176470588,0.028266297209,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.559401184983,156,0.723342835331,0.0,0.0,0.317401960784,0.276979776216,0.317401960784,0.147577395029,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.52927958824,157,0.678074499628,0.0,0.0,0.322303921569,0.273712474457,0.322303921569,0.0819064042808,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.519436108282,158,0.663125811828,0.0,0.0,0.310049019608,0.272589192409,0.310049019608,0.0263058462644,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.525431740336,159,0.676047076361,0.0,0.0,0.316176470588,0.267862894556,0.316176470588,0.074132034632,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.559402945466,160,0.724685379252,0.0,0.0,0.34681372549,0.275361103022,0.34681372549,0.0582189022562,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.547588289131,161,0.703853836737,0.0,0.0,0.378676470588,0.278486292163,0.378676470588,0.0864170669686,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.544064620826,162,0.698853385712,0.0,0.0,0.316176470588,0.276753562333,0.316176470588,0.110775542093,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.553982105348,163,0.715934247537,0.0,0.0,0.314950980392,0.27319943966,0.314950980392,0.0474480882953,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.562980450189,164,0.728739458968,0.0,0.0,0.316176470588,0.273935848204,0.316176470588,0.0771189377605,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.578416751376,165,0.753039075419,0.0,0.0,0.316176470588,0.273945663263,0.316176470588,0.120318105872,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.568071797738,166,0.73673514296,0.0,0.0,0.316176470588,0.276838136728,0.316176470588,0.0916136487426,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.559405574751,167,0.726444046216,0.0,0.0,0.316176470588,0.270951302455,0.316176470588,0.0800398951411,1.0,0.0,0.0,0.0,1.0,1.0
