OnStarts_FeasibilityRate,Outer_Success,OnStarts_MinFinalGoalDistance,GenGoal_frac_Other,OnStarts_AvgInitGoalDistance,OnStarts_SuccessRate,OnStarts_AvgFinalGoalDistance,GenGoal_frac_High rewards,Outer_MeanRewards,OnStarts_AvgTotalRewardInner,OnStarts_MeanPathDistance,GenGoal_frac_Good goals,OnStarts_AvgTotalRewardDist,GenGoal_frac_Low rewards,Outer_iter,GenGoal_frac_Performance Variation
1.0,0.166666666667,0.204573574876,0.0,7.39271786303,0.675057208238,2.40279788862,0.592592592593,0.166666666667,0.0,5.42178733229,0.192592592593,0.0,0.214814814815,21,0.0
1.0,0.162990196078,0.211197322502,0.0,7.00503472631,0.586797066015,2.51847870023,0.454545454545,0.162990196078,0.0,5.1807068373,0.227272727273,0.0,0.318181818182,22,0.0
1.0,0.162990196078,0.205025716041,0.0,7.41779684251,0.522077922078,3.15396875885,0.398305084746,0.162990196078,0.0,5.51795118608,0.177966101695,0.0,0.423728813559,23,0.0
1.0,0.170343137255,0.199764369954,0.0,7.61132404941,0.603325415677,2.71320892835,0.496,0.170343137255,0.0,5.47373711708,0.208,0.0,0.296,24,0.0
1.0,0.176470588235,0.204622731569,0.0,7.85610084417,0.876319758673,0.942241522513,0.806818181818,0.176470588235,0.0,4.9868349883,0.102272727273,0.0,0.0909090909091,25,0.0
1.0,0.198529411765,0.205723099171,0.0,7.21310200216,0.644859813084,2.15935773952,0.516393442623,0.198529411765,0.0,5.1584492245,0.213114754098,0.0,0.270491803279,26,0.0
1.0,0.210784313725,0.201345856718,0.0,6.59783062988,0.746741154562,1.62051657841,0.677852348993,0.210784313725,0.0,4.61980575534,0.134228187919,0.0,0.187919463087,27,0.0
1.0,0.19362745098,0.205498993417,0.0,6.4438088162,0.696721311475,1.81595509279,0.551470588235,0.19362745098,0.0,4.54656193489,0.227941176471,0.0,0.220588235294,28,0.0
1.0,0.170343137255,0.205281410115,0.0,6.81716205941,0.735459662289,1.80714323275,0.636363636364,0.170343137255,0.0,4.73803154538,0.125874125874,0.0,0.237762237762,29,0.0
1.0,0.204656862745,0.208355683839,0.0,6.0702684113,0.668016194332,2.20063073189,0.561151079137,0.204656862745,0.0,4.40879615071,0.179856115108,0.0,0.258992805755,30,0.0
1.0,0.199754901961,0.170051792,0.0,6.90811230419,0.724206349206,1.51841793882,0.61744966443,0.199754901961,0.0,4.69764010703,0.161073825503,0.0,0.221476510067,31,0.0
1.0,0.219362745098,0.203034049952,0.0,5.08652115277,0.872170439414,0.786430825738,0.797872340426,0.219362745098,0.0,3.4524584042,0.127659574468,0.0,0.0744680851064,32,0.0
1.0,0.205882352941,0.206889794828,0.0,5.03269870689,0.811764705882,0.961500741552,0.722222222222,0.205882352941,0.0,3.51662137189,0.166666666667,0.0,0.111111111111,33,0.0
1.0,0.22181372549,0.202315805612,0.0,3.78707595865,0.7917383821,0.821343749265,0.682926829268,0.22181372549,0.0,2.89169160163,0.213414634146,0.0,0.103658536585,34,0.0
1.0,0.236519607843,0.0649906118759,0.0,3.27362230228,0.823170731707,0.850476338122,0.675977653631,0.236519607843,0.0,2.59471177848,0.212290502793,0.0,0.111731843575,35,0.0
1.0,0.254901960784,0.0598021830994,0.0,3.14388280545,0.847457627119,0.641990409718,0.731182795699,0.254901960784,0.0,2.40634283039,0.193548387097,0.0,0.0752688172043,36,0.0
1.0,0.245098039216,0.188383941556,0.0,5.03909643393,0.717647058824,1.5239640658,0.628378378378,0.245098039216,0.0,3.75051706748,0.121621621622,0.0,0.25,37,0.0
1.0,0.252450980392,0.20158234092,0.0,4.76810443344,0.872521246459,0.676829316273,0.783505154639,0.252450980392,0.0,3.29550307103,0.175257731959,0.0,0.0412371134021,38,0.0
1.0,0.259803921569,0.202015630693,0.0,4.00904029249,0.759927797834,0.759921055945,0.59872611465,0.259803921569,0.0,2.89251289973,0.254777070064,0.0,0.146496815287,39,0.0
1.0,0.289215686275,0.124050754903,0.0,3.47718715044,0.860335195531,0.512902003281,0.736842105263,0.289215686275,0.0,2.55461810203,0.205263157895,0.0,0.0578947368421,40,0.0
1.0,0.339460784314,0.209863846391,0.0,3.16790429173,0.907084785134,0.694431010605,0.816901408451,0.339460784314,0.0,2.34817984095,0.154929577465,0.0,0.0281690140845,41,0.0
1.0,0.362745098039,0.0587380610071,0.0,4.45532379166,0.875346260388,1.04671363333,0.827956989247,0.362745098039,0.0,3.24960303971,0.112903225806,0.0,0.0591397849462,42,0.0
1.0,0.376225490196,0.215093140441,0.0,7.66413343691,0.85,1.17197753908,0.739130434783,0.376225490196,0.0,5.39198583477,0.18115942029,0.0,0.0797101449275,43,0.0
1.0,0.453431372549,0.211212984624,0.0,7.10293844996,0.957746478873,0.525928987852,0.896739130435,0.453431372549,0.0,4.72525085776,0.0869565217391,0.0,0.0163043478261,44,0.0
1.0,0.468137254902,0.208155813091,0.0,7.12459015804,0.964338781575,0.462026745947,0.926966292135,0.468137254902,0.0,4.84637485405,0.061797752809,0.0,0.0112359550562,45,0.0
1.0,0.504901960784,0.212340652709,0.0,7.05965234462,0.944186046512,0.591600191008,0.912087912088,0.504901960784,0.0,4.97602377378,0.0714285714286,0.0,0.0164835164835,46,0.0
1.0,0.508578431373,0.209542855602,0.0,6.95746515077,0.927756653992,0.640748383153,0.820512820513,0.508578431373,0.0,5.28790342356,0.160256410256,0.0,0.0192307692308,47,0.0
1.0,0.485294117647,0.204492099353,0.0,6.96744194171,0.988636363636,0.307731618554,0.98064516129,0.485294117647,0.0,5.32338796068,0.0193548387097,0.0,0.0,48,0.0
1.0,0.50612745098,0.208609170356,0.0,6.87541565063,0.991721854305,0.272082555531,0.98275862069,0.50612745098,0.0,5.07140774167,0.0114942528736,0.0,0.00574712643678,49,0.0
1.0,0.507352941176,0.214638065199,0.0,1.64292418232,1.0,0.278324932131,1.0,0.507352941176,0.0,1.17001209475,0.0,0.0,0.0,50,0.0
1.0,0.508578431373,0.190313481006,0.0,4.20352421058,1.0,0.271157134029,1.0,0.508578431373,0.0,2.72056456067,0.0,0.0,0.0,51,0.0
1.0,0.508578431373,0.157673336776,0.0,5.86668474214,0.718426501035,1.49501749645,0.703448275862,0.508578431373,0.0,4.0538270919,0.0,0.0,0.296551724138,52,0.0
1.0,0.507352941176,0.097860592098,0.0,5.61021292474,0.565110565111,2.02462330293,0.547619047619,0.507352941176,0.0,3.74451755041,0.015873015873,0.0,0.436507936508,53,0.0
1.0,0.513480392157,0.224185933941,0.0,1.88372985158,0.955145118734,0.304091468363,0.894736842105,0.513480392157,0.0,1.44132409475,0.0964912280702,0.0,0.00877192982456,54,0.0
1.0,0.5,0.207284623335,0.0,1.721004241,0.989974937343,0.280838980242,0.983739837398,0.5,0.0,1.36448700569,0.0162601626016,0.0,0.0,55,0.0
1.0,0.502450980392,0.204900801024,0.0,1.77892717374,0.997607655502,0.273285525872,0.9921875,0.502450980392,0.0,1.40530497087,0.0078125,0.0,0.0,56,0.0
1.0,0.5,0.215227277518,0.0,1.85627691892,0.997607655502,0.275255176641,0.9921875,0.5,0.0,1.43126268938,0.0078125,0.0,0.0,57,0.0
1.0,0.501225490196,0.206228051537,0.0,1.75700678414,1.0,0.274894242358,1.0,0.501225490196,0.0,1.38645602856,0.0,0.0,0.0,58,0.0
1.0,0.495098039216,0.119515563361,0.0,4.2464148191,0.993987975952,0.338309715924,0.995454545455,0.495098039216,0.0,2.73478316055,0.0,0.0,0.00454545454545,59,0.0
1.0,0.504901960784,0.22477845671,0.0,4.64603979361,0.986815415822,0.366468572049,0.985915492958,0.504901960784,0.0,3.15798729339,0.0140845070423,0.0,0.0,60,0.0
1.0,0.490196078431,0.211498230735,0.0,9.12126891795,0.645161290323,2.56466988286,0.56043956044,0.490196078431,0.0,7.92771624201,0.21978021978,0.0,0.21978021978,61,0.0
1.0,0.388480392157,0.215299045045,0.0,9.11838305272,0.616724738676,2.61897431465,0.448717948718,0.388480392157,0.0,8.00553719178,0.25641025641,0.0,0.294871794872,62,0.0
1.0,0.512254901961,0.150887439709,0.0,7.49961695254,0.684684684685,2.05244018639,0.554347826087,0.512254901961,0.0,6.61898390753,0.260869565217,0.0,0.184782608696,63,0.0
1.0,0.513480392157,0.178766733684,0.0,6.09922996526,0.832935560859,1.38232563663,0.737704918033,0.513480392157,0.0,5.36528542215,0.147540983607,0.0,0.114754098361,64,0.0
1.0,0.514705882353,0.17074186192,0.0,9.29351619317,0.675409836066,2.51435928389,0.505617977528,0.514705882353,0.0,8.13620320886,0.269662921348,0.0,0.224719101124,65,0.0
1.0,0.524509803922,0.185255645283,0.0,8.97158310795,0.723529411765,2.34096216557,0.598130841121,0.524509803922,0.0,7.61712915931,0.224299065421,0.0,0.177570093458,66,0.0
1.0,0.531862745098,0.165875187492,0.0,8.07565574445,0.827319587629,1.28709868251,0.724137931034,0.531862745098,0.0,6.74222766785,0.181034482759,0.0,0.0948275862069,67,0.0
1.0,0.544117647059,0.160036565377,0.0,5.5908821877,0.840740740741,1.56021511748,0.761589403974,0.544117647059,0.0,4.77900096734,0.12582781457,0.0,0.112582781457,68,0.0
1.0,0.563725490196,0.173125125657,0.0,8.99738154764,0.853535353535,1.35793523008,0.741666666667,0.563725490196,0.0,7.26563689927,0.158333333333,0.0,0.1,69,0.0
1.0,0.5625,0.190960672699,0.0,9.29288586591,0.94930875576,0.564561292309,0.903703703704,0.5625,0.0,7.04603943082,0.0888888888889,0.0,0.00740740740741,70,0.0
1.0,0.557598039216,0.183098025984,0.0,9.18229295576,0.990825688073,0.304403189778,0.968944099379,0.557598039216,0.0,6.51291457566,0.0310559006211,0.0,0.0,71,0.0
1.0,0.553921568627,0.179299301948,0.0,9.22573962488,1.0,0.265595837523,1.0,0.553921568627,0.0,6.23755591704,0.0,0.0,0.0,72,0.0
1.0,0.553921568627,0.161214709275,0.0,7.33841085491,0.925925925926,0.774367998998,0.90625,0.553921568627,0.0,5.04460445378,0.00520833333333,0.0,0.0885416666667,73,0.0
1.0,0.541666666667,0.177870726726,0.0,9.60908125663,0.979274611399,0.319248894376,0.952830188679,0.541666666667,0.0,7.2966886531,0.0471698113208,0.0,0.0,74,0.0
1.0,0.56862745098,0.175200851065,0.0,9.47693416476,0.979746835443,0.337896767616,0.944444444444,0.56862745098,0.0,7.27049707725,0.0555555555556,0.0,0.0,75,0.0
1.0,0.575980392157,0.190604442988,0.0,6.6598495115,0.979508196721,0.396357538488,0.941558441558,0.575980392157,0.0,5.25931523816,0.0584415584416,0.0,0.0,76,0.0
1.0,0.579656862745,0.170136857988,0.0,9.09725977476,0.974747474747,0.441849114781,0.956140350877,0.579656862745,0.0,7.25234066378,0.0438596491228,0.0,0.0,77,0.0
1.0,0.577205882353,0.169960536491,0.0,9.01082903702,0.896253602305,0.958865343151,0.836734693878,0.577205882353,0.0,7.55251347476,0.142857142857,0.0,0.0204081632653,78,0.0
1.0,0.571078431373,0.190240059399,0.0,8.31521646891,0.92349726776,0.803440154232,0.845454545455,0.571078431373,0.0,6.94682160586,0.109090909091,0.0,0.0454545454545,79,0.0
1.0,0.52818627451,0.194489867153,0.0,8.6074129194,0.848484848485,1.39483555064,0.765306122449,0.52818627451,0.0,7.29163602421,0.163265306122,0.0,0.0714285714286,80,0.0
1.0,0.583333333333,0.19206243736,0.0,7.89108895832,0.795031055901,1.69052660029,0.595505617978,0.583333333333,0.0,6.98236892518,0.325842696629,0.0,0.0786516853933,81,0.0
1.0,0.593137254902,0.0626740297742,0.0,7.40287281735,0.80701754386,1.81735278852,0.657407407407,0.593137254902,0.0,6.5763846771,0.259259259259,0.0,0.0833333333333,82,0.0
1.0,0.577205882353,0.183818118854,0.0,8.50832650267,0.746794871795,2.20243076945,0.590909090909,0.577205882353,0.0,7.55379168509,0.261363636364,0.0,0.147727272727,83,0.0
1.0,0.589460784314,0.204993466681,0.0,8.54454397351,0.728155339806,2.2978412726,0.584269662921,0.589460784314,0.0,7.54635162729,0.280898876404,0.0,0.134831460674,84,0.0
1.0,0.589460784314,0.196634926649,0.0,8.67226939062,0.84012539185,1.21714073728,0.755319148936,0.589460784314,0.0,7.46919403527,0.18085106383,0.0,0.063829787234,85,0.0
1.0,0.587009803922,0.19882952094,0.0,8.54493505672,0.759615384615,1.94835489147,0.61797752809,0.587009803922,0.0,7.63123869752,0.269662921348,0.0,0.112359550562,86,0.0
1.0,0.585784313725,0.194082004272,0.0,8.66360608203,0.704545454545,2.5462930691,0.563218390805,0.585784313725,0.0,7.75801838966,0.195402298851,0.0,0.241379310345,87,0.0
1.0,0.589460784314,0.170241322569,0.0,8.76511567078,0.839116719243,1.39157204727,0.75,0.589460784314,0.0,7.63653338729,0.125,0.0,0.125,88,0.0
1.0,0.585784313725,0.176706668334,0.0,8.45412994916,0.720779220779,2.34312084467,0.609195402299,0.585784313725,0.0,7.61702883507,0.16091954023,0.0,0.229885057471,89,0.0
1.0,0.59681372549,0.174789391412,0.0,8.52595058563,0.719471947195,2.02552647083,0.565217391304,0.59681372549,0.0,7.76944074311,0.315217391304,0.0,0.119565217391,90,0.0
1.0,0.59681372549,0.187196465651,0.0,8.4119512711,0.774603174603,1.73475643734,0.688888888889,0.59681372549,0.0,7.50604379161,0.188888888889,0.0,0.122222222222,91,0.0
1.0,0.600490196078,0.174391814929,0.0,8.42603716441,0.747572815534,1.90141054107,0.611764705882,0.600490196078,0.0,7.5410870062,0.223529411765,0.0,0.164705882353,92,0.0
1.0,0.569852941176,0.16287652311,0.0,8.38444123566,0.652459016393,2.72789852203,0.55421686747,0.569852941176,0.0,7.60461982717,0.277108433735,0.0,0.168674698795,93,0.0
1.0,0.588235294118,0.161453873742,0.0,8.43115590219,0.549295774648,3.56680409819,0.423076923077,0.588235294118,0.0,7.84154439446,0.217948717949,0.0,0.358974358974,94,0.0
1.0,0.601715686275,0.162155958436,0.0,8.27391762871,0.615894039735,3.22912492371,0.488095238095,0.601715686275,0.0,7.6782193863,0.178571428571,0.0,0.333333333333,95,0.0
1.0,0.598039215686,0.155646197101,0.0,8.43942895543,0.687697160883,2.58594246661,0.558139534884,0.598039215686,0.0,7.58840471598,0.244186046512,0.0,0.197674418605,96,0.0
1.0,0.557598039216,0.185303278528,0.0,8.40863052816,0.681818181818,2.82246622092,0.574712643678,0.557598039216,0.0,7.62513880696,0.218390804598,0.0,0.206896551724,97,0.0
1.0,0.567401960784,0.184026480007,0.0,8.40105651851,0.607382550336,3.27885628817,0.481481481481,0.567401960784,0.0,7.76991452634,0.234567901235,0.0,0.283950617284,98,0.0
1.0,0.593137254902,0.18035414266,0.0,8.68991469484,0.552901023891,3.76065135949,0.409638554217,0.593137254902,0.0,7.87974581362,0.21686746988,0.0,0.373493975904,99,0.0
1.0,0.552696078431,0.186360446943,0.0,8.6160052634,0.718032786885,2.07026147452,0.567901234568,0.552696078431,0.0,7.70116467292,0.271604938272,0.0,0.16049382716,100,0.0
1.0,0.569852941176,0.13260933083,0.0,8.10676884433,0.667701863354,2.53738422004,0.531914893617,0.569852941176,0.0,7.19575388502,0.223404255319,0.0,0.244680851064,101,0.0
1.0,0.557598039216,0.18494558902,0.0,8.28121511736,0.652173913043,2.68822863426,0.569892473118,0.557598039216,0.0,7.35641982418,0.182795698925,0.0,0.247311827957,102,0.0
1.0,0.508578431373,0.197942021494,0.0,8.53920458575,0.717532467532,2.00771195965,0.584269662921,0.508578431373,0.0,7.55514664597,0.258426966292,0.0,0.157303370787,103,0.0
1.0,0.520833333333,0.195823588648,0.0,8.53626915304,0.619047619048,2.93766019925,0.506329113924,0.520833333333,0.0,7.77880634885,0.227848101266,0.0,0.26582278481,104,0.0
1.0,0.533088235294,0.181547389331,0.0,8.44130469189,0.512195121951,3.60397724141,0.35,0.533088235294,0.0,7.7170724873,0.3125,0.0,0.3375,105,0.0
1.0,0.557598039216,0.164176052279,0.0,8.41610573237,0.614420062696,3.08956722519,0.483870967742,0.557598039216,0.0,7.48843668664,0.258064516129,0.0,0.258064516129,106,0.0
1.0,0.498774509804,0.166533468659,0.0,8.26136752363,0.5625,3.48072343229,0.505494505495,0.498774509804,0.0,7.56084982811,0.208791208791,0.0,0.285714285714,107,0.0
1.0,0.504901960784,0.168601661843,0.0,7.06389807135,0.589905362776,2.68749168459,0.462365591398,0.504901960784,0.0,6.44348036706,0.236559139785,0.0,0.301075268817,108,0.0
1.0,0.544117647059,0.181487681532,0.0,6.51436889152,0.640449438202,2.55707915313,0.474747474747,0.544117647059,0.0,5.95827365945,0.282828282828,0.0,0.242424242424,109,0.0
1.0,0.555147058824,0.177164901406,0.0,6.64051845934,0.711688311688,2.47137496108,0.587155963303,0.555147058824,0.0,6.00877157795,0.174311926606,0.0,0.238532110092,110,0.0
1.0,0.539215686275,0.184475821254,0.0,7.20744740805,0.752659574468,1.97709030353,0.592233009709,0.539215686275,0.0,6.23329496007,0.242718446602,0.0,0.165048543689,111,0.0
1.0,0.56862745098,0.086588377769,0.0,6.90888202464,0.691906005222,2.56563129029,0.585365853659,0.56862745098,0.0,6.14375995957,0.227642276423,0.0,0.186991869919,112,0.0
1.0,0.593137254902,0.184844340672,0.0,7.33961664865,0.695014662757,2.64222814941,0.612244897959,0.593137254902,0.0,6.67850435266,0.19387755102,0.0,0.19387755102,113,0.0
1.0,0.598039215686,0.183237900064,0.0,7.9092917932,0.698005698006,2.82580834311,0.598039215686,0.598039215686,0.0,7.05386050421,0.147058823529,0.0,0.254901960784,114,0.0
1.0,0.595588235294,0.172786672971,0.0,8.7116178989,0.68125,2.9848692715,0.563829787234,0.595588235294,0.0,7.80336401951,0.276595744681,0.0,0.159574468085,115,0.0
1.0,0.59681372549,0.181512796257,0.0,8.54601640379,0.681957186544,3.08548268425,0.6,0.59681372549,0.0,7.629219354,0.221052631579,0.0,0.178947368421,116,0.0
1.0,0.524509803922,0.181838431584,0.0,8.48678530058,0.585858585859,3.63869342268,0.355263157895,0.524509803922,0.0,7.83703694428,0.342105263158,0.0,0.302631578947,117,0.0
1.0,0.50612745098,0.179715532082,0.0,7.80402989814,0.604501607717,2.81798474254,0.482352941176,0.50612745098,0.0,7.04256603048,0.282352941176,0.0,0.235294117647,118,0.0
1.0,0.43137254902,0.177021653151,0.0,8.11387069833,0.488524590164,3.77101707475,0.349397590361,0.43137254902,0.0,7.13733923844,0.265060240964,0.0,0.385542168675,119,0.0
1.0,0.479166666667,0.177153922255,0.0,8.37221579917,0.639498432602,2.35095194964,0.5,0.479166666667,0.0,7.05775508615,0.277777777778,0.0,0.222222222222,120,0.0
1.0,0.476715686275,0.179657132819,0.0,8.00240458191,0.561290322581,2.47451216415,0.471264367816,0.476715686275,0.0,6.555576526,0.218390804598,0.0,0.310344827586,121,0.0
1.0,0.455882352941,0.147301744536,0.0,7.14149891653,0.694444444444,1.438786333,0.504424778761,0.455882352941,0.0,5.37964654828,0.353982300885,0.0,0.141592920354,122,0.0
1.0,0.498774509804,0.188785168077,0.0,7.45253376809,0.667525773196,1.6402096377,0.513043478261,0.498774509804,0.0,5.63784002035,0.286956521739,0.0,0.2,123,0.0
1.0,0.522058823529,0.158454038989,0.0,6.91144434448,0.744444444444,1.093473422,0.596774193548,0.522058823529,0.0,5.15933371379,0.290322580645,0.0,0.112903225806,124,0.0
1.0,0.529411764706,0.174819288985,0.0,6.13200046113,0.721428571429,1.04388235839,0.585365853659,0.529411764706,0.0,4.80708395711,0.252032520325,0.0,0.162601626016,125,0.0
1.0,0.525735294118,0.136041850312,0.0,4.95068195944,0.815642458101,0.834492766277,0.686274509804,0.525735294118,0.0,3.89294892342,0.196078431373,0.0,0.117647058824,126,0.0
1.0,0.536764705882,0.030308617788,0.0,5.57525124556,0.727822580645,1.02531665166,0.571428571429,0.536764705882,0.0,4.08217863736,0.272727272727,0.0,0.155844155844,127,0.0
1.0,0.541666666667,0.156275693004,0.0,5.82605660116,0.74213836478,0.714684693469,0.604316546763,0.541666666667,0.0,4.23420689993,0.230215827338,0.0,0.165467625899,128,0.0
1.0,0.549019607843,0.180497144366,0.0,4.51660875976,0.762172284644,0.844411720092,0.647058823529,0.549019607843,0.0,3.48766249396,0.222222222222,0.0,0.130718954248,129,0.0
1.0,0.557598039216,0.179661154107,0.0,4.35543324311,0.653301886792,1.02467886623,0.495798319328,0.557598039216,0.0,3.56892696906,0.260504201681,0.0,0.243697478992,130,0.0
1.0,0.571078431373,0.195332353601,0.0,3.86195406515,0.736538461538,0.909296557331,0.653594771242,0.571078431373,0.0,3.20279431525,0.169934640523,0.0,0.176470588235,131,0.0
1.0,0.560049019608,0.20698180012,0.0,3.61147620828,0.785597381342,0.798290848795,0.691428571429,0.560049019608,0.0,2.85455174826,0.182857142857,0.0,0.125714285714,132,0.0
1.0,0.572303921569,0.202499341536,0.0,4.22913083088,0.754954954955,0.566069946513,0.579617834395,0.572303921569,0.0,2.96540464545,0.305732484076,0.0,0.114649681529,133,0.0
1.0,0.571078431373,0.205136152014,0.0,4.40334765733,0.741020793951,0.731915722729,0.636363636364,0.571078431373,0.0,3.31952293587,0.207792207792,0.0,0.155844155844,134,0.0
1.0,0.561274509804,0.201674300876,0.0,4.16788132664,0.725680933852,0.777160612729,0.613924050633,0.561274509804,0.0,3.24607681544,0.240506329114,0.0,0.145569620253,135,0.0
1.0,0.56862745098,0.166454661058,0.0,3.27418332365,0.742556917688,0.693695944236,0.6125,0.56862745098,0.0,2.61286958907,0.2125,0.0,0.175,136,0.0
1.0,0.572303921569,0.168417628821,0.0,2.6398459536,0.683070866142,0.629733030272,0.546052631579,0.572303921569,0.0,2.27261755273,0.256578947368,0.0,0.197368421053,137,0.0
1.0,0.579656862745,0.209516658645,0.0,2.18517857243,0.699626865672,0.584147550477,0.58125,0.579656862745,0.0,1.93435242118,0.225,0.0,0.19375,138,0.0
1.0,0.563725490196,0.206005995473,0.0,2.29077587068,0.746753246753,0.600805896751,0.620111731844,0.563725490196,0.0,1.9769014789,0.234636871508,0.0,0.145251396648,139,0.0
1.0,0.561274509804,0.169790830762,0.0,2.63724533203,0.721428571429,0.850266507146,0.617647058824,0.561274509804,0.0,2.31655532071,0.205882352941,0.0,0.176470588235,140,0.0
1.0,0.571078431373,0.20236934841,0.0,2.43060585974,0.734693877551,0.773179305576,0.564705882353,0.571078431373,0.0,2.08733698682,0.3,0.0,0.135294117647,141,0.0
1.0,0.567401960784,0.191365377142,0.0,2.45187163534,0.819102749638,0.540783697064,0.740740740741,0.567401960784,0.0,2.08031615103,0.153439153439,0.0,0.10582010582,142,0.0
1.0,0.557598039216,0.197396975071,0.0,2.44400602506,0.781818181818,0.741917825694,0.647368421053,0.557598039216,0.0,2.0876615347,0.231578947368,0.0,0.121052631579,143,0.0
1.0,0.552696078431,0.209162580369,0.0,3.71171241068,0.726213592233,1.01703697006,0.585714285714,0.552696078431,0.0,3.0843910312,0.257142857143,0.0,0.157142857143,144,0.0
1.0,0.555147058824,0.20030438232,0.0,4.37552553706,0.652873563218,1.22216102001,0.5,0.555147058824,0.0,3.50015803855,0.285714285714,0.0,0.214285714286,145,0.0
1.0,0.55637254902,0.204704680222,0.0,4.65207688571,0.747950819672,0.768716131089,0.634482758621,0.55637254902,0.0,3.63457320713,0.2,0.0,0.165517241379,146,0.0
1.0,0.558823529412,0.191236204564,0.0,5.24454472573,0.784274193548,1.2772475403,0.682926829268,0.558823529412,0.0,4.29932043302,0.201219512195,0.0,0.115853658537,147,0.0
1.0,0.561274509804,0.20686196016,0.0,4.83975938413,0.709251101322,1.73197680527,0.574468085106,0.561274509804,0.0,4.15896203477,0.283687943262,0.0,0.141843971631,148,0.0
1.0,0.561274509804,0.210552004027,0.0,5.61954616614,0.638820638821,2.58141339389,0.525423728814,0.561274509804,0.0,5.07495392678,0.194915254237,0.0,0.279661016949,149,0.0
