Outer_iter,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,GenGoal_frac_Other,Outer_MeanRewards,GenGoal_frac_High rewards,Outer_Success
126,0.0,0.48,0.02,0.0,-1089.416892175616,0.5,0.4852941176470588
127,0.0,0.5166666666666667,0.01,0.0,-1123.3847676520697,0.47333333333333333,0.471813725490196
128,0.0,0.5433333333333333,0.01,0.0,-1120.301861104583,0.44666666666666666,0.48406862745098034
129,0.0,0.5133333333333333,0.02666666666666667,0.0,-1086.6364923705419,0.46,0.4828431372549019
130,0.0,0.5166666666666667,0.016666666666666666,0.0,-1106.2773732385651,0.4666666666666667,0.4889705882352941
131,0.0,0.42333333333333334,0.04666666666666667,0.0,-1121.4479183937526,0.53,0.4987745098039215
132,0.0,0.45,0.02666666666666667,0.0,-1094.5985082673644,0.5233333333333333,0.5183823529411765
133,0.0,0.41,0.006666666666666667,0.0,-1062.7806177622626,0.5833333333333334,0.5551470588235294
134,0.0,0.42333333333333334,0.0033333333333333335,0.0,-1062.3470346724455,0.5733333333333334,0.5526960784313725
135,0.0,0.4633333333333333,0.0,0.0,-1061.5880619064137,0.5366666666666666,0.5526960784313725
136,0.0,0.43666666666666665,0.0033333333333333335,0.0,-1063.8705728655168,0.56,0.5575980392156863
137,0.0,0.4533333333333333,0.0,0.0,-1084.1117325369307,0.5466666666666666,0.5502450980392156
138,0.0,0.49,0.0,0.0,-1095.086468420716,0.51,0.5588235294117647
139,0.0,0.47,0.013333333333333334,0.0,-1068.6075377573843,0.5166666666666667,0.5159313725490196
140,0.0,0.5066666666666667,0.043333333333333335,0.0,-1046.7476190730656,0.45,0.5159313725490196
141,0.0,0.4666666666666667,0.03,0.0,-1033.6050475756829,0.5033333333333333,0.5294117647058824
142,0.0,0.4533333333333333,0.006666666666666667,0.0,-1034.0686357553204,0.54,0.5698529411764706
143,0.0,0.46,0.0,0.0,-1041.7100462215121,0.54,0.5686274509803921
144,0.0,0.46,0.0033333333333333335,0.0,-1062.0721276420386,0.5366666666666666,0.5784313725490197
145,0.0,0.44333333333333336,0.0033333333333333335,0.0,-1051.799498172572,0.5533333333333333,0.5588235294117647
146,0.0,0.39666666666666667,0.0,0.0,-1040.681332259783,0.6033333333333334,0.5698529411764706
147,0.0,0.37666666666666665,0.0033333333333333335,0.0,-1047.8697197852607,0.62,0.5575980392156863
148,0.0,0.44333333333333336,0.11333333333333333,0.0,-1064.3995074878833,0.44333333333333336,0.4791666666666666
149,0.0,0.5266666666666666,0.08333333333333333,0.0,-1084.091715577433,0.39,0.4767156862745099
150,0.0,0.48333333333333334,0.06666666666666667,0.0,-1100.7834345283322,0.45,0.43995098039215685
151,0.0,0.5233333333333333,0.06666666666666667,0.0,-1075.5370809048861,0.41,0.4742647058823529
152,0.0,0.44333333333333336,0.11,0.0,-1079.7266239781654,0.44666666666666666,0.47794117647058826
153,0.0,0.51,0.09,0.0,-1077.740436253441,0.4,0.4975490196078431
154,0.0,0.43,0.09666666666666666,0.0,-1090.8716314237836,0.47333333333333333,0.4963235294117647
155,0.0,0.43666666666666665,0.08,0.0,-1093.1731118977743,0.48333333333333334,0.5330882352941176
156,0.0,0.3933333333333333,0.013333333333333334,0.0,-1092.203411159519,0.5933333333333334,0.5563725490196078
157,0.0,0.44,0.0,0.0,-1100.1959573118843,0.56,0.5698529411764706
158,0.0,0.39666666666666667,0.0,0.0,-1093.4651232997571,0.6033333333333334,0.5661764705882353
159,0.0,0.4066666666666667,0.016666666666666666,0.0,-1079.5124193076472,0.5766666666666667,0.5759803921568628
160,0.0,0.4266666666666667,0.05333333333333334,0.0,-1102.0764184413986,0.52,0.5453431372549019
161,0.0,0.43666666666666665,0.0,0.0,-1071.9094790922945,0.5633333333333334,0.5674019607843137
162,0.0,0.41333333333333333,0.006666666666666667,0.0,-1052.5118964975893,0.58,0.5674019607843137
163,0.0,0.51,0.0033333333333333335,0.0,-1093.9233639533754,0.4866666666666667,0.5514705882352942
164,0.0,0.44333333333333336,0.0033333333333333335,0.0,-1090.2055960230302,0.5533333333333333,0.5526960784313725
165,0.0,0.4533333333333333,0.0,0.0,-1084.7648382892596,0.5466666666666666,0.5514705882352942
166,0.0,0.4666666666666667,0.0,0.0,-1092.3069474013482,0.5333333333333333,0.5465686274509803
167,0.0,0.4666666666666667,0.006666666666666667,0.0,-1061.9516300150974,0.5266666666666666,0.5502450980392156
168,0.0,0.46,0.006666666666666667,0.0,-1059.8938738798508,0.5333333333333333,0.5563725490196078
169,0.0,0.39666666666666667,0.03333333333333333,0.0,-1067.702493166964,0.57,0.5208333333333334
170,0.0,0.42,0.03333333333333333,0.0,-1061.932424448083,0.5466666666666666,0.5355392156862745
171,0.0,0.39666666666666667,0.006666666666666667,0.0,-1091.3178861538872,0.5966666666666667,0.5416666666666666
172,0.0,0.44333333333333336,0.01,0.0,-1114.4304494632045,0.5466666666666666,0.5575980392156863
173,0.0,0.38333333333333336,0.013333333333333334,0.0,-1070.0828057528402,0.6033333333333334,0.5600490196078431
174,0.0,0.4766666666666667,0.06666666666666667,0.0,-1091.8808074056724,0.45666666666666667,0.5416666666666666
175,0.0,0.43666666666666665,0.14666666666666667,0.0,-1076.0420285144955,0.4166666666666667,0.5024509803921569
176,0.0,0.3466666666666667,0.006666666666666667,0.0,-1132.283352088185,0.6466666666666666,0.560049019607843
177,0.0,0.45,0.0,0.0,-1134.5838371727518,0.55,0.5600490196078431
178,0.0,0.4533333333333333,0.0033333333333333335,0.0,-1104.5580489301865,0.5433333333333333,0.5539215686274509
179,0.0,0.4166666666666667,0.0,0.0,-1091.484004049677,0.5833333333333334,0.553921568627451
180,0.0,0.44666666666666666,0.0033333333333333335,0.0,-1103.8139930767156,0.55,0.5625
181,0.0,0.37,0.013333333333333334,0.0,-1079.7650428227735,0.6166666666666667,0.5600490196078431
182,0.0,0.43333333333333335,0.0033333333333333335,0.0,-1096.6090171125886,0.5633333333333334,0.5563725490196078
183,0.0,0.4066666666666667,0.0,0.0,-1072.8980993653158,0.5933333333333334,0.5674019607843137
184,0.0,0.48,0.0033333333333333335,0.0,-1095.3249698070235,0.5166666666666667,0.5526960784313726
185,0.0,0.44,0.0033333333333333335,0.0,-1087.36233497954,0.5566666666666666,0.5477941176470589
186,0.0,0.38333333333333336,0.0033333333333333335,0.0,-1073.4813349631604,0.6133333333333333,0.5588235294117647
187,0.0,0.39666666666666667,0.0,0.0,-1058.667460250124,0.6033333333333334,0.5575980392156863
188,0.0,0.45666666666666667,0.03333333333333333,0.0,-1059.8878730362133,0.51,0.5294117647058824
189,0.0,0.49333333333333335,0.02,0.0,-1061.445360861247,0.4866666666666667,0.5318627450980392
190,0.0,0.45666666666666667,0.0033333333333333335,0.0,-1045.7812829032443,0.54,0.5367647058823529
191,0.0,0.54,0.016666666666666666,0.0,-1080.189801660475,0.44333333333333336,0.5257352941176471
192,0.0,0.4633333333333333,0.01,0.0,-1061.1255569222503,0.5266666666666666,0.5232843137254901
193,0.0,0.4533333333333333,0.0033333333333333335,0.0,-1048.0056018937307,0.5433333333333333,0.5159313725490196
194,0.0,0.44666666666666666,0.006666666666666667,0.0,-1038.6527349131973,0.5466666666666666,0.5171568627450981
195,0.0,0.5,0.01,0.0,-1046.326863859707,0.49,0.5183823529411765
196,0.0,0.44333333333333336,0.0033333333333333335,0.0,-1055.33673006279,0.5533333333333333,0.5232843137254901
197,0.0,0.4033333333333333,0.01,0.0,-1073.5496242701602,0.5866666666666667,0.5355392156862745
198,0.0,0.49,0.0033333333333333335,0.0,-1076.7712739483618,0.5066666666666667,0.5404411764705882
199,0.0,0.49,0.006666666666666667,0.0,-1062.6674808406733,0.5033333333333333,0.5306372549019607
200,0.0,0.42,0.01,0.0,-1046.403013504798,0.57,0.5367647058823529
201,0.0,0.52,0.0033333333333333335,0.0,-1042.6780403430394,0.4766666666666667,0.5220588235294118
202,0.0,0.44666666666666666,0.006666666666666667,0.0,-1046.9654002737461,0.5466666666666666,0.5196078431372548
203,0.0,0.46,0.01,0.0,-1045.0753421996656,0.53,0.5220588235294118
204,0.0,0.47333333333333333,0.006666666666666667,0.0,-1047.4485126781065,0.52,0.5453431372549019
205,0.0,0.46,0.0,0.0,-1046.216144319769,0.54,0.5355392156862745
206,0.0,0.5233333333333333,0.0,0.0,-1056.3739508167532,0.4766666666666667,0.5147058823529411
207,0.0,0.48333333333333334,0.03666666666666667,0.0,-1059.820782370478,0.48,0.5098039215686274
208,0.0,0.48333333333333334,0.056666666666666664,0.0,-1050.8733534066298,0.46,0.49387254901960775
209,0.0,0.5433333333333333,0.02666666666666667,0.0,-1045.1537566224354,0.43,0.5036764705882353
210,0.0,0.47,0.03333333333333333,0.0,-1035.5845973193038,0.49666666666666665,0.49264705882352944
211,0.0,0.45,0.02,0.0,-1048.1998624844514,0.53,0.5036764705882353
212,0.0,0.49666666666666665,0.04,0.0,-1049.706563451261,0.4633333333333333,0.508578431372549
213,0.0,0.41333333333333333,0.02666666666666667,0.0,-1048.7893546473467,0.56,0.5355392156862745
214,0.0,0.42,0.0,0.0,-1033.9733029731844,0.58,0.5514705882352942
215,0.0,0.41333333333333333,0.0,0.0,-1036.9543834020544,0.5866666666666667,0.5514705882352942
216,0.0,0.44,0.0033333333333333335,0.0,-1035.4559316234972,0.5566666666666666,0.5502450980392156
217,0.0,0.48,0.0033333333333333335,0.0,-1027.0923085160039,0.5166666666666667,0.5404411764705882
218,0.0,0.5133333333333333,0.0033333333333333335,0.0,-1042.726641145775,0.48333333333333334,0.5367647058823529
219,0.0,0.43666666666666665,0.006666666666666667,0.0,-1041.4779038427203,0.5566666666666666,0.5367647058823529
220,0.0,0.4266666666666667,0.006666666666666667,0.0,-1037.9514451781483,0.5666666666666667,0.5502450980392156
221,0.0,0.44333333333333336,0.0033333333333333335,0.0,-1040.5543171627598,0.5533333333333333,0.5637254901960783
222,0.0,0.43666666666666665,0.0,0.0,-1025.4258674096873,0.5633333333333334,0.5661764705882353
223,0.0,0.4866666666666667,0.01,0.0,-1017.8812657378446,0.5033333333333333,0.5563725490196078
224,0.0,0.4266666666666667,0.006666666666666667,0.0,-1021.5992897051821,0.5666666666666667,0.5588235294117647
225,0.0,0.4033333333333333,0.0,0.0,-1019.3915143094429,0.5966666666666667,0.5661764705882353
226,0.0,0.42333333333333334,0.0,0.0,-1014.5775672613685,0.5766666666666667,0.5661764705882353
227,0.0,0.42,0.0033333333333333335,0.0,-1023.4082525787342,0.5766666666666667,0.5612745098039216
228,0.0,0.4266666666666667,0.0033333333333333335,0.0,-1031.0970447158131,0.57,0.5563725490196079
229,0.0,0.4866666666666667,0.0033333333333333335,0.0,-1025.490744003123,0.51,0.5563725490196079
230,0.0,0.44666666666666666,0.05333333333333334,0.0,-1030.8245069970146,0.5,0.5404411764705882
231,0.0,0.5333333333333333,0.06333333333333334,0.0,-1051.0639135309252,0.4033333333333333,0.48039215686274506
232,0.0,0.48333333333333334,0.02,0.0,-1041.0259683710688,0.49666666666666665,0.5465686274509803
233,0.0,0.45666666666666667,0.006666666666666667,0.0,-1044.6444268824305,0.5366666666666666,0.5563725490196079
234,0.0,0.5233333333333333,0.013333333333333334,0.0,-1173.6292452359278,0.4633333333333333,0.5098039215686274
235,0.0,0.5066666666666667,0.03333333333333333,0.0,-1205.1693347759988,0.46,0.5
236,0.0,0.55,0.013333333333333334,0.0,-1188.8071306763268,0.43666666666666665,0.49509803921568635
237,0.0,0.49666666666666665,0.013333333333333334,0.0,-1262.1342754005173,0.49,0.5208333333333334
238,0.0,0.5133333333333333,0.013333333333333334,0.0,-1240.8231054417956,0.47333333333333333,0.5122549019607843
239,0.0,0.4633333333333333,0.006666666666666667,0.0,-1259.7029573044488,0.53,0.5098039215686274
240,0.0,0.43,0.006666666666666667,0.0,-1234.1981312756097,0.5633333333333334,0.5
241,0.0,0.49333333333333335,0.006666666666666667,0.0,-1220.7125196750708,0.5,0.5049019607843137
242,0.0,0.4866666666666667,0.056666666666666664,0.0,-1217.9074728549735,0.45666666666666667,0.48161764705882354
243,0.0,0.5233333333333333,0.0033333333333333335,0.0,-1289.0468431767672,0.47333333333333333,0.4889705882352941
244,0.0,0.49,0.01,0.0,-1240.2501122076221,0.5,0.49387254901960775
245,0.0,0.45666666666666667,0.0033333333333333335,0.0,-1244.1418356258646,0.54,0.5049019607843137
246,0.0,0.5066666666666667,0.01,0.0,-1180.8867183319253,0.48333333333333334,0.5355392156862745
247,0.0,0.43,0.02,0.0,-1124.7728916832414,0.55,0.5465686274509803
248,0.0,0.42333333333333334,0.0033333333333333335,0.0,-1110.795098513186,0.5733333333333334,0.5637254901960783
249,0.0,0.41333333333333333,0.0033333333333333335,0.0,-1101.5061817691785,0.5833333333333334,0.5735294117647058
250,0.0,0.44,0.0033333333333333335,0.0,-1112.9777904572743,0.5566666666666666,0.5637254901960783
251,0.0,0.4166666666666667,0.006666666666666667,0.0,-1097.533851009425,0.5766666666666667,0.553921568627451
252,0.0,0.45666666666666667,0.013333333333333334,0.0,-1126.01659409462,0.53,0.5453431372549019
253,0.0,0.42,0.13666666666666666,0.0,-1111.271264589654,0.44333333333333336,0.4877450980392157
254,0.0,0.4166666666666667,0.0033333333333333335,0.0,-1074.3302890227008,0.58,0.5416666666666666
255,0.0,0.42,0.03333333333333333,0.0,-1065.7216683831782,0.5466666666666666,0.5367647058823529
256,0.0,0.46,0.023333333333333334,0.0,-1053.3582587656638,0.5166666666666667,0.5453431372549019
257,0.0,0.43333333333333335,0.0033333333333333335,0.0,-1041.9820747565898,0.5633333333333334,0.5625
258,0.0,0.4633333333333333,0.0,0.0,-1047.8135156880776,0.5366666666666666,0.5612745098039216
259,0.0,0.4666666666666667,0.006666666666666667,0.0,-1068.0103140372323,0.5266666666666666,0.5551470588235294
260,0.0,0.44333333333333336,0.0,0.0,-1060.3461972259859,0.5566666666666666,0.5539215686274509
261,0.0,0.46,0.0,0.0,-1074.4559940036027,0.54,0.5575980392156863
262,0.0,0.42333333333333334,0.0033333333333333335,0.0,-1073.0796879495183,0.5733333333333334,0.5612745098039216
263,0.0,0.43333333333333335,0.02666666666666667,0.0,-1058.3111195634847,0.54,0.5588235294117647
264,0.0,0.43,0.013333333333333334,0.0,-1058.811091567089,0.5566666666666666,0.5551470588235294
265,0.0,0.41333333333333333,0.01,0.0,-1061.5175753536128,0.5766666666666667,0.5612745098039217
266,0.0,0.43333333333333335,0.0033333333333333335,0.0,-1042.6210663578643,0.5633333333333334,0.5625
267,0.0,0.43666666666666665,0.0,0.0,-1042.219469616422,0.5633333333333334,0.5514705882352942
268,0.0,0.45666666666666667,0.0033333333333333335,0.0,-1032.7179388858165,0.54,0.5539215686274509
269,0.0,0.4666666666666667,0.0,0.0,-1040.279301870085,0.5333333333333333,0.5514705882352942
270,0.0,0.39,0.006666666666666667,0.0,-1045.4755443911563,0.6033333333333334,0.5551470588235294
