GenGoal_frac_High rewards,Outer_Success,Outer_iter,GenGoal_frac_Low rewards,Outer_MeanRewards,GenGoal_frac_Performance Variation,GenGoal_frac_Other,GenGoal_frac_Good goals
0.4266666666666667,0.4877450980392157,23,0.56,-1145.969391307787,0.0,0.0,0.013333333333333334
0.44,0.46078431372549017,24,0.49,-1123.4799472183588,0.0,0.0,0.07
0.36,0.46691176470588236,25,0.56,-1093.336087101265,0.0,0.0,0.08
0.44,0.4656862745098039,26,0.5066666666666667,-1098.7379536402295,0.0,0.0,0.05333333333333334
0.45,0.4632352941176471,27,0.51,-1122.291808016551,0.0,0.0,0.04
0.49333333333333335,0.4632352941176471,28,0.49333333333333335,-1074.1829973310105,0.0,0.0,0.013333333333333334
0.49666666666666665,0.45588235294117646,29,0.4766666666666667,-1099.0637846336465,0.0,0.0,0.02666666666666667
0.4633333333333333,0.471813725490196,30,0.52,-1095.3742374619628,0.0,0.0,0.016666666666666666
0.38666666666666666,0.4583333333333333,31,0.5966666666666667,-1092.8815636996167,0.0,0.0,0.016666666666666666
0.44,0.4656862745098039,32,0.52,-1070.446656638736,0.0,0.0,0.04
0.37,0.4387254901960784,33,0.6,-1096.2363920626792,0.0,0.0,0.03
0.43333333333333335,0.43995098039215685,34,0.5266666666666666,-1112.4126741816015,0.0,0.0,0.04
0.39,0.454656862745098,35,0.57,-1102.1832305147564,0.0,0.0,0.04
0.44333333333333336,0.4571078431372549,36,0.5433333333333333,-1102.0396120685973,0.0,0.0,0.013333333333333334
0.45,0.454656862745098,37,0.5233333333333333,-1119.8511446937312,0.0,0.0,0.02666666666666667
0.4066666666666667,0.4558823529411764,38,0.53,-1121.0947427308063,0.0,0.0,0.06333333333333334
0.45666666666666667,0.4571078431372549,39,0.5233333333333333,-1129.5220540991688,0.0,0.0,0.02
0.44,0.454656862745098,40,0.52,-1127.9455944226447,0.0,0.0,0.04
0.4033333333333333,0.4362745098039215,41,0.5333333333333333,-1103.331421433781,0.0,0.0,0.06333333333333334
0.4,0.4227941176470588,42,0.52,-1113.3966548477497,0.0,0.0,0.08
0.4866666666666667,0.47058823529411764,43,0.5033333333333333,-1117.9132116677763,0.0,0.0,0.01
0.44,0.4754901960784313,44,0.51,-1108.943697602347,0.0,0.0,0.05
0.46,0.47058823529411764,45,0.51,-1105.7916436456892,0.0,0.0,0.03
0.44,0.4754901960784314,46,0.54,-1096.1747964844262,0.0,0.0,0.02
0.44333333333333336,0.48406862745098045,47,0.5466666666666666,-1099.7557219690623,0.0,0.0,0.01
0.4266666666666667,0.4656862745098039,48,0.51,-1105.190666144141,0.0,0.0,0.06333333333333334
0.4266666666666667,0.46936274509803916,49,0.5133333333333333,-1103.3167926358717,0.0,0.0,0.06
0.4666666666666667,0.4852941176470588,50,0.5266666666666666,-1103.1480262373673,0.0,0.0,0.006666666666666667
0.45,0.45343137254901966,51,0.5033333333333333,-1084.2207706870336,0.0,0.0,0.04666666666666667
0.5233333333333333,0.4767156862745098,52,0.4633333333333333,-1079.9032798998285,0.0,0.0,0.013333333333333334
0.45,0.47058823529411764,53,0.4866666666666667,-1087.8270767604686,0.0,0.0,0.06333333333333334
0.49333333333333335,0.4828431372549019,54,0.4633333333333333,-1083.8028855068915,0.0,0.0,0.043333333333333335
0.3233333333333333,0.41544117647058826,55,0.5533333333333333,-1115.2943662034256,0.0,0.0,0.12333333333333334
0.4633333333333333,0.48161764705882354,56,0.4766666666666667,-1095.6975794765492,0.0,0.0,0.06
0.48,0.4901960784313726,57,0.49,-1086.0913407513024,0.0,0.0,0.03
0.43666666666666665,0.48406862745098034,58,0.5066666666666667,-1106.1640512061263,0.0,0.0,0.056666666666666664
0.4866666666666667,0.4901960784313726,59,0.48333333333333334,-1112.8714438050235,0.0,0.0,0.03
0.5033333333333333,0.4987745098039215,60,0.47,-1097.917356552211,0.0,0.0,0.02666666666666667
0.47,0.5049019607843137,61,0.49,-1114.8716983401125,0.0,0.0,0.04
0.39666666666666667,0.4865196078431373,62,0.49333333333333335,-1151.7597212426501,0.0,0.0,0.11
0.4766666666666667,0.5024509803921569,63,0.48,-1094.7795434410814,0.0,0.0,0.043333333333333335
0.42333333333333334,0.5098039215686275,64,0.5433333333333333,-1126.3907017302163,0.0,0.0,0.03333333333333333
0.4866666666666667,0.5122549019607843,65,0.48333333333333334,-1102.4242362781397,0.0,0.0,0.03
0.44,0.4865196078431373,66,0.5,-1078.86800285682,0.0,0.0,0.06
0.5433333333333333,0.5159313725490196,67,0.4266666666666667,-1093.2396856445719,0.0,0.0,0.03
0.5233333333333333,0.49387254901960775,68,0.45,-1088.9672813907675,0.0,0.0,0.02666666666666667
0.4533333333333333,0.4889705882352941,69,0.5233333333333333,-1074.9939742539298,0.0,0.0,0.023333333333333334
0.4633333333333333,0.47794117647058826,70,0.45,-1069.9934721839513,0.0,0.0,0.08666666666666667
0.4266666666666667,0.482843137254902,71,0.48,-1076.4322797663463,0.0,0.0,0.09333333333333334
0.49,0.5012254901960783,72,0.44,-1063.1247595657694,0.0,0.0,0.07
0.5066666666666667,0.49509803921568624,73,0.4533333333333333,-1083.6581832095762,0.0,0.0,0.04
0.5233333333333333,0.4901960784313725,74,0.45,-1095.2933606335805,0.0,0.0,0.02666666666666667
0.47,0.4852941176470588,75,0.5,-1073.4592932331382,0.0,0.0,0.03
0.41333333333333333,0.4865196078431372,76,0.54,-1067.4816078083734,0.0,0.0,0.04666666666666667
0.4533333333333333,0.49264705882352944,77,0.5066666666666667,-1061.7713191063322,0.0,0.0,0.04
0.48333333333333334,0.4889705882352941,78,0.47333333333333333,-1069.6853767080283,0.0,0.0,0.043333333333333335
0.4066666666666667,0.4742647058823529,79,0.52,-1052.6612037165396,0.0,0.0,0.07333333333333333
0.43666666666666665,0.454656862745098,80,0.4866666666666667,-1057.8663617961224,0.0,0.0,0.07666666666666666
0.44333333333333336,0.44485294117647056,81,0.49333333333333335,-1064.356499827999,0.0,0.0,0.06333333333333334
0.41,0.45710784313725494,82,0.5433333333333333,-1067.019902146252,0.0,0.0,0.04666666666666667
0.4066666666666667,0.47794117647058826,83,0.5466666666666666,-1082.7438788494565,0.0,0.0,0.04666666666666667
0.43,0.4865196078431373,84,0.5133333333333333,-1098.354859645287,0.0,0.0,0.056666666666666664
0.4633333333333333,0.48774509803921573,85,0.5033333333333333,-1083.3997004915877,0.0,0.0,0.03333333333333333
0.4666666666666667,0.49387254901960775,86,0.49,-1070.7905303748357,0.0,0.0,0.043333333333333335
0.42,0.5159313725490196,87,0.53,-1066.0779520486642,0.0,0.0,0.05
0.52,0.5073529411764706,88,0.44,-1079.235663100704,0.0,0.0,0.04
0.37333333333333335,0.46691176470588236,89,0.49333333333333335,-1080.820580608126,0.0,0.0,0.13333333333333333
0.47333333333333333,0.4718137254901961,90,0.49,-1086.2462239790054,0.0,0.0,0.03666666666666667
0.4666666666666667,0.4730392156862746,91,0.44333333333333336,-1047.805171225901,0.0,0.0,0.09
0.4166666666666667,0.48161764705882354,92,0.5266666666666666,-1055.0202607977233,0.0,0.0,0.056666666666666664
0.4633333333333333,0.5134803921568628,93,0.5,-1043.335666585713,0.0,0.0,0.03666666666666667
0.53,0.5232843137254901,94,0.4533333333333333,-1052.974823973475,0.0,0.0,0.016666666666666666
0.4066666666666667,0.471813725490196,95,0.48333333333333334,-1070.5363371452443,0.0,0.0,0.11
0.3933333333333333,0.45343137254901966,96,0.5033333333333333,-1087.713049659689,0.0,0.0,0.10333333333333333
0.36333333333333334,0.45955882352941174,97,0.45,-1055.654297621541,0.0,0.0,0.18666666666666668
0.49666666666666665,0.4963235294117647,98,0.47,-1045.6909996191093,0.0,0.0,0.03333333333333333
0.45,0.48039215686274506,99,0.4533333333333333,-1054.5561014941522,0.0,0.0,0.09666666666666666
0.42333333333333334,0.4681372549019608,100,0.48333333333333334,-1072.396604224211,0.0,0.0,0.09333333333333334
0.4766666666666667,0.4987745098039215,101,0.5,-1088.033305948256,0.0,0.0,0.023333333333333334
0.42333333333333334,0.49387254901960775,102,0.5033333333333333,-1071.9091343125197,0.0,0.0,0.07333333333333333
0.47,0.49387254901960775,103,0.4866666666666667,-1109.2217273090307,0.0,0.0,0.043333333333333335
0.46,0.5036764705882353,104,0.5266666666666666,-1070.2656889221853,0.0,0.0,0.013333333333333334
0.48333333333333334,0.5245098039215685,105,0.5066666666666667,-1096.2181621532588,0.0,0.0,0.01
0.5166666666666667,0.5245098039215685,106,0.4766666666666667,-1145.3343187318567,0.0,0.0,0.006666666666666667
0.49333333333333335,0.5318627450980392,107,0.48333333333333334,-1123.1869394701148,0.0,0.0,0.023333333333333334
0.47,0.5208333333333333,108,0.49666666666666665,-1118.3281594004347,0.0,0.0,0.03333333333333333
0.5366666666666666,0.5318627450980392,109,0.4266666666666667,-1114.7326929456694,0.0,0.0,0.03666666666666667
0.5133333333333333,0.5036764705882353,110,0.47333333333333333,-1132.2498643380557,0.0,0.0,0.013333333333333334
0.49666666666666665,0.5171568627450981,111,0.47333333333333333,-1109.8587180988377,0.0,0.0,0.03
0.49,0.5232843137254901,112,0.48333333333333334,-1071.9289583329396,0.0,0.0,0.02666666666666667
0.5,0.5183823529411765,113,0.4533333333333333,-1096.9905565748466,0.0,0.0,0.04666666666666667
0.4866666666666667,0.49142156862745096,114,0.4633333333333333,-1088.0820921220566,0.0,0.0,0.05
0.4633333333333333,0.5024509803921569,115,0.45666666666666667,-1062.6013254978923,0.0,0.0,0.08
0.48333333333333334,0.4791666666666666,116,0.47333333333333333,-1042.8357411659586,0.0,0.0,0.043333333333333335
0.44333333333333336,0.4852941176470588,117,0.48,-1041.4445600865627,0.0,0.0,0.07666666666666666
0.45,0.5294117647058824,118,0.4666666666666667,-1028.063521557802,0.0,0.0,0.08333333333333333
0.45,0.49509803921568635,119,0.48,-1035.4045542292633,0.0,0.0,0.07
0.43,0.5,120,0.5033333333333333,-1031.8133741288996,0.0,0.0,0.06666666666666667
0.44666666666666666,0.49387254901960786,121,0.44333333333333336,-1029.0232115714655,0.0,0.0,0.11
0.4166666666666667,0.5,122,0.48333333333333334,-1026.3590029527352,0.0,0.0,0.1
0.46,0.49264705882352944,123,0.49666666666666665,-1010.6084208911972,0.0,0.0,0.043333333333333335
0.4866666666666667,0.5220588235294118,124,0.47333333333333333,-1026.2541018299394,0.0,0.0,0.04
0.5433333333333333,0.5208333333333333,125,0.41,-1040.677439008703,0.0,0.0,0.04666666666666667
0.5366666666666666,0.5318627450980392,126,0.4166666666666667,-1021.7755860920614,0.0,0.0,0.04666666666666667
0.48,0.5404411764705882,127,0.46,-1012.9728013291045,0.0,0.0,0.06
0.54,0.5294117647058824,128,0.4066666666666667,-1019.9482884784675,0.0,0.0,0.05333333333333334
0.5366666666666666,0.534313725490196,129,0.39666666666666667,-1036.68030568501,0.0,0.0,0.06666666666666667
0.44333333333333336,0.5196078431372548,130,0.47333333333333333,-1036.8454647144804,0.0,0.0,0.08333333333333333
0.41333333333333333,0.49877450980392163,131,0.4866666666666667,-1073.5191199122617,0.0,0.0,0.1
0.43666666666666665,0.5024509803921569,132,0.4666666666666667,-1051.4938662644145,0.0,0.0,0.09666666666666666
0.4033333333333333,0.49387254901960775,133,0.4533333333333333,-1042.3393907643513,0.0,0.0,0.14333333333333334
0.5066666666666667,0.5281862745098039,134,0.4633333333333333,-1038.7299907499414,0.0,0.0,0.03
0.49666666666666665,0.5159313725490196,135,0.43333333333333335,-1041.8632540999972,0.0,0.0,0.07
0.48,0.5404411764705882,136,0.45,-1066.0241082371504,0.0,0.0,0.07
0.44666666666666666,0.5232843137254902,137,0.3933333333333333,-1088.209393320147,0.0,0.0,0.16
0.36333333333333334,0.47794117647058826,138,0.49666666666666665,-1058.8793372825999,0.0,0.0,0.14
0.41333333333333333,0.508578431372549,139,0.5033333333333333,-1036.886695379261,0.0,0.0,0.08333333333333333
0.49666666666666665,0.5098039215686275,140,0.43333333333333335,-1027.508335057678,0.0,0.0,0.07
0.4266666666666667,0.4865196078431372,141,0.4766666666666667,-1045.7985084396453,0.0,0.0,0.09666666666666666
0.47333333333333333,0.4754901960784313,142,0.44,-1030.3405000043929,0.0,0.0,0.08666666666666667
0.4766666666666667,0.49142156862745096,143,0.44666666666666666,-1012.0857743746984,0.0,0.0,0.07666666666666666
0.5033333333333333,0.5073529411764706,144,0.43,-1020.7716425528226,0.0,0.0,0.06666666666666667
0.4666666666666667,0.5012254901960783,145,0.44,-1047.3629298495628,0.0,0.0,0.09333333333333334
0.4266666666666667,0.5098039215686274,146,0.5066666666666667,-1038.4271089185463,0.0,0.0,0.06666666666666667
0.5033333333333333,0.4901960784313725,147,0.44333333333333336,-1033.4036473802794,0.0,0.0,0.05333333333333334
0.4066666666666667,0.46078431372549017,148,0.5033333333333333,-1033.5598788028854,0.0,0.0,0.09
0.46,0.48039215686274506,149,0.48333333333333334,-1031.46347955757,0.0,0.0,0.056666666666666664
0.49666666666666665,0.5,150,0.4266666666666667,-1030.8655969351341,0.0,0.0,0.07666666666666666
0.49333333333333335,0.5024509803921569,151,0.44,-1030.6075878239067,0.0,0.0,0.06666666666666667
0.5166666666666667,0.4963235294117647,152,0.44,-1014.6704518831282,0.0,0.0,0.043333333333333335
0.43666666666666665,0.4865196078431372,153,0.5066666666666667,-1012.6631599438903,0.0,0.0,0.056666666666666664
0.45,0.49264705882352944,154,0.4666666666666667,-1009.1361002913992,0.0,0.0,0.08333333333333333
0.4633333333333333,0.49877450980392163,155,0.49,-1014.0157456406816,0.0,0.0,0.04666666666666667
0.52,0.49264705882352944,156,0.46,-1015.4091394432561,0.0,0.0,0.02
0.47,0.4742647058823529,157,0.45666666666666667,-1050.7129553712832,0.0,0.0,0.07333333333333333
0.4666666666666667,0.5036764705882353,158,0.51,-1056.121826906392,0.0,0.0,0.023333333333333334
0.5266666666666666,0.5159313725490196,159,0.44666666666666666,-1045.4197077266483,0.0,0.0,0.02666666666666667
0.51,0.5098039215686275,160,0.4533333333333333,-1029.611962467757,0.0,0.0,0.03666666666666667
0.4866666666666667,0.5085784313725491,161,0.4633333333333333,-1035.5225197284603,0.0,0.0,0.05
0.49333333333333335,0.5049019607843137,162,0.4633333333333333,-1064.4341625465402,0.0,0.0,0.043333333333333335
0.54,0.508578431372549,163,0.43666666666666665,-1064.5847351612751,0.0,0.0,0.023333333333333334
0.48,0.5036764705882353,164,0.48,-1053.587742373636,0.0,0.0,0.04
0.43666666666666665,0.49142156862745096,165,0.49666666666666665,-1054.5717805042757,0.0,0.0,0.06666666666666667
0.4866666666666667,0.4901960784313725,166,0.4766666666666667,-1058.9557172044986,0.0,0.0,0.03666666666666667
0.46,0.508578431372549,167,0.5,-1049.982505302293,0.0,0.0,0.04
0.5066666666666667,0.4987745098039215,168,0.47,-1052.9242529974779,0.0,0.0,0.023333333333333334
0.4633333333333333,0.4987745098039215,169,0.5066666666666667,-1100.0459227771653,0.0,0.0,0.03
0.5233333333333333,0.5220588235294118,170,0.44666666666666666,-1049.1786445425146,0.0,0.0,0.03
0.48333333333333334,0.508578431372549,171,0.49,-1087.2466752156988,0.0,0.0,0.02666666666666667
0.4766666666666667,0.5012254901960783,172,0.5,-1058.1461758905696,0.0,0.0,0.023333333333333334
0.47,0.49509803921568635,173,0.4866666666666667,-1051.6837689100198,0.0,0.0,0.043333333333333335
0.5233333333333333,0.4877450980392157,174,0.44666666666666666,-1063.197187237915,0.0,0.0,0.03
0.44333333333333336,0.49387254901960786,175,0.5333333333333333,-1059.4449147866835,0.0,0.0,0.023333333333333334
0.4866666666666667,0.49264705882352944,176,0.49,-1057.2830397840798,0.0,0.0,0.023333333333333334
0.5033333333333333,0.4987745098039215,177,0.47333333333333333,-1048.4865749039177,0.0,0.0,0.023333333333333334
0.43666666666666665,0.4681372549019608,178,0.5366666666666666,-1052.0723885800232,0.0,0.0,0.02666666666666667
0.46,0.4693627450980392,179,0.5166666666666667,-1031.8636241552372,0.0,0.0,0.023333333333333334
0.4266666666666667,0.4705882352941176,180,0.56,-1029.956770607057,0.0,0.0,0.013333333333333334
0.48333333333333334,0.46936274509803916,181,0.5,-1025.5111507289873,0.0,0.0,0.016666666666666666
0.47,0.47058823529411764,182,0.51,-1029.7439081706198,0.0,0.0,0.02
0.43666666666666665,0.47794117647058826,183,0.5466666666666666,-1022.7302460319115,0.0,0.0,0.016666666666666666
0.43,0.48406862745098034,184,0.5466666666666666,-1040.1957116432018,0.0,0.0,0.023333333333333334
0.4666666666666667,0.4889705882352941,185,0.5066666666666667,-1055.8204995265476,0.0,0.0,0.02666666666666667
0.48,0.4889705882352941,186,0.49666666666666665,-1027.4742194077976,0.0,0.0,0.023333333333333334
0.48,0.4865196078431372,187,0.5066666666666667,-1023.8408592884507,0.0,0.0,0.013333333333333334
0.5,0.4852941176470588,188,0.4866666666666667,-1030.1146474985926,0.0,0.0,0.013333333333333334
0.41333333333333333,0.5061274509803921,189,0.5566666666666666,-1043.1067199045715,0.0,0.0,0.03
0.4266666666666667,0.49387254901960775,190,0.5533333333333333,-1015.4170604754863,0.0,0.0,0.02
0.43666666666666665,0.49142156862745096,191,0.53,-1015.6968492224679,0.0,0.0,0.03333333333333333
0.5033333333333333,0.5306372549019608,192,0.4766666666666667,-1000.8003769825492,0.0,0.0,0.02
0.5466666666666666,0.5563725490196079,193,0.4066666666666667,-1003.4133676403638,0.0,0.0,0.04666666666666667
0.55,0.5674019607843137,194,0.39666666666666667,-1006.6087669502759,0.0,0.0,0.05333333333333334
0.6,0.5698529411764706,195,0.35333333333333333,-1013.7401101231345,0.0,0.0,0.04666666666666667
0.5033333333333333,0.5612745098039216,196,0.41,-1018.551127175451,0.0,0.0,0.08666666666666667
0.5333333333333333,0.5514705882352942,197,0.41,-1013.437152227146,0.0,0.0,0.056666666666666664
0.5066666666666667,0.5208333333333333,198,0.44333333333333336,-991.5904022026638,0.0,0.0,0.05
0.4866666666666667,0.49509803921568624,199,0.44,-1006.0338543158332,0.0,0.0,0.07333333333333333
0.5066666666666667,0.5465686274509804,200,0.45666666666666667,-988.3676532936615,0.0,0.0,0.03666666666666667
0.5433333333333333,0.5686274509803921,201,0.42333333333333334,-993.3978388128697,0.0,0.0,0.03333333333333333
0.52,0.5551470588235294,202,0.4033333333333333,-1002.4916216446843,0.0,0.0,0.07666666666666666
0.49666666666666665,0.5196078431372548,203,0.41333333333333333,-1008.2768418250502,0.0,0.0,0.09
0.5166666666666667,0.5343137254901961,204,0.44,-1008.5482058858958,0.0,0.0,0.043333333333333335
0.49666666666666665,0.5269607843137255,205,0.46,-1006.4586609818024,0.0,0.0,0.043333333333333335
0.48333333333333334,0.5318627450980392,206,0.44333333333333336,-1002.3574053250355,0.0,0.0,0.07333333333333333
0.5333333333333333,0.534313725490196,207,0.4066666666666667,-993.3393465255707,0.0,0.0,0.06
0.5366666666666666,0.5465686274509803,208,0.42,-999.457763244276,0.0,0.0,0.043333333333333335
0.5333333333333333,0.5465686274509803,209,0.44333333333333336,-991.1236065087604,0.0,0.0,0.023333333333333334
0.5033333333333333,0.5526960784313725,210,0.44666666666666666,-987.1685149167527,0.0,0.0,0.05
0.5466666666666666,0.5833333333333334,211,0.4033333333333333,-1020.1615016473779,0.0,0.0,0.05
0.53,0.5784313725490196,212,0.43666666666666665,-1019.0591287696974,0.0,0.0,0.03333333333333333
0.54,0.5833333333333334,213,0.44333333333333336,-1025.9550356898967,0.0,0.0,0.016666666666666666
0.5466666666666666,0.5674019607843137,214,0.41,-1016.4462917330185,0.0,0.0,0.043333333333333335
0.5166666666666667,0.5649509803921569,215,0.43,-1016.5602464733255,0.0,0.0,0.05333333333333334
0.5033333333333333,0.5649509803921569,216,0.48333333333333334,-1018.524310722926,0.0,0.0,0.013333333333333334
0.57,0.5821078431372548,217,0.38,-1022.0739748050956,0.0,0.0,0.05
0.5833333333333334,0.5588235294117647,218,0.36,-1021.6908299469304,0.0,0.0,0.056666666666666664
0.47,0.5588235294117647,219,0.4633333333333333,-1008.5869130203445,0.0,0.0,0.06666666666666667
0.47,0.5318627450980392,220,0.44666666666666666,-1034.5837390537095,0.0,0.0,0.08333333333333333
0.5266666666666666,0.5318627450980392,221,0.38666666666666666,-1013.7983500718879,0.0,0.0,0.08666666666666667
0.43333333333333335,0.5183823529411765,222,0.4766666666666667,-1015.0741059145073,0.0,0.0,0.09
0.5,0.5036764705882353,223,0.38333333333333336,-1012.0564366431983,0.0,0.0,0.11666666666666667
0.53,0.5392156862745098,224,0.38666666666666666,-1003.749958028365,0.0,0.0,0.08333333333333333
0.5333333333333333,0.5551470588235294,225,0.41333333333333333,-1006.6232868373738,0.0,0.0,0.05333333333333334
0.39666666666666667,0.5036764705882353,226,0.4633333333333333,-1032.8189334632898,0.0,0.0,0.14
0.3566666666666667,0.49142156862745096,227,0.49,-1028.7403310222198,0.0,0.0,0.15333333333333332
0.48333333333333334,0.545343137254902,228,0.4033333333333333,-1019.8277146014841,0.0,0.0,0.11333333333333333
0.6,0.5625,229,0.36333333333333334,-1009.9283350660345,0.0,0.0,0.03666666666666667
0.57,0.5428921568627451,230,0.38666666666666666,-1010.0457413109541,0.0,0.0,0.043333333333333335
0.4633333333333333,0.5453431372549019,231,0.41333333333333333,-1014.1240461922342,0.0,0.0,0.12333333333333334
0.49,0.5232843137254901,232,0.3933333333333333,-1015.0621767278043,0.0,0.0,0.11666666666666667
0.45666666666666667,0.5147058823529411,233,0.43666666666666665,-1027.8168396449337,0.0,0.0,0.10666666666666667
0.4533333333333333,0.5061274509803922,234,0.39666666666666667,-1034.6570086067136,0.0,0.0,0.15
0.47,0.5428921568627451,235,0.38333333333333336,-1027.1216165031324,0.0,0.0,0.14666666666666667
0.43666666666666665,0.502450980392157,236,0.42333333333333334,-1027.8167979731986,0.0,0.0,0.14
0.44,0.5061274509803921,237,0.43,-1008.1183419151273,0.0,0.0,0.13
0.4766666666666667,0.5,238,0.4166666666666667,-1005.5826722583731,0.0,0.0,0.10666666666666667
0.4066666666666667,0.4889705882352941,239,0.5166666666666667,-998.749712402484,0.0,0.0,0.07666666666666666
0.4766666666666667,0.5122549019607843,240,0.45666666666666667,-994.8002967641726,0.0,0.0,0.06666666666666667
0.48333333333333334,0.5110294117647058,241,0.4533333333333333,-994.0388219920363,0.0,0.0,0.06333333333333334
0.45,0.482843137254902,242,0.47333333333333333,-992.3948546942665,0.0,0.0,0.07666666666666666
0.47,0.49509803921568624,243,0.46,-988.8964062880195,0.0,0.0,0.07
0.43666666666666665,0.45833333333333337,244,0.5033333333333333,-1018.1039602516578,0.0,0.0,0.06
0.4066666666666667,0.4607843137254902,245,0.5533333333333333,-1018.5141836384321,0.0,0.0,0.04
0.45,0.4730392156862745,246,0.49,-1025.4724771937704,0.0,0.0,0.06
0.42333333333333334,0.49509803921568635,247,0.52,-1020.6032542050082,0.0,0.0,0.056666666666666664
0.5133333333333333,0.5061274509803922,248,0.44,-1003.0677843995754,0.0,0.0,0.04666666666666667
0.47333333333333333,0.517156862745098,249,0.48333333333333334,-993.3812660467096,0.0,0.0,0.043333333333333335
0.4633333333333333,0.5220588235294118,250,0.4866666666666667,-1000.5067951112246,0.0,0.0,0.05
0.5033333333333333,0.5465686274509803,251,0.43333333333333335,-995.8385478714526,0.0,0.0,0.06333333333333334
0.52,0.5281862745098039,252,0.4033333333333333,-1004.5481017850141,0.0,0.0,0.07666666666666666
0.5333333333333333,0.5490196078431372,253,0.41333333333333333,-994.9834649965468,0.0,0.0,0.05333333333333334
0.48,0.5294117647058824,254,0.44666666666666666,-990.1637231569749,0.0,0.0,0.07333333333333333
0.48,0.5330882352941176,255,0.44333333333333336,-997.1001819491593,0.0,0.0,0.07666666666666666
0.4766666666666667,0.5245098039215687,256,0.4766666666666667,-984.5526230554199,0.0,0.0,0.04666666666666667
0.49,0.5122549019607843,257,0.4533333333333333,-989.6669006420129,0.0,0.0,0.056666666666666664
0.5,0.5061274509803922,258,0.44,-991.225491605261,0.0,0.0,0.06
0.5033333333333333,0.5183823529411765,259,0.45,-992.0279225793274,0.0,0.0,0.04666666666666667
0.49,0.5208333333333334,260,0.4633333333333333,-989.301502520043,0.0,0.0,0.04666666666666667
0.44666666666666666,0.5134803921568627,261,0.49666666666666665,-998.0971138601477,0.0,0.0,0.056666666666666664
0.44333333333333336,0.5159313725490196,262,0.5233333333333333,-992.3106262235716,0.0,0.0,0.03333333333333333
0.5166666666666667,0.534313725490196,263,0.44666666666666666,-1001.5582563835701,0.0,0.0,0.03666666666666667
0.52,0.5379901960784313,264,0.44666666666666666,-1000.8210533904588,0.0,0.0,0.03333333333333333
0.49333333333333335,0.5294117647058824,265,0.49333333333333335,-1008.716219587025,0.0,0.0,0.013333333333333334
0.4766666666666667,0.5441176470588235,266,0.49666666666666665,-1034.2473379318167,0.0,0.0,0.02666666666666667
0.49,0.5281862745098039,267,0.4633333333333333,-1048.1316218085306,0.0,0.0,0.04666666666666667
0.48333333333333334,0.5220588235294118,268,0.4633333333333333,-1067.1882233834872,0.0,0.0,0.05333333333333334
0.5333333333333333,0.534313725490196,269,0.44333333333333336,-1030.3841908768081,0.0,0.0,0.023333333333333334
0.49,0.5245098039215685,270,0.44333333333333336,-1022.2384847164589,0.0,0.0,0.06666666666666667
0.43666666666666665,0.5134803921568628,271,0.45666666666666667,-1014.7451778004681,0.0,0.0,0.10666666666666667
