GenGoal_frac_Other,GenGoal_frac_Performance Variation,Outer_iter,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,GenGoal_frac_High rewards,Outer_MeanRewards,Outer_Success
0.0,0.0,270,0.08333333333333333,0.03666666666666667,0.88,0.8909313725490196,0.8909313725490196
0.0,0.0,271,0.09333333333333334,0.056666666666666664,0.85,0.857843137254902,0.857843137254902
0.0,0.0,272,0.07666666666666666,0.03,0.8933333333333333,0.8995098039215687,0.8995098039215687
0.0,0.0,273,0.07333333333333333,0.023333333333333334,0.9033333333333333,0.9056372549019607,0.9056372549019607
0.0,0.0,274,0.07,0.05333333333333334,0.8766666666666667,0.892156862745098,0.892156862745098
0.0,0.0,275,0.07666666666666666,0.03,0.8933333333333333,0.892156862745098,0.892156862745098
0.0,0.0,276,0.06666666666666667,0.04666666666666667,0.8866666666666667,0.8897058823529411,0.8897058823529411
0.0,0.0,277,0.08333333333333333,0.03333333333333333,0.8833333333333333,0.8786764705882353,0.8786764705882353
0.0,0.0,278,0.05333333333333334,0.02666666666666667,0.92,0.8884803921568627,0.8884803921568627
0.0,0.0,279,0.09333333333333334,0.02,0.8866666666666667,0.8909313725490196,0.8909313725490196
0.0,0.0,280,0.043333333333333335,0.056666666666666664,0.9,0.8921568627450981,0.8921568627450981
0.0,0.0,281,0.06333333333333334,0.07333333333333333,0.8633333333333333,0.8713235294117647,0.8713235294117647
0.0,0.0,282,0.06,0.06666666666666667,0.8733333333333333,0.8811274509803921,0.8811274509803921
0.0,0.0,283,0.05333333333333334,0.056666666666666664,0.89,0.8725490196078431,0.8725490196078431
0.0,0.0,284,0.06333333333333334,0.02,0.9166666666666666,0.9068627450980393,0.9068627450980393
0.0,0.0,285,0.08666666666666667,0.05333333333333334,0.86,0.8933823529411765,0.8933823529411765
0.0,0.0,286,0.09,0.013333333333333334,0.8966666666666666,0.8958333333333333,0.8958333333333333
0.0,0.0,287,0.10666666666666667,0.04,0.8533333333333334,0.8982843137254901,0.8982843137254901
0.0,0.0,288,0.09333333333333334,0.05333333333333334,0.8533333333333334,0.8884803921568627,0.8884803921568627
0.0,0.0,289,0.07,0.06666666666666667,0.8633333333333333,0.8958333333333334,0.8958333333333334
0.0,0.0,290,0.07,0.04,0.89,0.9313725490196078,0.9313725490196078
0.0,0.0,291,0.07,0.02666666666666667,0.9033333333333333,0.9362745098039216,0.9362745098039216
0.0,0.0,292,0.03666666666666667,0.006666666666666667,0.9566666666666667,0.928921568627451,0.928921568627451
0.0,0.0,293,0.043333333333333335,0.013333333333333334,0.9433333333333334,0.9240196078431372,0.9240196078431372
0.0,0.0,294,0.05,0.006666666666666667,0.9433333333333334,0.9252450980392156,0.9252450980392156
0.0,0.0,295,0.11,0.006666666666666667,0.8833333333333333,0.9325980392156863,0.9325980392156863
0.0,0.0,296,0.06,0.0033333333333333335,0.9366666666666666,0.9387254901960783,0.9387254901960783
0.0,0.0,297,0.056666666666666664,0.01,0.9333333333333333,0.9375,0.9375
0.0,0.0,298,0.03,0.0,0.97,0.9338235294117647,0.9338235294117647
0.0,0.0,299,0.06333333333333334,0.016666666666666666,0.92,0.9325980392156863,0.9325980392156863
0.0,0.0,300,0.03666666666666667,0.0033333333333333335,0.96,0.9240196078431373,0.9240196078431373
0.0,0.0,301,0.07,0.006666666666666667,0.9233333333333333,0.9252450980392156,0.9252450980392156
0.0,0.0,302,0.09,0.02666666666666667,0.8833333333333333,0.8872549019607843,0.8872549019607843
0.0,0.0,303,0.07,0.01,0.92,0.909313725490196,0.909313725490196
0.0,0.0,304,0.10333333333333333,0.006666666666666667,0.89,0.9117647058823529,0.9117647058823529
0.0,0.0,305,0.056666666666666664,0.006666666666666667,0.9366666666666666,0.9117647058823529,0.9117647058823529
0.0,0.0,306,0.043333333333333335,0.0033333333333333335,0.9533333333333334,0.9191176470588235,0.9191176470588235
0.0,0.0,307,0.06333333333333334,0.006666666666666667,0.93,0.9129901960784313,0.9129901960784313
0.0,0.0,308,0.056666666666666664,0.006666666666666667,0.9366666666666666,0.920343137254902,0.920343137254902
0.0,0.0,309,0.05333333333333334,0.013333333333333334,0.9333333333333333,0.9166666666666666,0.9166666666666666
0.0,0.0,310,0.04666666666666667,0.01,0.9433333333333334,0.9240196078431372,0.9240196078431372
0.0,0.0,311,0.05,0.0033333333333333335,0.9466666666666667,0.9264705882352942,0.9264705882352942
0.0,0.0,312,0.056666666666666664,0.01,0.9333333333333333,0.9203431372549019,0.9203431372549019
0.0,0.0,313,0.06,0.023333333333333334,0.9166666666666666,0.9191176470588235,0.9191176470588235
0.0,0.0,314,0.08333333333333333,0.006666666666666667,0.91,0.9178921568627452,0.9178921568627452
0.0,0.0,315,0.06666666666666667,0.02666666666666667,0.9066666666666666,0.920343137254902,0.920343137254902
0.0,0.0,316,0.05333333333333334,0.023333333333333334,0.9233333333333333,0.9215686274509804,0.9215686274509804
0.0,0.0,317,0.06333333333333334,0.02666666666666667,0.91,0.9117647058823529,0.9117647058823529
0.0,0.0,318,0.07,0.01,0.92,0.920343137254902,0.920343137254902
0.0,0.0,319,0.07,0.0033333333333333335,0.9266666666666666,0.9154411764705882,0.9154411764705882
0.0,0.0,320,0.07333333333333333,0.03,0.8966666666666666,0.9007352941176471,0.9007352941176471
0.0,0.0,321,0.09,0.043333333333333335,0.8666666666666667,0.8909313725490197,0.8909313725490197
0.0,0.0,322,0.07,0.016666666666666666,0.9133333333333333,0.8909313725490196,0.8909313725490196
0.0,0.0,323,0.07333333333333333,0.03333333333333333,0.8933333333333333,0.8958333333333334,0.8958333333333334
0.0,0.0,324,0.09333333333333334,0.01,0.8966666666666666,0.8786764705882353,0.8786764705882353
0.0,0.0,325,0.06666666666666667,0.03666666666666667,0.8966666666666666,0.8897058823529412,0.8897058823529412
0.0,0.0,326,0.11,0.013333333333333334,0.8766666666666667,0.875,0.875
0.0,0.0,327,0.12,0.01,0.87,0.8713235294117647,0.8713235294117647
0.0,0.0,328,0.08666666666666667,0.013333333333333334,0.9,0.8835784313725491,0.8835784313725491
0.0,0.0,329,0.09,0.016666666666666666,0.8933333333333333,0.883578431372549,0.883578431372549
0.0,0.0,330,0.05333333333333334,0.03,0.9166666666666666,0.9056372549019607,0.9056372549019607
0.0,0.0,331,0.06,0.02,0.92,0.9080882352941176,0.9080882352941176
0.0,0.0,332,0.06666666666666667,0.0,0.9333333333333333,0.9240196078431372,0.9240196078431372
0.0,0.0,333,0.06666666666666667,0.0,0.9333333333333333,0.9178921568627451,0.9178921568627451
0.0,0.0,334,0.07333333333333333,0.006666666666666667,0.92,0.9276960784313726,0.9276960784313726
0.0,0.0,335,0.05333333333333334,0.006666666666666667,0.94,0.9252450980392157,0.9252450980392157
0.0,0.0,336,0.04666666666666667,0.0,0.9533333333333334,0.9264705882352942,0.9264705882352942
0.0,0.0,337,0.02666666666666667,0.013333333333333334,0.96,0.9325980392156863,0.9325980392156863
0.0,0.0,338,0.05,0.02,0.93,0.9301470588235294,0.9301470588235294
0.0,0.0,339,0.043333333333333335,0.02666666666666667,0.93,0.9301470588235294,0.9301470588235294
0.0,0.0,340,0.03666666666666667,0.01,0.9533333333333334,0.9338235294117647,0.9338235294117647
0.0,0.0,341,0.03,0.02,0.95,0.9399509803921569,0.9399509803921569
0.0,0.0,342,0.03,0.0,0.97,0.939950980392157,0.939950980392157
0.0,0.0,343,0.02666666666666667,0.016666666666666666,0.9566666666666667,0.9411764705882353,0.9411764705882353
0.0,0.0,344,0.03666666666666667,0.02,0.9433333333333334,0.9424019607843137,0.9424019607843137
0.0,0.0,345,0.023333333333333334,0.006666666666666667,0.97,0.9424019607843137,0.9424019607843137
0.0,0.0,346,0.04666666666666667,0.013333333333333334,0.94,0.9485294117647058,0.9485294117647058
0.0,0.0,347,0.04,0.013333333333333334,0.9466666666666667,0.9399509803921569,0.9399509803921569
0.0,0.0,348,0.03,0.006666666666666667,0.9633333333333334,0.9497549019607845,0.9497549019607845
0.0,0.0,349,0.05,0.0033333333333333335,0.9466666666666667,0.9546568627450979,0.9546568627450979
0.0,0.0,350,0.05333333333333334,0.01,0.9366666666666666,0.9313725490196078,0.9313725490196078
0.0,0.0,351,0.016666666666666666,0.01,0.9733333333333334,0.9497549019607843,0.9497549019607843
0.0,0.0,352,0.02666666666666667,0.013333333333333334,0.96,0.9558823529411765,0.9558823529411765
0.0,0.0,353,0.01,0.01,0.98,0.9522058823529411,0.9522058823529411
0.0,0.0,354,0.016666666666666666,0.023333333333333334,0.96,0.9595588235294118,0.9595588235294118
0.0,0.0,355,0.006666666666666667,0.006666666666666667,0.9866666666666667,0.9644607843137254,0.9644607843137254
0.0,0.0,356,0.03666666666666667,0.0,0.9633333333333334,0.9620098039215685,0.9620098039215685
0.0,0.0,357,0.016666666666666666,0.0033333333333333335,0.98,0.9669117647058824,0.9669117647058824
0.0,0.0,358,0.016666666666666666,0.0,0.9833333333333333,0.9767156862745099,0.9767156862745099
0.0,0.0,359,0.01,0.0033333333333333335,0.9866666666666667,0.9767156862745097,0.9767156862745097
0.0,0.0,360,0.02666666666666667,0.023333333333333334,0.95,0.9424019607843137,0.9424019607843137
0.0,0.0,361,0.023333333333333334,0.023333333333333334,0.9533333333333334,0.9558823529411765,0.9558823529411765
0.0,0.0,362,0.043333333333333335,0.013333333333333334,0.9433333333333334,0.9558823529411765,0.9558823529411765
0.0,0.0,363,0.03333333333333333,0.01,0.9566666666666667,0.9632352941176471,0.9632352941176471
0.0,0.0,364,0.04666666666666667,0.0033333333333333335,0.95,0.9644607843137254,0.9644607843137254
0.0,0.0,365,0.03333333333333333,0.01,0.9566666666666667,0.9620098039215687,0.9620098039215687
0.0,0.0,366,0.02,0.0033333333333333335,0.9766666666666667,0.9620098039215685,0.9620098039215685
0.0,0.0,367,0.03333333333333333,0.0033333333333333335,0.9633333333333334,0.9558823529411765,0.9558823529411765
0.0,0.0,368,0.023333333333333334,0.02,0.9566666666666667,0.9497549019607843,0.9497549019607843
0.0,0.0,369,0.016666666666666666,0.0,0.9833333333333333,0.9669117647058824,0.9669117647058824
0.0,0.0,370,0.023333333333333334,0.006666666666666667,0.97,0.9607843137254901,0.9607843137254901
0.0,0.0,371,0.03666666666666667,0.0,0.9633333333333334,0.9583333333333334,0.9583333333333334
0.0,0.0,372,0.016666666666666666,0.013333333333333334,0.97,0.9681372549019607,0.9681372549019607
0.0,0.0,373,0.016666666666666666,0.013333333333333334,0.97,0.9730392156862746,0.9730392156862746
0.0,0.0,374,0.013333333333333334,0.0033333333333333335,0.9833333333333333,0.9718137254901962,0.9718137254901962
0.0,0.0,375,0.023333333333333334,0.0033333333333333335,0.9733333333333334,0.9730392156862744,0.9730392156862744
0.0,0.0,376,0.006666666666666667,0.006666666666666667,0.9866666666666667,0.9754901960784313,0.9754901960784313
0.0,0.0,377,0.006666666666666667,0.006666666666666667,0.9866666666666667,0.9816176470588235,0.9816176470588235
0.0,0.0,378,0.01,0.013333333333333334,0.9766666666666667,0.980392156862745,0.980392156862745
0.0,0.0,379,0.013333333333333334,0.006666666666666667,0.98,0.9742647058823529,0.9742647058823529
0.0,0.0,380,0.02,0.006666666666666667,0.9733333333333334,0.9791666666666669,0.9791666666666669
0.0,0.0,381,0.016666666666666666,0.0033333333333333335,0.98,0.9816176470588235,0.9816176470588235
0.0,0.0,382,0.03,0.01,0.96,0.9779411764705882,0.9779411764705882
0.0,0.0,383,0.01,0.02,0.97,0.9779411764705882,0.9779411764705882
0.0,0.0,384,0.02666666666666667,0.0033333333333333335,0.97,0.9693627450980393,0.9693627450980393
0.0,0.0,385,0.013333333333333334,0.02,0.9666666666666667,0.971813725490196,0.971813725490196
0.0,0.0,386,0.01,0.006666666666666667,0.9833333333333333,0.9620098039215685,0.9620098039215685
0.0,0.0,387,0.04,0.0033333333333333335,0.9566666666666667,0.9620098039215685,0.9620098039215685
0.0,0.0,388,0.05,0.01,0.94,0.9607843137254901,0.9607843137254901
0.0,0.0,389,0.03,0.0033333333333333335,0.9666666666666667,0.9620098039215685,0.9620098039215685
0.0,0.0,390,0.03666666666666667,0.006666666666666667,0.9566666666666667,0.9571078431372548,0.9571078431372548
0.0,0.0,391,0.03666666666666667,0.01,0.9533333333333334,0.9571078431372548,0.9571078431372548
0.0,0.0,392,0.016666666666666666,0.01,0.9733333333333334,0.9571078431372548,0.9571078431372548
0.0,0.0,393,0.023333333333333334,0.0,0.9766666666666667,0.9632352941176471,0.9632352941176471
0.0,0.0,394,0.02,0.01,0.97,0.9607843137254901,0.9607843137254901
0.0,0.0,395,0.02666666666666667,0.006666666666666667,0.9666666666666667,0.9632352941176471,0.9632352941176471
0.0,0.0,396,0.016666666666666666,0.006666666666666667,0.9766666666666667,0.9583333333333334,0.9583333333333334
0.0,0.0,397,0.043333333333333335,0.006666666666666667,0.95,0.9571078431372548,0.9571078431372548
0.0,0.0,398,0.03,0.006666666666666667,0.9633333333333334,0.9534313725490196,0.9534313725490196
0.0,0.0,399,0.03666666666666667,0.01,0.9533333333333334,0.9534313725490198,0.9534313725490198
