GenGoal_frac_High rewards,Outer_iter,Outer_Success,GenGoal_frac_Performance Variation,GenGoal_frac_Good goals,GenGoal_frac_Low rewards,GenGoal_frac_Other,Outer_MeanRewards
0.6766666666666666,70,0.6678921568627451,0.0,0.07,0.25333333333333335,0.0,0.6678921568627451
0.6,71,0.6286764705882353,0.0,0.06,0.34,0.0,0.6286764705882353
0.69,72,0.6813725490196078,0.0,0.02666666666666667,0.2833333333333333,0.0,0.6813725490196078
0.6733333333333333,73,0.6715686274509803,0.0,0.07333333333333333,0.25333333333333335,0.0,0.6715686274509803
0.6533333333333333,74,0.6911764705882353,0.0,0.06333333333333334,0.2833333333333333,0.0,0.6911764705882353
0.67,75,0.6985294117647058,0.0,0.04,0.29,0.0,0.6985294117647058
0.67,76,0.6948529411764706,0.0,0.03333333333333333,0.2966666666666667,0.0,0.6948529411764706
0.6633333333333333,77,0.6691176470588235,0.0,0.03,0.30666666666666664,0.0,0.6691176470588235
0.63,78,0.6727941176470589,0.0,0.056666666666666664,0.31333333333333335,0.0,0.6727941176470589
0.7433333333333333,79,0.7107843137254901,0.0,0.013333333333333334,0.24333333333333335,0.0,0.7107843137254901
0.6966666666666667,80,0.6948529411764706,0.0,0.02666666666666667,0.27666666666666667,0.0,0.6948529411764706
0.6666666666666666,81,0.6887254901960783,0.0,0.05,0.2833333333333333,0.0,0.6887254901960783
0.6266666666666667,82,0.6605392156862746,0.0,0.06,0.31333333333333335,0.0,0.6605392156862746
0.6266666666666667,83,0.6544117647058824,0.0,0.023333333333333334,0.35,0.0,0.6544117647058824
0.6566666666666666,84,0.6556372549019607,0.0,0.04,0.30333333333333334,0.0,0.6556372549019607
0.61,85,0.6139705882352942,0.0,0.05,0.34,0.0,0.6139705882352942
0.5766666666666667,86,0.6127450980392156,0.0,0.04666666666666667,0.37666666666666665,0.0,0.6127450980392156
0.61,87,0.6384803921568627,0.0,0.05,0.34,0.0,0.6384803921568627
0.62,88,0.6789215686274509,0.0,0.08666666666666667,0.29333333333333333,0.0,0.6789215686274509
0.5766666666666667,89,0.6176470588235294,0.0,0.08666666666666667,0.33666666666666667,0.0,0.6176470588235294
0.6333333333333333,90,0.6409313725490196,0.0,0.04666666666666667,0.32,0.0,0.6409313725490196
0.6866666666666666,91,0.6703431372549019,0.0,0.023333333333333334,0.29,0.0,0.6703431372549019
0.59,92,0.6507352941176471,0.0,0.06,0.35,0.0,0.6507352941176471
0.49,93,0.6384803921568627,0.0,0.17666666666666667,0.3333333333333333,0.0,0.6384803921568627
0.63,94,0.6495098039215687,0.0,0.07666666666666666,0.29333333333333333,0.0,0.6495098039215687
0.5,95,0.6176470588235294,0.0,0.14,0.36,0.0,0.6176470588235294
0.6233333333333333,96,0.6654411764705882,0.0,0.06666666666666667,0.31,0.0,0.6654411764705882
0.6966666666666667,97,0.6764705882352942,0.0,0.05,0.25333333333333335,0.0,0.6764705882352942
0.6566666666666666,98,0.6924019607843137,0.0,0.06,0.2833333333333333,0.0,0.6924019607843137
0.6933333333333334,99,0.6875,0.0,0.013333333333333334,0.29333333333333333,0.0,0.6875
0.6366666666666667,100,0.6801470588235294,0.0,0.06333333333333334,0.3,0.0,0.6801470588235294
0.66,101,0.6862745098039216,0.0,0.05,0.29,0.0,0.6862745098039216
0.66,102,0.6274509803921569,0.0,0.04666666666666667,0.29333333333333333,0.0,0.6274509803921569
0.6166666666666667,103,0.6924019607843137,0.0,0.06,0.3233333333333333,0.0,0.6924019607843137
0.6466666666666666,104,0.6789215686274509,0.0,0.03,0.3233333333333333,0.0,0.6789215686274509
0.6466666666666666,105,0.6727941176470589,0.0,0.07333333333333333,0.28,0.0,0.6727941176470589
0.6833333333333333,106,0.6838235294117647,0.0,0.03,0.2866666666666667,0.0,0.6838235294117647
0.6233333333333333,107,0.6727941176470589,0.0,0.03333333333333333,0.3433333333333333,0.0,0.6727941176470589
0.6933333333333334,108,0.7022058823529411,0.0,0.02,0.2866666666666667,0.0,0.7022058823529411
0.7066666666666667,109,0.6936274509803922,0.0,0.043333333333333335,0.25,0.0,0.6936274509803922
0.72,110,0.7009803921568627,0.0,0.03666666666666667,0.24333333333333335,0.0,0.7009803921568627
0.6866666666666666,111,0.6813725490196078,0.0,0.023333333333333334,0.29,0.0,0.6813725490196078
0.5766666666666667,112,0.6176470588235294,0.0,0.08,0.3433333333333333,0.0,0.6176470588235294
0.63,113,0.659313725490196,0.0,0.05333333333333334,0.31666666666666665,0.0,0.659313725490196
0.7,114,0.6936274509803921,0.0,0.013333333333333334,0.2866666666666667,0.0,0.6936274509803921
0.7466666666666667,115,0.6936274509803922,0.0,0.016666666666666666,0.23666666666666666,0.0,0.6936274509803922
0.6733333333333333,116,0.6936274509803921,0.0,0.03333333333333333,0.29333333333333333,0.0,0.6936274509803921
0.7166666666666667,117,0.6924019607843137,0.0,0.03333333333333333,0.25,0.0,0.6924019607843137
0.6733333333333333,118,0.670343137254902,0.0,0.056666666666666664,0.27,0.0,0.670343137254902
0.5966666666666667,119,0.6617647058823529,0.0,0.10666666666666667,0.2966666666666667,0.0,0.6617647058823529
0.6633333333333333,120,0.6825980392156863,0.0,0.043333333333333335,0.29333333333333333,0.0,0.6825980392156863
0.6166666666666667,121,0.6813725490196078,0.0,0.08333333333333333,0.3,0.0,0.6813725490196078
0.6766666666666666,122,0.6911764705882353,0.0,0.043333333333333335,0.28,0.0,0.6911764705882353
0.62,123,0.6691176470588235,0.0,0.10333333333333333,0.27666666666666667,0.0,0.6691176470588235
0.71,124,0.6813725490196079,0.0,0.013333333333333334,0.27666666666666667,0.0,0.6813725490196079
0.66,125,0.6727941176470589,0.0,0.03,0.31,0.0,0.6727941176470589
0.7266666666666667,126,0.6899509803921569,0.0,0.02,0.25333333333333335,0.0,0.6899509803921569
0.5966666666666667,127,0.6825980392156863,0.0,0.1,0.30333333333333334,0.0,0.6825980392156863
0.7,128,0.6875,0.0,0.05,0.25,0.0,0.6875
0.6833333333333333,129,0.6924019607843137,0.0,0.06333333333333334,0.25333333333333335,0.0,0.6924019607843137
0.63,130,0.6825980392156863,0.0,0.056666666666666664,0.31333333333333335,0.0,0.6825980392156863
0.65,131,0.6825980392156863,0.0,0.07333333333333333,0.27666666666666667,0.0,0.6825980392156863
0.65,132,0.685049019607843,0.0,0.023333333333333334,0.32666666666666666,0.0,0.685049019607843
0.63,133,0.6691176470588235,0.0,0.03333333333333333,0.33666666666666667,0.0,0.6691176470588235
0.6466666666666666,134,0.6470588235294118,0.0,0.05,0.30333333333333334,0.0,0.6470588235294118
0.7066666666666667,135,0.6960784313725491,0.0,0.03666666666666667,0.25666666666666665,0.0,0.6960784313725491
0.69,136,0.6924019607843137,0.0,0.04666666666666667,0.2633333333333333,0.0,0.6924019607843137
0.75,137,0.696078431372549,0.0,0.023333333333333334,0.22666666666666666,0.0,0.696078431372549
0.65,138,0.6752450980392157,0.0,0.03666666666666667,0.31333333333333335,0.0,0.6752450980392157
0.65,139,0.6740196078431372,0.0,0.04,0.31,0.0,0.6740196078431372
0.6766666666666666,140,0.6752450980392156,0.0,0.023333333333333334,0.3,0.0,0.6752450980392156
0.6366666666666667,141,0.6825980392156863,0.0,0.006666666666666667,0.3566666666666667,0.0,0.6825980392156863
0.6733333333333333,142,0.689950980392157,0.0,0.016666666666666666,0.31,0.0,0.689950980392157
0.74,143,0.7267156862745099,0.0,0.01,0.25,0.0,0.7267156862745099
0.7233333333333334,144,0.7083333333333333,0.0,0.023333333333333334,0.25333333333333335,0.0,0.7083333333333333
0.7033333333333334,145,0.7095588235294118,0.0,0.02666666666666667,0.27,0.0,0.7095588235294118
0.73,146,0.7267156862745098,0.0,0.023333333333333334,0.24666666666666667,0.0,0.7267156862745098
0.66,147,0.696078431372549,0.0,0.056666666666666664,0.2833333333333333,0.0,0.696078431372549
0.66,148,0.7095588235294118,0.0,0.10666666666666667,0.23333333333333334,0.0,0.7095588235294118
0.6866666666666666,149,0.704656862745098,0.0,0.08333333333333333,0.23,0.0,0.704656862745098
0.7166666666666667,150,0.6924019607843137,0.0,0.043333333333333335,0.24,0.0,0.6924019607843137
0.7566666666666667,151,0.7120098039215685,0.0,0.02666666666666667,0.21666666666666667,0.0,0.7120098039215685
0.7133333333333334,152,0.7120098039215687,0.0,0.07333333333333333,0.21333333333333335,0.0,0.7120098039215687
0.76,153,0.7426470588235294,0.0,0.023333333333333334,0.21666666666666667,0.0,0.7426470588235294
0.74,154,0.758578431372549,0.0,0.03333333333333333,0.22666666666666666,0.0,0.758578431372549
0.7833333333333333,155,0.7634803921568628,0.0,0.03,0.18666666666666668,0.0,0.7634803921568628
0.79,156,0.767156862745098,0.0,0.02666666666666667,0.18333333333333332,0.0,0.767156862745098
0.8066666666666666,157,0.7708333333333333,0.0,0.03333333333333333,0.16,0.0,0.7708333333333333
0.7933333333333333,158,0.7806372549019607,0.0,0.05333333333333334,0.15333333333333332,0.0,0.7806372549019607
0.8166666666666667,159,0.7879901960784315,0.0,0.03333333333333333,0.15,0.0,0.7879901960784315
0.8033333333333333,160,0.8002450980392156,0.0,0.04666666666666667,0.15,0.0,0.8002450980392156
0.8666666666666667,161,0.7941176470588235,0.0,0.02666666666666667,0.10666666666666667,0.0,0.7941176470588235
0.8566666666666667,162,0.8186274509803922,0.0,0.03666666666666667,0.10666666666666667,0.0,0.8186274509803922
0.8866666666666667,163,0.8063725490196079,0.0,0.023333333333333334,0.09,0.0,0.8063725490196079
0.84,164,0.8174019607843137,0.0,0.02666666666666667,0.13333333333333333,0.0,0.8174019607843137
0.84,165,0.8247549019607843,0.0,0.016666666666666666,0.14333333333333334,0.0,0.8247549019607843
0.86,166,0.8161764705882353,0.0,0.016666666666666666,0.12333333333333334,0.0,0.8161764705882353
0.82,167,0.840686274509804,0.0,0.05333333333333334,0.12666666666666668,0.0,0.840686274509804
0.88,168,0.8357843137254901,0.0,0.006666666666666667,0.11333333333333333,0.0,0.8357843137254901
0.79,169,0.7892156862745098,0.0,0.09333333333333334,0.11666666666666667,0.0,0.7892156862745098
0.7366666666666667,170,0.767156862745098,0.0,0.13,0.13333333333333333,0.0,0.767156862745098
0.8366666666666667,171,0.8382352941176471,0.0,0.013333333333333334,0.15,0.0,0.8382352941176471
0.88,172,0.8492647058823529,0.0,0.006666666666666667,0.11333333333333333,0.0,0.8492647058823529
0.88,173,0.846813725490196,0.0,0.01,0.11,0.0,0.846813725490196
0.8533333333333334,174,0.8541666666666666,0.0,0.01,0.13666666666666666,0.0,0.8541666666666666
0.85,175,0.8566176470588235,0.0,0.01,0.14,0.0,0.8566176470588235
0.8566666666666667,176,0.8480392156862745,0.0,0.02,0.12333333333333334,0.0,0.8480392156862745
0.8733333333333333,177,0.8419117647058824,0.0,0.02,0.10666666666666667,0.0,0.8419117647058824
0.83,178,0.8100490196078431,0.0,0.03333333333333333,0.13666666666666666,0.0,0.8100490196078431
0.9033333333333333,179,0.866421568627451,0.0,0.023333333333333334,0.07333333333333333,0.0,0.866421568627451
0.9066666666666666,180,0.8517156862745098,0.0,0.006666666666666667,0.08666666666666667,0.0,0.8517156862745098
0.89,181,0.8541666666666666,0.0,0.0033333333333333335,0.10666666666666667,0.0,0.8541666666666666
0.8666666666666667,182,0.8590686274509804,0.0,0.006666666666666667,0.12666666666666668,0.0,0.8590686274509804
0.8633333333333333,183,0.8517156862745099,0.0,0.02,0.11666666666666667,0.0,0.8517156862745099
0.81,184,0.8161764705882353,0.0,0.05333333333333334,0.13666666666666666,0.0,0.8161764705882353
0.8566666666666667,185,0.8370098039215687,0.0,0.023333333333333334,0.12,0.0,0.8370098039215687
0.9,186,0.8529411764705882,0.0,0.013333333333333334,0.08666666666666667,0.0,0.8529411764705882
0.8233333333333334,187,0.8063725490196078,0.0,0.06333333333333334,0.11333333333333333,0.0,0.8063725490196078
0.8833333333333333,188,0.8455882352941176,0.0,0.013333333333333334,0.10333333333333333,0.0,0.8455882352941176
0.8533333333333334,189,0.8394607843137254,0.0,0.03333333333333333,0.11333333333333333,0.0,0.8394607843137254
0.8466666666666667,190,0.846813725490196,0.0,0.02666666666666667,0.12666666666666668,0.0,0.846813725490196
0.7066666666666667,191,0.7916666666666666,0.0,0.11,0.18333333333333332,0.0,0.7916666666666666
0.9033333333333333,192,0.857843137254902,0.0,0.01,0.08666666666666667,0.0,0.857843137254902
0.88,193,0.8737745098039216,0.0,0.01,0.11,0.0,0.8737745098039216
0.8933333333333333,194,0.8688725490196079,0.0,0.01,0.09666666666666666,0.0,0.8688725490196079
0.8566666666666667,195,0.8553921568627451,0.0,0.03,0.11333333333333333,0.0,0.8553921568627451
0.87,196,0.8615196078431372,0.0,0.023333333333333334,0.10666666666666667,0.0,0.8615196078431372
0.8666666666666667,197,0.8566176470588235,0.0,0.04,0.09333333333333334,0.0,0.8566176470588235
0.8533333333333334,198,0.8578431372549019,0.0,0.02,0.12666666666666668,0.0,0.8578431372549019
0.8866666666666667,199,0.8627450980392157,0.0,0.013333333333333334,0.1,0.0,0.8627450980392157
0.83,200,0.8308823529411765,0.0,0.043333333333333335,0.12666666666666668,0.0,0.8308823529411765
0.8733333333333333,201,0.8578431372549019,0.0,0.023333333333333334,0.10333333333333333,0.0,0.8578431372549019
0.8666666666666667,202,0.8700980392156863,0.0,0.03333333333333333,0.1,0.0,0.8700980392156863
0.88,203,0.8762254901960783,0.0,0.0033333333333333335,0.11666666666666667,0.0,0.8762254901960783
0.86,204,0.875,0.0,0.01,0.13,0.0,0.875
0.9133333333333333,205,0.8688725490196079,0.0,0.02,0.06666666666666667,0.0,0.8688725490196079
0.9133333333333333,206,0.8786764705882353,0.0,0.01,0.07666666666666666,0.0,0.8786764705882353
0.9066666666666666,207,0.8737745098039216,0.0,0.016666666666666666,0.07666666666666666,0.0,0.8737745098039216
0.86,208,0.8443627450980392,0.0,0.043333333333333335,0.09666666666666666,0.0,0.8443627450980392
0.88,209,0.8688725490196078,0.0,0.04,0.08,0.0,0.8688725490196078
0.8633333333333333,210,0.8615196078431372,0.0,0.04666666666666667,0.09,0.0,0.8615196078431372
0.8966666666666666,211,0.8664215686274509,0.0,0.016666666666666666,0.08666666666666667,0.0,0.8664215686274509
0.8966666666666666,212,0.8713235294117647,0.0,0.02,0.08333333333333333,0.0,0.8713235294117647
0.87,213,0.8688725490196079,0.0,0.01,0.12,0.0,0.8688725490196079
0.9033333333333333,214,0.8762254901960784,0.0,0.013333333333333334,0.08333333333333333,0.0,0.8762254901960784
0.8033333333333333,215,0.8259803921568627,0.0,0.02666666666666667,0.17,0.0,0.8259803921568627
0.85,216,0.8480392156862746,0.0,0.01,0.14,0.0,0.8480392156862746
0.89,217,0.883578431372549,0.0,0.016666666666666666,0.09333333333333334,0.0,0.883578431372549
0.8466666666666667,218,0.872549019607843,0.0,0.02666666666666667,0.12666666666666668,0.0,0.872549019607843
0.8733333333333333,219,0.8590686274509804,0.0,0.02,0.10666666666666667,0.0,0.8590686274509804
0.8833333333333333,220,0.875,0.0,0.013333333333333334,0.10333333333333333,0.0,0.875
0.8866666666666667,221,0.872549019607843,0.0,0.013333333333333334,0.1,0.0,0.872549019607843
0.8933333333333333,222,0.8774509803921569,0.0,0.0033333333333333335,0.10333333333333333,0.0,0.8774509803921569
0.8433333333333334,223,0.866421568627451,0.0,0.016666666666666666,0.14,0.0,0.866421568627451
0.8866666666666667,224,0.875,0.0,0.02,0.09333333333333334,0.0,0.875
0.8566666666666667,225,0.8651960784313725,0.0,0.02666666666666667,0.11666666666666667,0.0,0.8651960784313725
0.8766666666666667,226,0.8713235294117647,0.0,0.013333333333333334,0.11,0.0,0.8713235294117647
0.8833333333333333,227,0.8676470588235294,0.0,0.02666666666666667,0.09,0.0,0.8676470588235294
0.87,228,0.8713235294117647,0.0,0.02666666666666667,0.10333333333333333,0.0,0.8713235294117647
0.8766666666666667,229,0.8823529411764706,0.0,0.013333333333333334,0.11,0.0,0.8823529411764706
0.8866666666666667,230,0.8823529411764706,0.0,0.02,0.09333333333333334,0.0,0.8823529411764706
0.88,231,0.8835784313725491,0.0,0.02,0.1,0.0,0.8835784313725491
0.8866666666666667,232,0.8811274509803922,0.0,0.023333333333333334,0.09,0.0,0.8811274509803922
0.9366666666666666,233,0.8995098039215685,0.0,0.023333333333333334,0.04,0.0,0.8995098039215685
0.92,234,0.8982843137254902,0.0,0.013333333333333334,0.06666666666666667,0.0,0.8982843137254902
0.9033333333333333,235,0.9019607843137255,0.0,0.04,0.056666666666666664,0.0,0.9019607843137255
0.9066666666666666,236,0.909313725490196,0.0,0.016666666666666666,0.07666666666666666,0.0,0.909313725490196
0.9133333333333333,237,0.9044117647058824,0.0,0.01,0.07666666666666666,0.0,0.9044117647058824
0.96,238,0.9154411764705882,0.0,0.0033333333333333335,0.03666666666666667,0.0,0.9154411764705882
0.9433333333333334,239,0.9166666666666666,0.0,0.01,0.04666666666666667,0.0,0.9166666666666666
0.9333333333333333,240,0.9142156862745099,0.0,0.013333333333333334,0.05333333333333334,0.0,0.9142156862745099
0.91,241,0.9056372549019608,0.0,0.016666666666666666,0.07333333333333333,0.0,0.9056372549019608
0.8966666666666666,242,0.9203431372549019,0.0,0.04,0.06333333333333334,0.0,0.9203431372549019
0.9533333333333334,243,0.9252450980392157,0.0,0.01,0.03666666666666667,0.0,0.9252450980392157
0.9166666666666666,244,0.9129901960784313,0.0,0.013333333333333334,0.07,0.0,0.9129901960784313
0.9266666666666666,245,0.9154411764705882,0.0,0.02666666666666667,0.04666666666666667,0.0,0.9154411764705882
0.95,246,0.909313725490196,0.0,0.01,0.04,0.0,0.909313725490196
0.93,247,0.9178921568627451,0.0,0.0,0.07,0.0,0.9178921568627451
0.92,248,0.9068627450980392,0.0,0.023333333333333334,0.056666666666666664,0.0,0.9068627450980392
0.9066666666666666,249,0.9178921568627452,0.0,0.03,0.06333333333333334,0.0,0.9178921568627452
0.9233333333333333,250,0.9154411764705882,0.0,0.01,0.06666666666666667,0.0,0.9154411764705882
0.9033333333333333,251,0.9129901960784315,0.0,0.023333333333333334,0.07333333333333333,0.0,0.9129901960784315
0.9166666666666666,252,0.9117647058823529,0.0,0.006666666666666667,0.07666666666666666,0.0,0.9117647058823529
0.9066666666666666,253,0.9117647058823529,0.0,0.01,0.08333333333333333,0.0,0.9117647058823529
0.9133333333333333,254,0.9044117647058824,0.0,0.013333333333333334,0.07333333333333333,0.0,0.9044117647058824
0.9433333333333334,255,0.9191176470588235,0.0,0.006666666666666667,0.05,0.0,0.9191176470588235
0.8833333333333333,256,0.8982843137254901,0.0,0.02666666666666667,0.09,0.0,0.8982843137254901
0.9233333333333333,257,0.9178921568627452,0.0,0.01,0.06666666666666667,0.0,0.9178921568627452
0.9466666666666667,258,0.9264705882352942,0.0,0.013333333333333334,0.04,0.0,0.9264705882352942
0.9133333333333333,259,0.9117647058823529,0.0,0.006666666666666667,0.08,0.0,0.9117647058823529
0.9166666666666666,260,0.9191176470588235,0.0,0.006666666666666667,0.07666666666666666,0.0,0.9191176470588235
0.9233333333333333,261,0.9203431372549019,0.0,0.01,0.06666666666666667,0.0,0.9203431372549019
0.8566666666666667,262,0.8946078431372548,0.0,0.01,0.13333333333333333,0.0,0.8946078431372548
0.9266666666666666,263,0.9252450980392157,0.0,0.016666666666666666,0.056666666666666664,0.0,0.9252450980392157
0.9033333333333333,264,0.9154411764705882,0.0,0.013333333333333334,0.08333333333333333,0.0,0.9154411764705882
0.83,265,0.8541666666666666,0.0,0.03666666666666667,0.13333333333333333,0.0,0.8541666666666666
0.9033333333333333,266,0.8921568627450979,0.0,0.023333333333333334,0.07333333333333333,0.0,0.8921568627450979
0.85,267,0.8872549019607843,0.0,0.02,0.13,0.0,0.8872549019607843
0.8666666666666667,268,0.883578431372549,0.0,0.04,0.09333333333333334,0.0,0.883578431372549
0.8733333333333333,269,0.8676470588235294,0.0,0.04,0.08666666666666667,0.0,0.8676470588235294
0.8833333333333333,270,0.8848039215686274,0.0,0.02,0.09666666666666666,0.0,0.8848039215686274
0.8533333333333334,271,0.8480392156862746,0.0,0.03,0.11666666666666667,0.0,0.8480392156862746
0.86,272,0.8406862745098039,0.0,0.03333333333333333,0.10666666666666667,0.0,0.8406862745098039
0.7933333333333333,273,0.8553921568627451,0.0,0.056666666666666664,0.15,0.0,0.8553921568627451
0.8333333333333334,274,0.875,0.0,0.06666666666666667,0.1,0.0,0.875
0.8133333333333334,275,0.8786764705882353,0.0,0.06333333333333334,0.12333333333333334,0.0,0.8786764705882353
0.87,276,0.877450980392157,0.0,0.05,0.08,0.0,0.877450980392157
0.8833333333333333,277,0.8848039215686275,0.0,0.043333333333333335,0.07333333333333333,0.0,0.8848039215686275
0.8766666666666667,278,0.8823529411764706,0.0,0.03333333333333333,0.09,0.0,0.8823529411764706
