OnStarts_MeanPathDistance,OnStarts_AvgInitGoalDistance,OnStarts_MinFinalGoalDistance,OnStarts_SuccessRate,OnStarts_FeasibilityRate,OnStarts_AvgFinalGoalDistance,OnStarts_AvgTotalRewardInner,OnStarts_AvgTotalRewardDist,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,GenGoal_frac_Other,GenGoal_frac_High rewards,Outer_Success,Outer_iter,Outer_MeanRewards
0.469379929145,0.585259965584,0.0403554509872,1.0,1.0,0.272671611862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400735294118,12,0.400735294118
0.496439113884,0.627725332708,0.0574656116921,1.0,1.0,0.272955049817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,13,0.395833333333
0.471904851628,0.591831107204,0.0595111957168,1.0,1.0,0.267482308433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,14,0.399509803922
0.45835160882,0.575840167207,0.0403469335329,1.0,1.0,0.258179365026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,15,0.398284313725
0.47604148956,0.599684584791,0.0298572847708,1.0,1.0,0.26510134201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.408088235294,16,0.408088235294
0.479473192287,0.604000833982,0.0437882598363,1.0,1.0,0.267365527459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406862745098,17,0.406862745098
0.492613295905,0.621694046185,0.0295649678566,1.0,1.0,0.27107097888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,18,0.405637254902
0.497697974308,0.627530119899,0.031594578126,1.0,1.0,0.2743654872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.390931372549,19,0.390931372549
0.506557250637,0.639497681554,0.0958832042119,1.0,1.0,0.278025455736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,20,0.395833333333
0.499010155075,0.62965968296,0.109492832971,1.0,1.0,0.273404296688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.378676470588,21,0.378676470588
0.503655954484,0.636799925,0.0739601801224,1.0,1.0,0.274235801601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,22,0.397058823529
0.49960225697,0.631252366125,0.0442414467972,1.0,1.0,0.272818740042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,23,0.393382352941
0.490438883768,0.616546798697,0.0116449052926,1.0,1.0,0.273530847427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414215686275,24,0.414215686275
0.499439519482,0.634065264609,0.0116745081123,1.0,1.0,0.268060961043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.408088235294,25,0.408088235294
0.509181753166,0.647422455993,0.0171569470652,1.0,1.0,0.270025148579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.408088235294,26,0.408088235294
0.537057512757,0.691491771168,0.0507857496392,1.0,1.0,0.269033064136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,27,0.405637254902
0.549221650847,0.709458608643,0.0614965908211,1.0,1.0,0.271973669938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,28,0.397058823529
0.536777154563,0.687824630568,0.0396345287284,1.0,1.0,0.276997113755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.359068627451,29,0.359068627451
0.523048582888,0.667213733183,0.0259313599783,1.0,1.0,0.275482825492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.345588235294,30,0.345588235294
0.538254006464,0.692474201758,0.0791494320648,1.0,1.0,0.274084665619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34068627451,31,0.34068627451
0.530545171286,0.679527385722,0.0581316280325,1.0,1.0,0.274020017124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.386029411765,32,0.386029411765
0.537686309087,0.686989274674,0.0698695373858,1.0,1.0,0.27873748951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.392156862745,33,0.392156862745
0.533371022689,0.683097233416,0.0355251491807,1.0,1.0,0.275669089989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.387254901961,34,0.387254901961
0.53120474087,0.680423772152,0.0149705011101,1.0,1.0,0.274988605049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.355392156863,35,0.355392156863
0.50908749945,0.64680516197,0.0166251836019,1.0,1.0,0.272179487575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.352941176471,36,0.352941176471
0.52279914875,0.668101107956,0.0516751039311,1.0,1.0,0.272028891002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.343137254902,37,0.343137254902
0.548896778839,0.707532083116,0.0716466896891,1.0,1.0,0.275428818057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338235294118,38,0.338235294118
0.551861873783,0.713683836241,0.103262741363,1.0,1.0,0.274169589607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.376225490196,39,0.376225490196
0.580052715109,0.755419848564,0.134876524732,1.0,1.0,0.278559723056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.328431372549,40,0.328431372549
0.591240166184,0.773692841504,0.122087015541,1.0,1.0,0.276517856625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.379901960784,41,0.379901960784
0.604079939645,0.793812895186,0.106127616839,1.0,1.0,0.277180835791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,42,0.395833333333
0.577747947354,0.754014380482,0.0835446438074,1.0,1.0,0.274496889638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406862745098,43,0.406862745098
0.604431765827,0.793799209456,0.103972232883,1.0,1.0,0.277762202168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,44,0.405637254902
0.587247090539,0.767221600039,0.0641447124724,1.0,1.0,0.276436130736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.410539215686,45,0.410539215686
0.587166726141,0.767527068944,0.156278263935,1.0,1.0,0.27671178498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406862745098,46,0.406862745098
0.578293931656,0.753155822961,0.0676648568082,1.0,1.0,0.276307831735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401960784314,47,0.401960784314
0.559055480855,0.719700871327,0.20173568223,1.0,1.0,0.280456525256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401960784314,48,0.401960784314
0.566096232247,0.731360296631,0.105798903879,1.0,1.0,0.277681710272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,49,0.398284313725
0.556281019404,0.717760637746,0.158425583724,1.0,1.0,0.274691880942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.408088235294,50,0.408088235294
0.561702089863,0.726868624051,0.0986696684145,1.0,1.0,0.273575213303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404411764706,51,0.404411764706
0.535835531729,0.685435558276,0.0817179107497,1.0,1.0,0.276271506551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.383578431373,52,0.383578431373
0.524607758537,0.670087762524,0.0388921650228,1.0,1.0,0.273509776157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,53,0.399509803922
0.559448148237,0.721358554427,0.123395502373,1.0,1.0,0.278228794974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.394607843137,54,0.394607843137
0.555778763634,0.717128928301,0.104999319665,1.0,1.0,0.275624698628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.339460784314,55,0.339460784314
0.528895702987,0.674617150661,0.127424071046,1.0,1.0,0.277809331201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.345588235294,56,0.345588235294
0.525582600227,0.669521744683,0.132114301189,1.0,1.0,0.277690964057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,57,0.405637254902
0.533564707496,0.681284838578,0.105371249396,1.0,1.0,0.278015428521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,58,0.397058823529
0.533682959992,0.681462081968,0.133003588553,1.0,1.0,0.278580918592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.377450980392,59,0.377450980392
0.529604479926,0.675270317857,0.128220223884,1.0,1.0,0.279549700622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400735294118,60,0.400735294118
0.534455123839,0.684065829094,0.0422511090048,1.0,1.0,0.276947904875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,61,0.405637254902
0.52553889374,0.670435337124,0.0356853297332,1.0,1.0,0.279294743303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,62,0.399509803922
0.514883862128,0.654135837189,0.0796970577342,1.0,1.0,0.277345134096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400735294118,63,0.400735294118
0.510254208977,0.647492131628,0.0644481924516,1.0,1.0,0.276391893359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404411764706,64,0.404411764706
0.514446201641,0.652586492713,0.0613293497166,1.0,1.0,0.276660196011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40318627451,65,0.40318627451
0.515096692106,0.655787354996,0.0225954792945,1.0,1.0,0.273670813767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,66,0.399509803922
0.524461796925,0.670452241264,0.0933451225224,1.0,1.0,0.273139256255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404411764706,67,0.404411764706
0.555373144069,0.71781905458,0.10343528474,1.0,1.0,0.273851602528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400735294118,68,0.400735294118
0.549579886756,0.705849443807,0.116447281334,1.0,1.0,0.277635449838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401960784314,69,0.401960784314
0.530155118186,0.675553735577,0.102397425435,1.0,1.0,0.277106405412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,70,0.397058823529
0.509969324242,0.644363178507,0.118957673827,1.0,1.0,0.275311227247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,71,0.393382352941
0.522527867568,0.664417600544,0.0276093482383,1.0,1.0,0.275716193516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.356617647059,72,0.356617647059
0.544312172578,0.702598306972,0.0373676837673,1.0,1.0,0.26552740719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.319852941176,73,0.319852941176
0.541674819752,0.700063205156,0.0327004872551,1.0,1.0,0.262121274446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34068627451,74,0.34068627451
0.52647281485,0.674223833508,0.0233556963414,1.0,1.0,0.265117588356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.359068627451,75,0.359068627451
0.498891086674,0.634264001261,0.0564211526966,1.0,1.0,0.260439403974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.362745098039,76,0.362745098039
0.505199823307,0.641879036424,0.0679625049574,1.0,1.0,0.266722269849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,77,0.375
0.510598177954,0.649036910213,0.0689636106717,1.0,1.0,0.268255258331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,78,0.397058823529
0.503872068273,0.639256846374,0.0797173975083,1.0,1.0,0.267642751375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,79,0.405637254902
0.477482711228,0.595949549363,0.0771392879299,1.0,1.0,0.27133741615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404411764706,80,0.404411764706
0.483494574588,0.604915895368,0.0815007834418,1.0,1.0,0.272687737845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401960784314,81,0.401960784314
0.484952054669,0.608407752293,0.0883655977228,1.0,1.0,0.271215858536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400735294118,82,0.400735294118
0.481902266814,0.604392913371,0.0435658661777,1.0,1.0,0.270850330731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,83,0.397058823529
0.492397905704,0.620899168448,0.0103700053265,1.0,1.0,0.270804509166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.384803921569,84,0.384803921569
0.502751816298,0.635749912577,0.0167514278082,1.0,1.0,0.272813033163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.377450980392,85,0.377450980392
0.49640634094,0.625770113282,0.0149443359171,1.0,1.0,0.273237046302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.348039215686,86,0.348039215686
0.478176863095,0.596134679898,0.0270952084402,1.0,1.0,0.275130648598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.303921568627,87,0.303921568627
0.470611979775,0.583957410176,0.0684961452702,1.0,1.0,0.276341172289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,88,0.397058823529
0.481398763176,0.602235574656,0.0793504877608,1.0,1.0,0.27356620664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,89,0.398284313725
0.498703152568,0.626786354946,0.118621932568,1.0,1.0,0.276082798176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,90,0.397058823529
0.500354898314,0.630093349184,0.142874927289,1.0,1.0,0.276691609355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,91,0.393382352941
0.491941615741,0.617401387721,0.116729539129,1.0,1.0,0.275996876357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,92,0.397058823529
0.468129923008,0.582837951237,0.0907145493999,1.0,1.0,0.271064838095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,93,0.398284313725
0.507858027494,0.642161752386,0.132097795887,1.0,1.0,0.277015501798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.394607843137,94,0.394607843137
0.533044740364,0.682235233286,0.098869853391,1.0,1.0,0.278590942761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,95,0.397058823529
0.524836643929,0.670932486074,0.0391094953256,1.0,1.0,0.275655643647,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,96,0.399509803922
0.529282468985,0.678456897762,0.0458879678259,1.0,1.0,0.274571315923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,97,0.397058823529
0.528256756825,0.674205232803,0.0221280351468,1.0,1.0,0.279003499899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,98,0.398284313725
0.507740835016,0.645043070744,0.0384094875446,1.0,1.0,0.273790956707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.387254901961,99,0.387254901961
0.529158283327,0.679644284392,0.0265728328402,1.0,1.0,0.271707003133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.392156862745,100,0.392156862745
0.555031351043,0.718171157179,0.062207451346,1.0,1.0,0.272444004798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.373774509804,101,0.373774509804
0.543850828164,0.698389596647,0.04657292934,1.0,1.0,0.274231508762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.372549019608,102,0.372549019608
0.538579209853,0.689901277581,0.109340146282,1.0,1.0,0.274941313973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.371323529412,103,0.371323529412
0.530247340857,0.675413960323,0.142756404138,1.0,1.0,0.278765704897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.373774509804,104,0.373774509804
0.54399260874,0.69656066641,0.075101594695,1.0,1.0,0.27881800533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.392156862745,105,0.392156862745
0.562859333375,0.725322748712,0.123932819226,1.0,1.0,0.278002484247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.390931372549,106,0.390931372549
0.550264305379,0.708899891698,0.0706113450637,1.0,1.0,0.27479270636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,107,0.397058823529
0.555165985921,0.717675664804,0.0961063836005,1.0,1.0,0.272960012213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,108,0.398284313725
0.554607915769,0.718292085407,0.0321759704253,1.0,1.0,0.269778430655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.390931372549,109,0.390931372549
0.57300092825,0.745403551216,0.0780446940978,1.0,1.0,0.272034885632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.404411764706,110,0.404411764706
0.572280385382,0.74142707054,0.0363441902616,1.0,1.0,0.27610286121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.389705882353,111,0.389705882353
0.588999033294,0.769818673632,0.106771889559,1.0,1.0,0.272314106323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,112,0.393382352941
0.615816595459,0.810691861368,0.113410042874,1.0,1.0,0.274432037329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,113,0.393382352941
0.567573185238,0.735235576597,0.0558898296164,1.0,1.0,0.273871485788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.389705882353,114,0.389705882353
0.581930438549,0.758804101775,0.0273134107805,1.0,1.0,0.269879962933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,115,0.399509803922
0.575044772585,0.746939499807,0.0443425112479,1.0,1.0,0.272746229702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,116,0.395833333333
0.562028706675,0.726034913015,0.0188469648237,1.0,1.0,0.275255551752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.392156862745,117,0.392156862745
0.606376469665,0.795956136594,0.111022967964,1.0,1.0,0.273920751082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.377450980392,118,0.377450980392
0.629113829905,0.831964496387,0.136050870912,1.0,1.0,0.270945348247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.386029411765,119,0.386029411765
0.628351517724,0.829869460804,0.115232854415,1.0,1.0,0.271958811997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.387254901961,120,0.387254901961
0.582712578861,0.76151903164,0.0339555659498,1.0,1.0,0.269699464265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,121,0.399509803922
0.610698987345,0.803653882571,0.0726799421408,1.0,1.0,0.270113187943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,122,0.393382352941
0.607531120106,0.799750748603,0.0897066176748,1.0,1.0,0.26980935678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.399509803922,123,0.399509803922
0.572738829211,0.745500607002,0.0252423255626,1.0,1.0,0.269753221572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.410539215686,124,0.410539215686
0.558058530521,0.719937345378,0.0178166063662,1.0,1.0,0.275242298205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,125,0.411764705882
0.529160856539,0.675291229187,0.118122291122,1.0,1.0,0.273465269015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,126,0.411764705882
0.516651886748,0.659289208138,0.0471636870721,1.0,1.0,0.270187571825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,127,0.411764705882
0.499579682063,0.635163085128,0.0570882533863,1.0,1.0,0.264290188203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,128,0.411764705882
0.506657593431,0.644343258046,0.0403365012275,1.0,1.0,0.269862085008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,129,0.411764705882
0.514262732849,0.654117891488,0.0185103986846,1.0,1.0,0.274707744503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,130,0.411764705882
0.517889848314,0.661679850765,0.0302772764171,1.0,1.0,0.270174264877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,131,0.411764705882
0.551016447288,0.710320833887,0.0361261782441,1.0,1.0,0.276375107262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,132,0.411764705882
0.550728517847,0.711069686109,0.111710924737,1.0,1.0,0.273446249993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,133,0.411764705882
0.560185071724,0.725370122084,0.140804712426,1.0,1.0,0.273885736859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,134,0.411764705882
0.554030302786,0.715223510506,0.114776905346,1.0,1.0,0.275013863246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,135,0.411764705882
0.559198926273,0.724515329194,0.0209421147076,1.0,1.0,0.273263083944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40318627451,136,0.40318627451
0.558253708023,0.722455843092,0.0484261293849,1.0,1.0,0.274372810896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,137,0.393382352941
0.546478618793,0.704884812332,0.0496418404969,1.0,1.0,0.273730277224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401960784314,138,0.401960784314
0.541286267689,0.69692109477,0.0472100324975,1.0,1.0,0.272574951388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.354166666667,139,0.354166666667
0.564355880003,0.731401762856,0.0865984420892,1.0,1.0,0.277802860175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.334558823529,140,0.334558823529
0.54984116681,0.709069872667,0.090485441283,1.0,1.0,0.276943986977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40318627451,141,0.40318627451
0.5331999662,0.68194365265,0.0588765781485,1.0,1.0,0.27783258419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,142,0.395833333333
0.536761492625,0.689441177022,0.0841848971657,1.0,1.0,0.276201669295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,143,0.393382352941
0.532930130129,0.68234641349,0.0807115877801,1.0,1.0,0.276898026806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.394607843137,144,0.394607843137
0.539166788411,0.692592379447,0.0255947575122,1.0,1.0,0.276765143947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40931372549,145,0.40931372549
0.515434298111,0.657469778484,0.0512415595569,1.0,1.0,0.272971347944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411764705882,146,0.411764705882
0.506873270344,0.643014972801,0.0522387068419,1.0,1.0,0.274483121474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.410539215686,147,0.410539215686
0.496111479374,0.628336172956,0.0655671589726,1.0,1.0,0.269636212837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,148,0.393382352941
0.497566932154,0.63000131221,0.0418754857633,1.0,1.0,0.270422352394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.394607843137,149,0.394607843137
0.486529665167,0.610708894179,0.0993095220251,1.0,1.0,0.274437852084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,150,0.393382352941
0.501818336949,0.634014845645,0.0322666910806,1.0,1.0,0.276532854206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.393382352941,151,0.393382352941
0.521285223422,0.668187346941,0.0777394162947,1.0,1.0,0.269664886745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.398284313725,152,0.398284313725
0.531802130732,0.684779800915,0.0709719558692,1.0,1.0,0.270319878681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395833333333,153,0.395833333333
0.543276029464,0.700779053207,0.0738743977961,1.0,1.0,0.273027560799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397058823529,154,0.397058823529
0.547181149169,0.705874877677,0.0770188313766,1.0,1.0,0.277075027561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.389705882353,155,0.389705882353
0.534205477196,0.684515050978,0.106478881411,1.0,1.0,0.279087562532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.405637254902,156,0.405637254902
0.557521010766,0.720400945175,0.137721261116,1.0,1.0,0.280497090951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.372549019608,157,0.372549019608
0.548447885364,0.709128752393,0.0726723892106,1.0,1.0,0.273962406824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.356617647059,158,0.356617647059
0.566453434151,0.736557078125,0.0977683744479,1.0,1.0,0.274854963552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.328431372549,159,0.328431372549
0.51434395976,0.657757507528,0.0672731645218,1.0,1.0,0.268453646225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.316176470588,160,0.316176470588
0.506987029661,0.648012874756,0.0119231803104,1.0,1.0,0.268318304778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,161,0.3125
0.518684698294,0.663781170672,0.0836863046965,1.0,1.0,0.271818419598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.307598039216,162,0.307598039216
0.546995831,0.705969739911,0.0793200040641,1.0,1.0,0.275373297955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.319852941176,163,0.319852941176
0.531694071451,0.68148129286,0.127830030872,1.0,1.0,0.277778774865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.316176470588,164,0.316176470588
0.539633877203,0.694073733325,0.115037379886,1.0,1.0,0.277235131263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.313725490196,165,0.313725490196
0.534647342035,0.688715374818,0.0164887310789,1.0,1.0,0.27605017154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.307598039216,166,0.307598039216
0.540249038479,0.696908751392,0.0439585729589,1.0,1.0,0.274036777981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30637254902,167,0.30637254902
