Outer_iter,Outer_MeanRewards,Outer_Success,GenGoal_frac_Good goals,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,GenGoal_frac_Other,GenGoal_frac_High rewards
281,0.9791666666666666,0.9791666666666666,0.006666666666666667,0.0,0.013333333333333334,0.0,0.98
282,0.9705882352941176,0.9705882352941176,0.0,0.0,0.016666666666666666,0.0,0.9833333333333333
283,0.9840686274509804,0.9840686274509804,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
284,0.9865196078431374,0.9865196078431374,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
285,0.9803921568627452,0.9803921568627452,0.006666666666666667,0.0,0.016666666666666666,0.0,0.9766666666666667
286,0.9816176470588235,0.9816176470588235,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
287,0.9852941176470589,0.9852941176470589,0.0,0.0,0.01,0.0,0.99
288,0.9816176470588235,0.9816176470588235,0.016666666666666666,0.0,0.016666666666666666,0.0,0.9666666666666667
289,0.980392156862745,0.980392156862745,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
290,0.9816176470588235,0.9816176470588235,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
291,0.9644607843137254,0.9644607843137254,0.013333333333333334,0.0,0.01,0.0,0.9766666666666667
292,0.9644607843137254,0.9644607843137254,0.01,0.0,0.016666666666666666,0.0,0.9733333333333334
293,0.971813725490196,0.971813725490196,0.006666666666666667,0.0,0.03,0.0,0.9633333333333334
294,0.9754901960784313,0.9754901960784313,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
295,0.9779411764705882,0.9779411764705882,0.0033333333333333335,0.0,0.023333333333333334,0.0,0.9733333333333334
296,0.9791666666666666,0.9791666666666666,0.0,0.0,0.03,0.0,0.97
297,0.9681372549019609,0.9681372549019609,0.0,0.0,0.02666666666666667,0.0,0.9733333333333334
298,0.9742647058823529,0.9742647058823529,0.006666666666666667,0.0,0.013333333333333334,0.0,0.98
299,0.9693627450980393,0.9693627450980393,0.01,0.0,0.023333333333333334,0.0,0.9666666666666667
300,0.971813725490196,0.971813725490196,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
301,0.9681372549019609,0.9681372549019609,0.01,0.0,0.016666666666666666,0.0,0.9733333333333334
302,0.965686274509804,0.965686274509804,0.006666666666666667,0.0,0.03333333333333333,0.0,0.96
303,0.9669117647058824,0.9669117647058824,0.01,0.0,0.023333333333333334,0.0,0.9666666666666667
304,0.9791666666666669,0.9791666666666669,0.01,0.0,0.02,0.0,0.97
305,0.9803921568627452,0.9803921568627452,0.006666666666666667,0.0,0.006666666666666667,0.0,0.9866666666666667
306,0.9730392156862744,0.9730392156862744,0.01,0.0,0.013333333333333334,0.0,0.9766666666666667
307,0.9705882352941176,0.9705882352941176,0.013333333333333334,0.0,0.01,0.0,0.9766666666666667
308,0.9571078431372548,0.9571078431372548,0.0,0.0,0.016666666666666666,0.0,0.9833333333333333
309,0.9571078431372548,0.9571078431372548,0.0,0.0,0.03,0.0,0.97
310,0.971813725490196,0.971813725490196,0.01,0.0,0.023333333333333334,0.0,0.9666666666666667
311,0.9754901960784313,0.9754901960784313,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.98
312,0.9693627450980391,0.9693627450980391,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
313,0.9705882352941176,0.9705882352941176,0.0033333333333333335,0.0,0.02,0.0,0.9766666666666667
314,0.9693627450980391,0.9693627450980391,0.01,0.0,0.03666666666666667,0.0,0.9533333333333334
315,0.971813725490196,0.971813725490196,0.0,0.0,0.03,0.0,0.97
316,0.9791666666666669,0.9791666666666669,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
317,0.9669117647058824,0.9669117647058824,0.013333333333333334,0.0,0.04,0.0,0.9466666666666667
318,0.9767156862745099,0.9767156862745099,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.98
319,0.957107843137255,0.957107843137255,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
320,0.9522058823529411,0.9522058823529411,0.02,0.0,0.04666666666666667,0.0,0.9333333333333333
321,0.9522058823529411,0.9522058823529411,0.006666666666666667,0.0,0.03,0.0,0.9633333333333334
322,0.9448529411764706,0.9448529411764706,0.02666666666666667,0.0,0.02666666666666667,0.0,0.9466666666666667
323,0.9534313725490198,0.9534313725490198,0.01,0.0,0.043333333333333335,0.0,0.9466666666666667
324,0.9607843137254901,0.9607843137254901,0.013333333333333334,0.0,0.03666666666666667,0.0,0.95
325,0.9534313725490196,0.9534313725490196,0.013333333333333334,0.0,0.05,0.0,0.9366666666666666
326,0.9473039215686275,0.9473039215686275,0.016666666666666666,0.0,0.05333333333333334,0.0,0.93
327,0.9473039215686275,0.9473039215686275,0.013333333333333334,0.0,0.023333333333333334,0.0,0.9633333333333334
328,0.9485294117647058,0.9485294117647058,0.02,0.0,0.03,0.0,0.95
329,0.9424019607843137,0.9424019607843137,0.01,0.0,0.02666666666666667,0.0,0.9633333333333334
330,0.943627450980392,0.943627450980392,0.0033333333333333335,0.0,0.03666666666666667,0.0,0.96
331,0.9485294117647058,0.9485294117647058,0.0033333333333333335,0.0,0.03,0.0,0.9666666666666667
332,0.9534313725490196,0.9534313725490196,0.013333333333333334,0.0,0.03666666666666667,0.0,0.95
333,0.9399509803921569,0.9399509803921569,0.01,0.0,0.03,0.0,0.96
334,0.9362745098039216,0.9362745098039216,0.02666666666666667,0.0,0.03,0.0,0.9433333333333334
335,0.9313725490196079,0.9313725490196079,0.01,0.0,0.043333333333333335,0.0,0.9466666666666667
336,0.9325980392156862,0.9325980392156862,0.01,0.0,0.04666666666666667,0.0,0.9433333333333334
337,0.9534313725490198,0.9534313725490198,0.006666666666666667,0.0,0.06666666666666667,0.0,0.9266666666666666
338,0.9509803921568626,0.9509803921568626,0.006666666666666667,0.0,0.02,0.0,0.9733333333333334
339,0.9534313725490196,0.9534313725490196,0.006666666666666667,0.0,0.02666666666666667,0.0,0.9666666666666667
340,0.9595588235294118,0.9595588235294118,0.0033333333333333335,0.0,0.013333333333333334,0.0,0.9833333333333333
341,0.9607843137254901,0.9607843137254901,0.0,0.0,0.03333333333333333,0.0,0.9666666666666667
342,0.9681372549019607,0.9681372549019607,0.0033333333333333335,0.0,0.02666666666666667,0.0,0.97
343,0.965686274509804,0.965686274509804,0.006666666666666667,0.0,0.04,0.0,0.9533333333333334
344,0.9656862745098038,0.9656862745098038,0.0,0.0,0.03666666666666667,0.0,0.9633333333333334
345,0.9595588235294118,0.9595588235294118,0.01,0.0,0.03666666666666667,0.0,0.9533333333333334
346,0.9644607843137254,0.9644607843137254,0.0033333333333333335,0.0,0.03333333333333333,0.0,0.9633333333333334
347,0.9632352941176471,0.9632352941176471,0.006666666666666667,0.0,0.02666666666666667,0.0,0.9666666666666667
348,0.9730392156862746,0.9730392156862746,0.013333333333333334,0.0,0.013333333333333334,0.0,0.9733333333333334
349,0.9620098039215687,0.9620098039215687,0.0033333333333333335,0.0,0.03,0.0,0.9666666666666667
350,0.9669117647058824,0.9669117647058824,0.013333333333333334,0.0,0.02666666666666667,0.0,0.96
351,0.9681372549019607,0.9681372549019607,0.0033333333333333335,0.0,0.03333333333333333,0.0,0.9633333333333334
352,0.9546568627450979,0.9546568627450979,0.006666666666666667,0.0,0.04,0.0,0.9533333333333334
353,0.9595588235294118,0.9595588235294118,0.0,0.0,0.04666666666666667,0.0,0.9533333333333334
354,0.9632352941176471,0.9632352941176471,0.01,0.0,0.023333333333333334,0.0,0.9666666666666667
355,0.971813725490196,0.971813725490196,0.0,0.0,0.023333333333333334,0.0,0.9766666666666667
356,0.9730392156862744,0.9730392156862744,0.016666666666666666,0.0,0.02,0.0,0.9633333333333334
357,0.971813725490196,0.971813725490196,0.013333333333333334,0.0,0.02666666666666667,0.0,0.96
358,0.9632352941176471,0.9632352941176471,0.01,0.0,0.02,0.0,0.97
359,0.971813725490196,0.971813725490196,0.013333333333333334,0.0,0.02,0.0,0.9666666666666667
360,0.9693627450980393,0.9693627450980393,0.0033333333333333335,0.0,0.02,0.0,0.9766666666666667
361,0.9779411764705882,0.9779411764705882,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
362,0.9705882352941176,0.9705882352941176,0.006666666666666667,0.0,0.023333333333333334,0.0,0.97
363,0.9742647058823529,0.9742647058823529,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
364,0.9877450980392157,0.9877450980392157,0.0,0.0,0.0,0.0,1.0
365,0.9877450980392157,0.9877450980392157,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
366,0.9877450980392155,0.9877450980392155,0.01,0.0,0.0,0.0,0.99
367,0.9865196078431372,0.9865196078431372,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
368,0.9975490196078433,0.9975490196078433,0.0,0.0,0.0,0.0,1.0
369,0.9938725490196078,0.9938725490196078,0.0,0.0,0.006666666666666667,0.0,0.9933333333333333
370,0.9963235294117647,0.9963235294117647,0.0,0.0,0.0,0.0,1.0
371,0.9963235294117647,0.9963235294117647,0.0,0.0,0.0,0.0,1.0
372,0.9963235294117647,0.9963235294117647,0.0,0.0,0.0,0.0,1.0
373,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
374,0.9926470588235294,0.9926470588235294,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
375,0.9926470588235294,0.9926470588235294,0.006666666666666667,0.0,0.006666666666666667,0.0,0.9866666666666667
376,0.991421568627451,0.991421568627451,0.0,0.0,0.01,0.0,0.99
377,0.9963235294117647,0.9963235294117647,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
378,0.9975490196078433,0.9975490196078433,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
379,0.993872549019608,0.993872549019608,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
380,0.9926470588235294,0.9926470588235294,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
381,0.9963235294117647,0.9963235294117647,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
382,0.9865196078431372,0.9865196078431372,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
383,0.9950980392156863,0.9950980392156863,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
384,0.9901960784313727,0.9901960784313727,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
385,0.9877450980392157,0.9877450980392157,0.0,0.0,0.0,0.0,1.0
386,0.9950980392156863,0.9950980392156863,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
387,0.9865196078431374,0.9865196078431374,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
388,0.9926470588235294,0.9926470588235294,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
389,0.9963235294117647,0.9963235294117647,0.0,0.0,0.0,0.0,1.0
390,0.997549019607843,0.997549019607843,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
391,1.0,1.0,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
392,0.997549019607843,0.997549019607843,0.0,0.0,0.0,0.0,1.0
393,0.9852941176470589,0.9852941176470589,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
394,0.9865196078431372,0.9865196078431372,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
395,0.9926470588235294,0.9926470588235294,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
396,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,0.0,1.0
397,0.9963235294117647,0.9963235294117647,0.0,0.0,0.0,0.0,1.0
398,0.9889705882352942,0.9889705882352942,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
399,0.9828431372549019,0.9828431372549019,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
