Outer_iter,Outer_MeanRewards,Outer_Success,GenGoal_frac_Good goals,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,GenGoal_frac_Other,GenGoal_frac_High rewards
34,0.6446078431372548,0.6446078431372548,0.07,0.0,0.26666666666666666,0.0,0.6633333333333333
35,0.625,0.625,0.09666666666666666,0.0,0.23666666666666666,0.0,0.6666666666666666
36,0.6629901960784315,0.6629901960784315,0.11666666666666667,0.0,0.18333333333333332,0.0,0.7
37,0.6887254901960783,0.6887254901960783,0.08333333333333333,0.0,0.10333333333333333,0.0,0.8133333333333334
38,0.7156862745098039,0.7156862745098039,0.043333333333333335,0.0,0.13666666666666666,0.0,0.82
39,0.7573529411764706,0.7573529411764706,0.043333333333333335,0.0,0.15333333333333332,0.0,0.8033333333333333
40,0.7977941176470589,0.7977941176470589,0.023333333333333334,0.0,0.13666666666666666,0.0,0.84
41,0.8088235294117647,0.8088235294117647,0.03666666666666667,0.0,0.16333333333333333,0.0,0.8
42,0.8186274509803921,0.8186274509803921,0.05333333333333334,0.0,0.15,0.0,0.7966666666666666
43,0.8321078431372549,0.8321078431372549,0.043333333333333335,0.0,0.09666666666666666,0.0,0.86
44,0.8492647058823529,0.8492647058823529,0.03666666666666667,0.0,0.09,0.0,0.8733333333333333
45,0.8553921568627451,0.8553921568627451,0.006666666666666667,0.0,0.11333333333333333,0.0,0.88
46,0.8541666666666667,0.8541666666666667,0.023333333333333334,0.0,0.12333333333333334,0.0,0.8533333333333334
47,0.8541666666666666,0.8541666666666666,0.016666666666666666,0.0,0.10666666666666667,0.0,0.8766666666666667
48,0.8357843137254901,0.8357843137254901,0.06,0.0,0.12666666666666668,0.0,0.8133333333333334
49,0.8688725490196079,0.8688725490196079,0.01,0.0,0.13333333333333333,0.0,0.8566666666666667
50,0.8357843137254902,0.8357843137254902,0.06,0.0,0.09666666666666666,0.0,0.8433333333333334
51,0.8541666666666667,0.8541666666666667,0.06333333333333334,0.0,0.09,0.0,0.8466666666666667
52,0.8651960784313726,0.8651960784313726,0.03,0.0,0.09,0.0,0.88
53,0.8676470588235294,0.8676470588235294,0.016666666666666666,0.0,0.12333333333333334,0.0,0.86
54,0.872549019607843,0.872549019607843,0.02666666666666667,0.0,0.09333333333333334,0.0,0.88
55,0.8762254901960783,0.8762254901960783,0.03333333333333333,0.0,0.1,0.0,0.8666666666666667
56,0.8933823529411765,0.8933823529411765,0.016666666666666666,0.0,0.09666666666666666,0.0,0.8866666666666667
57,0.8872549019607843,0.8872549019607843,0.0033333333333333335,0.0,0.13333333333333333,0.0,0.8633333333333333
58,0.8933823529411765,0.8933823529411765,0.013333333333333334,0.0,0.07,0.0,0.9166666666666666
59,0.8946078431372548,0.8946078431372548,0.02,0.0,0.08,0.0,0.9
60,0.892156862745098,0.892156862745098,0.02666666666666667,0.0,0.06666666666666667,0.0,0.9066666666666666
61,0.8884803921568628,0.8884803921568628,0.01,0.0,0.05333333333333334,0.0,0.9366666666666666
62,0.8799019607843137,0.8799019607843137,0.01,0.0,0.1,0.0,0.89
63,0.8872549019607845,0.8872549019607845,0.03,0.0,0.08333333333333333,0.0,0.8866666666666667
64,0.8970588235294119,0.8970588235294119,0.01,0.0,0.06666666666666667,0.0,0.9233333333333333
65,0.8982843137254902,0.8982843137254902,0.02,0.0,0.043333333333333335,0.0,0.9366666666666666
66,0.894607843137255,0.894607843137255,0.013333333333333334,0.0,0.06666666666666667,0.0,0.92
67,0.894607843137255,0.894607843137255,0.02,0.0,0.06666666666666667,0.0,0.9133333333333333
68,0.8982843137254902,0.8982843137254902,0.013333333333333334,0.0,0.08666666666666667,0.0,0.9
69,0.8982843137254901,0.8982843137254901,0.02,0.0,0.07666666666666666,0.0,0.9033333333333333
70,0.8946078431372548,0.8946078431372548,0.02,0.0,0.07666666666666666,0.0,0.9033333333333333
71,0.8995098039215685,0.8995098039215685,0.02666666666666667,0.0,0.06666666666666667,0.0,0.9066666666666666
72,0.8884803921568627,0.8884803921568627,0.03333333333333333,0.0,0.07333333333333333,0.0,0.8933333333333333
73,0.8995098039215685,0.8995098039215685,0.016666666666666666,0.0,0.043333333333333335,0.0,0.94
74,0.903186274509804,0.903186274509804,0.016666666666666666,0.0,0.056666666666666664,0.0,0.9266666666666666
75,0.8921568627450981,0.8921568627450981,0.023333333333333334,0.0,0.08,0.0,0.8966666666666666
76,0.8860294117647058,0.8860294117647058,0.016666666666666666,0.0,0.06666666666666667,0.0,0.9166666666666666
77,0.8786764705882353,0.8786764705882353,0.03,0.0,0.07,0.0,0.9
78,0.8921568627450981,0.8921568627450981,0.023333333333333334,0.0,0.08,0.0,0.8966666666666666
79,0.8933823529411766,0.8933823529411766,0.03666666666666667,0.0,0.06,0.0,0.9033333333333333
80,0.8909313725490196,0.8909313725490196,0.016666666666666666,0.0,0.056666666666666664,0.0,0.9266666666666666
81,0.8897058823529411,0.8897058823529411,0.03,0.0,0.03333333333333333,0.0,0.9366666666666666
82,0.8970588235294118,0.8970588235294118,0.02666666666666667,0.0,0.03,0.0,0.9433333333333334
83,0.903186274509804,0.903186274509804,0.04,0.0,0.04,0.0,0.92
84,0.9117647058823529,0.9117647058823529,0.02,0.0,0.016666666666666666,0.0,0.9633333333333334
85,0.9191176470588235,0.9191176470588235,0.02666666666666667,0.0,0.016666666666666666,0.0,0.9566666666666667
86,0.9240196078431372,0.9240196078431372,0.023333333333333334,0.0,0.03,0.0,0.9466666666666667
87,0.920343137254902,0.920343137254902,0.02,0.0,0.03666666666666667,0.0,0.9433333333333334
88,0.9191176470588235,0.9191176470588235,0.03333333333333333,0.0,0.016666666666666666,0.0,0.95
89,0.9227941176470589,0.9227941176470589,0.03,0.0,0.013333333333333334,0.0,0.9566666666666667
90,0.9142156862745098,0.9142156862745098,0.013333333333333334,0.0,0.016666666666666666,0.0,0.97
91,0.9166666666666667,0.9166666666666667,0.023333333333333334,0.0,0.03333333333333333,0.0,0.9433333333333334
92,0.9191176470588235,0.9191176470588235,0.02,0.0,0.04,0.0,0.94
93,0.9142156862745098,0.9142156862745098,0.03333333333333333,0.0,0.05333333333333334,0.0,0.9133333333333333
94,0.9129901960784315,0.9129901960784315,0.013333333333333334,0.0,0.04,0.0,0.9466666666666667
95,0.9056372549019608,0.9056372549019608,0.043333333333333335,0.0,0.03333333333333333,0.0,0.9233333333333333
96,0.9019607843137256,0.9019607843137256,0.05,0.0,0.05,0.0,0.9
97,0.9093137254901962,0.9093137254901962,0.06333333333333334,0.0,0.03333333333333333,0.0,0.9033333333333333
98,0.9019607843137254,0.9019607843137254,0.043333333333333335,0.0,0.06666666666666667,0.0,0.89
99,0.911764705882353,0.911764705882353,0.043333333333333335,0.0,0.04666666666666667,0.0,0.91
100,0.9142156862745099,0.9142156862745099,0.07,0.0,0.023333333333333334,0.0,0.9066666666666666
101,0.9080882352941176,0.9080882352941176,0.05,0.0,0.02,0.0,0.93
102,0.9178921568627451,0.9178921568627451,0.06,0.0,0.03,0.0,0.91
103,0.9203431372549019,0.9203431372549019,0.05333333333333334,0.0,0.013333333333333334,0.0,0.9333333333333333
104,0.9105392156862746,0.9105392156862746,0.03333333333333333,0.0,0.023333333333333334,0.0,0.9433333333333334
105,0.9227941176470589,0.9227941176470589,0.043333333333333335,0.0,0.0033333333333333335,0.0,0.9533333333333334
106,0.9264705882352942,0.9264705882352942,0.04,0.0,0.03,0.0,0.93
107,0.9264705882352942,0.9264705882352942,0.04,0.0,0.013333333333333334,0.0,0.9466666666666667
108,0.9350490196078431,0.9350490196078431,0.013333333333333334,0.0,0.02,0.0,0.9666666666666667
109,0.9583333333333334,0.9583333333333334,0.02,0.0,0.0,0.0,0.98
110,0.9571078431372548,0.9571078431372548,0.016666666666666666,0.0,0.01,0.0,0.9733333333333334
111,0.9534313725490198,0.9534313725490198,0.0033333333333333335,0.0,0.013333333333333334,0.0,0.9833333333333333
112,0.9473039215686275,0.9473039215686275,0.006666666666666667,0.0,0.03,0.0,0.9633333333333334
113,0.9325980392156863,0.9325980392156863,0.006666666666666667,0.0,0.04666666666666667,0.0,0.9466666666666667
114,0.9325980392156863,0.9325980392156863,0.02,0.0,0.03,0.0,0.95
115,0.8786764705882353,0.8786764705882353,0.023333333333333334,0.0,0.07333333333333333,0.0,0.9033333333333333
116,0.8933823529411765,0.8933823529411765,0.013333333333333334,0.0,0.07,0.0,0.9166666666666666
117,0.8933823529411765,0.8933823529411765,0.016666666666666666,0.0,0.07666666666666666,0.0,0.9066666666666666
118,0.8933823529411765,0.8933823529411765,0.02,0.0,0.08,0.0,0.9
119,0.8774509803921569,0.8774509803921569,0.02,0.0,0.09,0.0,0.89
120,0.8995098039215685,0.8995098039215685,0.006666666666666667,0.0,0.06666666666666667,0.0,0.9266666666666666
121,0.8933823529411765,0.8933823529411765,0.016666666666666666,0.0,0.08,0.0,0.9033333333333333
122,0.8884803921568627,0.8884803921568627,0.016666666666666666,0.0,0.08333333333333333,0.0,0.9
123,0.8958333333333334,0.8958333333333334,0.03666666666666667,0.0,0.06,0.0,0.9033333333333333
124,0.8884803921568628,0.8884803921568628,0.02,0.0,0.07666666666666666,0.0,0.9033333333333333
125,0.8884803921568628,0.8884803921568628,0.013333333333333334,0.0,0.09,0.0,0.8966666666666666
126,0.9007352941176471,0.9007352941176471,0.013333333333333334,0.0,0.06,0.0,0.9266666666666666
127,0.9301470588235293,0.9301470588235293,0.006666666666666667,0.0,0.043333333333333335,0.0,0.95
128,0.9473039215686275,0.9473039215686275,0.006666666666666667,0.0,0.03333333333333333,0.0,0.96
129,0.9497549019607843,0.9497549019607843,0.013333333333333334,0.0,0.043333333333333335,0.0,0.9433333333333334
130,0.9485294117647058,0.9485294117647058,0.013333333333333334,0.0,0.02,0.0,0.9666666666666667
131,0.9546568627450981,0.9546568627450981,0.01,0.0,0.03,0.0,0.96
132,0.9669117647058824,0.9669117647058824,0.01,0.0,0.013333333333333334,0.0,0.9766666666666667
133,0.9754901960784313,0.9754901960784313,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
134,0.9779411764705882,0.9779411764705882,0.0,0.0,0.0,0.0,1.0
135,0.9718137254901962,0.9718137254901962,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
136,0.9558823529411765,0.9558823529411765,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.98
137,0.939950980392157,0.939950980392157,0.02,0.0,0.013333333333333334,0.0,0.9666666666666667
138,0.9338235294117647,0.9338235294117647,0.02,0.0,0.03333333333333333,0.0,0.9466666666666667
139,0.9399509803921569,0.9399509803921569,0.02666666666666667,0.0,0.01,0.0,0.9633333333333334
140,0.9350490196078433,0.9350490196078433,0.04,0.0,0.02,0.0,0.94
141,0.9375,0.9375,0.01,0.0,0.02666666666666667,0.0,0.9633333333333334
142,0.9362745098039217,0.9362745098039217,0.0,0.0,0.02,0.0,0.98
143,0.9362745098039217,0.9362745098039217,0.006666666666666667,0.0,0.03,0.0,0.9633333333333334
144,0.9338235294117647,0.9338235294117647,0.013333333333333334,0.0,0.03333333333333333,0.0,0.9533333333333334
145,0.9338235294117647,0.9338235294117647,0.02,0.0,0.016666666666666666,0.0,0.9633333333333334
146,0.9424019607843137,0.9424019607843137,0.016666666666666666,0.0,0.03,0.0,0.9533333333333334
147,0.9436274509803922,0.9436274509803922,0.02,0.0,0.02,0.0,0.96
148,0.939950980392157,0.939950980392157,0.02,0.0,0.013333333333333334,0.0,0.9666666666666667
149,0.9448529411764706,0.9448529411764706,0.01,0.0,0.02,0.0,0.97
150,0.9558823529411765,0.9558823529411765,0.01,0.0,0.03,0.0,0.96
151,0.9497549019607845,0.9497549019607845,0.0,0.0,0.043333333333333335,0.0,0.9566666666666667
152,0.9534313725490198,0.9534313725490198,0.0033333333333333335,0.0,0.03,0.0,0.9666666666666667
153,0.9448529411764706,0.9448529411764706,0.0,0.0,0.05333333333333334,0.0,0.9466666666666667
154,0.9534313725490196,0.9534313725490196,0.016666666666666666,0.0,0.02666666666666667,0.0,0.9566666666666667
155,0.9448529411764706,0.9448529411764706,0.006666666666666667,0.0,0.03,0.0,0.9633333333333334
156,0.9448529411764706,0.9448529411764706,0.0,0.0,0.03666666666666667,0.0,0.9633333333333334
157,0.9583333333333334,0.9583333333333334,0.0,0.0,0.01,0.0,0.99
158,0.9632352941176471,0.9632352941176471,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
159,0.980392156862745,0.980392156862745,0.0,0.0,0.0,0.0,1.0
160,0.9620098039215687,0.9620098039215687,0.0,0.0,0.006666666666666667,0.0,0.9933333333333333
161,0.9754901960784315,0.9754901960784315,0.0,0.0,0.0,0.0,1.0
162,0.980392156862745,0.980392156862745,0.0,0.0,0.0,0.0,1.0
163,0.9840686274509802,0.9840686274509802,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
164,0.9754901960784313,0.9754901960784313,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
165,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,0.0,1.0
166,0.9901960784313725,0.9901960784313725,0.0,0.0,0.0,0.0,1.0
167,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,0.0,1.0
168,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,0.0,1.0
169,0.9816176470588235,0.9816176470588235,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
170,0.9803921568627452,0.9803921568627452,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
171,0.980392156862745,0.980392156862745,0.013333333333333334,0.0,0.0,0.0,0.9866666666666667
172,0.993872549019608,0.993872549019608,0.0,0.0,0.0,0.0,1.0
173,0.9926470588235294,0.9926470588235294,0.0,0.0,0.0,0.0,1.0
174,0.9779411764705882,0.9779411764705882,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.98
175,0.9718137254901962,0.9718137254901962,0.01,0.0,0.02,0.0,0.97
176,0.9754901960784313,0.9754901960784313,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
177,0.9669117647058824,0.9669117647058824,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
178,0.9816176470588235,0.9816176470588235,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
179,0.9742647058823529,0.9742647058823529,0.0,0.0,0.01,0.0,0.99
180,0.9754901960784313,0.9754901960784313,0.0,0.0,0.016666666666666666,0.0,0.9833333333333333
181,0.9767156862745099,0.9767156862745099,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
182,0.9607843137254901,0.9607843137254901,0.023333333333333334,0.0,0.0033333333333333335,0.0,0.9733333333333334
183,0.9669117647058824,0.9669117647058824,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
184,0.9865196078431374,0.9865196078431374,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
185,0.9828431372549019,0.9828431372549019,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
186,0.9754901960784315,0.9754901960784315,0.01,0.0,0.01,0.0,0.98
187,0.9742647058823529,0.9742647058823529,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
188,0.9889705882352942,0.9889705882352942,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.98
189,0.9865196078431372,0.9865196078431372,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
190,0.9803921568627452,0.9803921568627452,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
191,0.9901960784313727,0.9901960784313727,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
192,0.9473039215686273,0.9473039215686273,0.03666666666666667,0.0,0.023333333333333334,0.0,0.94
193,0.9901960784313725,0.9901960784313725,0.0,0.0,0.0,0.0,1.0
194,0.9754901960784313,0.9754901960784313,0.0,0.0,0.0,0.0,1.0
195,0.9730392156862744,0.9730392156862744,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
196,0.9607843137254901,0.9607843137254901,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
197,0.9681372549019607,0.9681372549019607,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
198,0.9632352941176471,0.9632352941176471,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
199,0.9620098039215687,0.9620098039215687,0.02666666666666667,0.0,0.013333333333333334,0.0,0.96
200,0.9595588235294118,0.9595588235294118,0.03,0.0,0.006666666666666667,0.0,0.9633333333333334
201,0.9644607843137254,0.9644607843137254,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
202,0.9705882352941176,0.9705882352941176,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
203,0.965686274509804,0.965686274509804,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
204,0.965686274509804,0.965686274509804,0.01,0.0,0.013333333333333334,0.0,0.9766666666666667
205,0.9693627450980393,0.9693627450980393,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
206,0.9656862745098038,0.9656862745098038,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
207,0.965686274509804,0.965686274509804,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
208,0.965686274509804,0.965686274509804,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
209,0.9620098039215687,0.9620098039215687,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
210,0.9656862745098038,0.9656862745098038,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
211,0.9669117647058824,0.9669117647058824,0.0,0.0,0.01,0.0,0.99
212,0.9607843137254901,0.9607843137254901,0.013333333333333334,0.0,0.006666666666666667,0.0,0.98
213,0.9546568627450981,0.9546568627450981,0.01,0.0,0.0,0.0,0.99
214,0.9607843137254901,0.9607843137254901,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
215,0.957107843137255,0.957107843137255,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
216,0.9509803921568628,0.9509803921568628,0.013333333333333334,0.0,0.01,0.0,0.9766666666666667
217,0.9558823529411765,0.9558823529411765,0.0033333333333333335,0.0,0.02,0.0,0.9766666666666667
218,0.9448529411764706,0.9448529411764706,0.016666666666666666,0.0,0.006666666666666667,0.0,0.9766666666666667
219,0.9509803921568628,0.9509803921568628,0.006666666666666667,0.0,0.013333333333333334,0.0,0.98
220,0.9632352941176471,0.9632352941176471,0.016666666666666666,0.0,0.0,0.0,0.9833333333333333
221,0.9583333333333334,0.9583333333333334,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
222,0.9460784313725492,0.9460784313725492,0.016666666666666666,0.0,0.016666666666666666,0.0,0.9666666666666667
223,0.9583333333333331,0.9583333333333331,0.02,0.0,0.0,0.0,0.98
224,0.943627450980392,0.943627450980392,0.023333333333333334,0.0,0.0,0.0,0.9766666666666667
225,0.9522058823529411,0.9522058823529411,0.02,0.0,0.006666666666666667,0.0,0.9733333333333334
226,0.9534313725490196,0.9534313725490196,0.016666666666666666,0.0,0.0,0.0,0.9833333333333333
227,0.9522058823529411,0.9522058823529411,0.03,0.0,0.0033333333333333335,0.0,0.9666666666666667
228,0.9620098039215685,0.9620098039215685,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
229,0.9644607843137254,0.9644607843137254,0.006666666666666667,0.0,0.0,0.0,0.9933333333333333
230,0.9705882352941176,0.9705882352941176,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
231,0.9681372549019609,0.9681372549019609,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
232,0.9767156862745097,0.9767156862745097,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
233,0.9595588235294118,0.9595588235294118,0.0,0.0,0.006666666666666667,0.0,0.9933333333333333
234,0.9644607843137256,0.9644607843137256,0.0033333333333333335,0.0,0.0,0.0,0.9966666666666667
235,0.9620098039215685,0.9620098039215685,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
236,0.9473039215686275,0.9473039215686275,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.98
237,0.9607843137254903,0.9607843137254903,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
238,0.9607843137254903,0.9607843137254903,0.016666666666666666,0.0,0.006666666666666667,0.0,0.9766666666666667
239,0.9595588235294118,0.9595588235294118,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
240,0.9693627450980393,0.9693627450980393,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
241,0.9656862745098038,0.9656862745098038,0.006666666666666667,0.0,0.006666666666666667,0.0,0.9866666666666667
242,0.9632352941176471,0.9632352941176471,0.01,0.0,0.006666666666666667,0.0,0.9833333333333333
243,0.9595588235294118,0.9595588235294118,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
244,0.9632352941176471,0.9632352941176471,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
245,0.9522058823529411,0.9522058823529411,0.013333333333333334,0.0,0.016666666666666666,0.0,0.97
246,0.957107843137255,0.957107843137255,0.016666666666666666,0.0,0.013333333333333334,0.0,0.97
247,0.9534313725490198,0.9534313725490198,0.013333333333333334,0.0,0.0033333333333333335,0.0,0.9833333333333333
248,0.9558823529411765,0.9558823529411765,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
249,0.9534313725490196,0.9534313725490196,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.98
250,0.9693627450980393,0.9693627450980393,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
251,0.9583333333333334,0.9583333333333334,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
252,0.9620098039215687,0.9620098039215687,0.0,0.0,0.03,0.0,0.97
253,0.9681372549019609,0.9681372549019609,0.006666666666666667,0.0,0.02,0.0,0.9733333333333334
254,0.9571078431372548,0.9571078431372548,0.0,0.0,0.016666666666666666,0.0,0.9833333333333333
255,0.9595588235294118,0.9595588235294118,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
256,0.9595588235294118,0.9595588235294118,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
257,0.9632352941176471,0.9632352941176471,0.006666666666666667,0.0,0.01,0.0,0.9833333333333333
258,0.9669117647058824,0.9669117647058824,0.01,0.0,0.0033333333333333335,0.0,0.9866666666666667
259,0.9632352941176471,0.9632352941176471,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.98
260,0.9693627450980393,0.9693627450980393,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.99
261,0.9644607843137256,0.9644607843137256,0.0,0.0,0.023333333333333334,0.0,0.9766666666666667
262,0.9718137254901962,0.9718137254901962,0.006666666666666667,0.0,0.013333333333333334,0.0,0.98
263,0.9693627450980391,0.9693627450980391,0.0,0.0,0.02666666666666667,0.0,0.9733333333333334
264,0.965686274509804,0.965686274509804,0.0033333333333333335,0.0,0.04,0.0,0.9566666666666667
265,0.9718137254901962,0.9718137254901962,0.006666666666666667,0.0,0.02,0.0,0.9733333333333334
266,0.9681372549019607,0.9681372549019607,0.01,0.0,0.02,0.0,0.97
267,0.9644607843137256,0.9644607843137256,0.0,0.0,0.02666666666666667,0.0,0.9733333333333334
268,0.9705882352941176,0.9705882352941176,0.006666666666666667,0.0,0.03666666666666667,0.0,0.9566666666666667
269,0.971813725490196,0.971813725490196,0.0,0.0,0.0,0.0,1.0
270,0.9852941176470589,0.9852941176470589,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.9933333333333333
271,0.980392156862745,0.980392156862745,0.01,0.0,0.01,0.0,0.98
272,0.9852941176470589,0.9852941176470589,0.0033333333333333335,0.0,0.02,0.0,0.9766666666666667
273,0.9901960784313727,0.9901960784313727,0.0033333333333333335,0.0,0.01,0.0,0.9866666666666667
274,0.9889705882352942,0.9889705882352942,0.006666666666666667,0.0,0.006666666666666667,0.0,0.9866666666666667
275,0.9791666666666666,0.9791666666666666,0.006666666666666667,0.0,0.02666666666666667,0.0,0.9666666666666667
276,0.9865196078431374,0.9865196078431374,0.0,0.0,0.006666666666666667,0.0,0.9933333333333333
277,0.9889705882352942,0.9889705882352942,0.0033333333333333335,0.0,0.013333333333333334,0.0,0.9833333333333333
278,0.9950980392156863,0.9950980392156863,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
279,0.9791666666666666,0.9791666666666666,0.006666666666666667,0.0,0.0033333333333333335,0.0,0.99
280,0.9877450980392155,0.9877450980392155,0.0,0.0,0.0033333333333333335,0.0,0.9966666666666667
