GenGoal_frac_Good goals,Outer_MeanRewards,GenGoal_frac_High rewards,GenGoal_frac_Other,Outer_iter,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,Outer_Success
0.06333333333333334,0.8272058823529411,0.8433333333333334,0.0,43,0.0,0.09333333333333334,0.8272058823529411
0.02,0.840686274509804,0.8866666666666667,0.0,44,0.0,0.09333333333333334,0.840686274509804
0.016666666666666666,0.8431372549019607,0.8466666666666667,0.0,45,0.0,0.13666666666666666,0.8431372549019607
0.02,0.8553921568627452,0.9033333333333333,0.0,46,0.0,0.07666666666666666,0.8553921568627452
0.03333333333333333,0.857843137254902,0.8433333333333334,0.0,47,0.0,0.12333333333333334,0.857843137254902
0.03666666666666667,0.8455882352941176,0.8833333333333333,0.0,48,0.0,0.08,0.8455882352941176
0.02,0.8345588235294118,0.8366666666666667,0.0,49,0.0,0.14333333333333334,0.8345588235294118
0.023333333333333334,0.8370098039215685,0.84,0.0,50,0.0,0.13666666666666666,0.8370098039215685
0.023333333333333334,0.8382352941176471,0.83,0.0,51,0.0,0.14666666666666667,0.8382352941176471
0.03333333333333333,0.8553921568627452,0.8766666666666667,0.0,52,0.0,0.09,0.8553921568627452
0.02666666666666667,0.8394607843137254,0.8633333333333333,0.0,53,0.0,0.11,0.8394607843137254
0.01,0.838235294117647,0.8633333333333333,0.0,54,0.0,0.12666666666666668,0.838235294117647
0.01,0.8394607843137255,0.8666666666666667,0.0,55,0.0,0.12333333333333334,0.8394607843137255
0.0033333333333333335,0.8419117647058824,0.8666666666666667,0.0,56,0.0,0.13,0.8419117647058824
0.016666666666666666,0.8431372549019609,0.85,0.0,57,0.0,0.13333333333333333,0.8431372549019609
0.02,0.8455882352941176,0.8566666666666667,0.0,58,0.0,0.12333333333333334,0.8455882352941176
0.013333333333333334,0.8468137254901961,0.85,0.0,59,0.0,0.13666666666666666,0.8468137254901961
0.0033333333333333335,0.8529411764705881,0.8333333333333334,0.0,60,0.0,0.16333333333333333,0.8529411764705881
0.016666666666666666,0.8553921568627452,0.86,0.0,61,0.0,0.12333333333333334,0.8553921568627452
0.006666666666666667,0.8602941176470589,0.85,0.0,62,0.0,0.14333333333333334,0.8602941176470589
0.016666666666666666,0.8602941176470589,0.8433333333333334,0.0,63,0.0,0.14,0.8602941176470589
0.013333333333333334,0.8602941176470589,0.8666666666666667,0.0,64,0.0,0.12,0.8602941176470589
0.023333333333333334,0.857843137254902,0.8533333333333334,0.0,65,0.0,0.12333333333333334,0.857843137254902
0.02,0.8529411764705882,0.8633333333333333,0.0,66,0.0,0.11666666666666667,0.8529411764705882
0.016666666666666666,0.8602941176470589,0.8666666666666667,0.0,67,0.0,0.11666666666666667,0.8602941176470589
0.0,0.8639705882352942,0.8766666666666667,0.0,68,0.0,0.12333333333333334,0.8639705882352942
0.02,0.8602941176470589,0.88,0.0,69,0.0,0.1,0.8602941176470589
0.016666666666666666,0.8541666666666666,0.85,0.0,70,0.0,0.13333333333333333,0.8541666666666666
0.01,0.8517156862745098,0.8466666666666667,0.0,71,0.0,0.14333333333333334,0.8517156862745098
0.0,0.8504901960784313,0.8833333333333333,0.0,72,0.0,0.11666666666666667,0.8504901960784313
0.013333333333333334,0.8553921568627451,0.8533333333333334,0.0,73,0.0,0.13333333333333333,0.8553921568627451
0.023333333333333334,0.8590686274509803,0.85,0.0,74,0.0,0.12666666666666668,0.8590686274509803
0.0033333333333333335,0.8529411764705882,0.85,0.0,75,0.0,0.14666666666666667,0.8529411764705882
0.0033333333333333335,0.8541666666666666,0.8633333333333333,0.0,76,0.0,0.13333333333333333,0.8541666666666666
0.006666666666666667,0.8566176470588235,0.8766666666666667,0.0,77,0.0,0.11666666666666667,0.8566176470588235
0.016666666666666666,0.8517156862745098,0.87,0.0,78,0.0,0.11333333333333333,0.8517156862745098
0.0033333333333333335,0.8541666666666666,0.8433333333333334,0.0,79,0.0,0.15333333333333332,0.8541666666666666
0.02,0.8529411764705882,0.83,0.0,80,0.0,0.15,0.8529411764705882
0.02666666666666667,0.8517156862745099,0.8733333333333333,0.0,81,0.0,0.1,0.8517156862745099
0.01,0.8517156862745099,0.82,0.0,82,0.0,0.17,0.8517156862745099
0.01,0.8431372549019607,0.85,0.0,83,0.0,0.14,0.8431372549019607
0.023333333333333334,0.8553921568627452,0.8666666666666667,0.0,84,0.0,0.11,0.8553921568627452
0.03,0.8504901960784315,0.8666666666666667,0.0,85,0.0,0.10333333333333333,0.8504901960784315
0.006666666666666667,0.8468137254901962,0.8433333333333334,0.0,86,0.0,0.15,0.8468137254901962
0.0033333333333333335,0.8480392156862746,0.8333333333333334,0.0,87,0.0,0.16333333333333333,0.8480392156862746
0.01,0.8394607843137254,0.8433333333333334,0.0,88,0.0,0.14666666666666667,0.8394607843137254
0.006666666666666667,0.8419117647058824,0.79,0.0,89,0.0,0.20333333333333334,0.8419117647058824
0.006666666666666667,0.8504901960784313,0.8333333333333334,0.0,90,0.0,0.16,0.8504901960784313
0.006666666666666667,0.8480392156862745,0.8666666666666667,0.0,91,0.0,0.12666666666666668,0.8480392156862745
0.013333333333333334,0.8455882352941176,0.8666666666666667,0.0,92,0.0,0.12,0.8455882352941176
0.01,0.8186274509803922,0.8166666666666667,0.0,93,0.0,0.17333333333333334,0.8186274509803922
0.0,0.8345588235294118,0.85,0.0,94,0.0,0.15,0.8345588235294118
0.01,0.8480392156862746,0.8466666666666667,0.0,95,0.0,0.14333333333333334,0.8480392156862746
0.01,0.8455882352941176,0.8366666666666667,0.0,96,0.0,0.15333333333333332,0.8455882352941176
0.006666666666666667,0.8296568627450981,0.8633333333333333,0.0,97,0.0,0.13,0.8296568627450981
0.0033333333333333335,0.8504901960784313,0.87,0.0,98,0.0,0.12666666666666668,0.8504901960784313
0.0033333333333333335,0.8504901960784315,0.8633333333333333,0.0,99,0.0,0.13333333333333333,0.8504901960784315
0.013333333333333334,0.8504901960784313,0.8366666666666667,0.0,100,0.0,0.15,0.8504901960784313
0.01,0.8517156862745098,0.83,0.0,101,0.0,0.16,0.8517156862745098
0.016666666666666666,0.8504901960784315,0.85,0.0,102,0.0,0.13333333333333333,0.8504901960784315
0.01,0.8480392156862746,0.8166666666666667,0.0,103,0.0,0.17333333333333334,0.8480392156862746
0.02,0.8504901960784313,0.8266666666666667,0.0,104,0.0,0.15333333333333332,0.8504901960784313
0.01,0.8443627450980393,0.8633333333333333,0.0,105,0.0,0.12666666666666668,0.8443627450980393
0.0033333333333333335,0.8492647058823529,0.8533333333333334,0.0,106,0.0,0.14333333333333334,0.8492647058823529
0.006666666666666667,0.8443627450980393,0.8866666666666667,0.0,107,0.0,0.10666666666666667,0.8443627450980393
0.0033333333333333335,0.8382352941176471,0.8666666666666667,0.0,108,0.0,0.13,0.8382352941176471
0.006666666666666667,0.8247549019607843,0.83,0.0,109,0.0,0.16333333333333333,0.8247549019607843
0.016666666666666666,0.8125,0.8133333333333334,0.0,110,0.0,0.17,0.8125
0.0,0.8370098039215687,0.8033333333333333,0.0,111,0.0,0.19666666666666666,0.8370098039215687
0.0033333333333333335,0.8333333333333334,0.84,0.0,112,0.0,0.15666666666666668,0.8333333333333334
0.006666666666666667,0.8308823529411765,0.86,0.0,113,0.0,0.13333333333333333,0.8308823529411765
0.0033333333333333335,0.8345588235294118,0.82,0.0,114,0.0,0.17666666666666667,0.8345588235294118
0.013333333333333334,0.8370098039215687,0.8166666666666667,0.0,115,0.0,0.17,0.8370098039215687
0.01,0.8419117647058824,0.8433333333333334,0.0,116,0.0,0.14666666666666667,0.8419117647058824
0.006666666666666667,0.8308823529411765,0.8333333333333334,0.0,117,0.0,0.16,0.8308823529411765
0.0033333333333333335,0.840686274509804,0.8366666666666667,0.0,118,0.0,0.16,0.840686274509804
0.0033333333333333335,0.8431372549019607,0.8333333333333334,0.0,119,0.0,0.16333333333333333,0.8431372549019607
0.006666666666666667,0.8394607843137254,0.8566666666666667,0.0,120,0.0,0.13666666666666666,0.8394607843137254
0.006666666666666667,0.8480392156862746,0.8566666666666667,0.0,121,0.0,0.13666666666666666,0.8480392156862746
0.02,0.8480392156862746,0.82,0.0,122,0.0,0.16,0.8480392156862746
0.0,0.8517156862745098,0.8466666666666667,0.0,123,0.0,0.15333333333333332,0.8517156862745098
0.02,0.8517156862745098,0.82,0.0,124,0.0,0.16,0.8517156862745098
0.0033333333333333335,0.8517156862745098,0.8233333333333334,0.0,125,0.0,0.17333333333333334,0.8517156862745098
0.013333333333333334,0.8541666666666667,0.8166666666666667,0.0,126,0.0,0.17,0.8541666666666667
0.0033333333333333335,0.8529411764705882,0.8633333333333333,0.0,127,0.0,0.13333333333333333,0.8529411764705882
0.006666666666666667,0.8566176470588235,0.8066666666666666,0.0,128,0.0,0.18666666666666668,0.8566176470588235
0.013333333333333334,0.8553921568627452,0.87,0.0,129,0.0,0.11666666666666667,0.8553921568627452
0.0033333333333333335,0.8529411764705882,0.8533333333333334,0.0,130,0.0,0.14333333333333334,0.8529411764705882
0.006666666666666667,0.8602941176470589,0.83,0.0,131,0.0,0.16333333333333333,0.8602941176470589
0.006666666666666667,0.8615196078431372,0.8933333333333333,0.0,132,0.0,0.1,0.8615196078431372
0.013333333333333334,0.8651960784313725,0.85,0.0,133,0.0,0.13666666666666666,0.8651960784313725
0.013333333333333334,0.8517156862745099,0.88,0.0,134,0.0,0.10666666666666667,0.8517156862745099
0.01,0.8541666666666666,0.88,0.0,135,0.0,0.11,0.8541666666666666
0.006666666666666667,0.8431372549019608,0.89,0.0,136,0.0,0.10333333333333333,0.8431372549019608
0.013333333333333334,0.8553921568627452,0.82,0.0,137,0.0,0.16666666666666666,0.8553921568627452
0.006666666666666667,0.8455882352941176,0.8566666666666667,0.0,138,0.0,0.13666666666666666,0.8455882352941176
0.006666666666666667,0.8566176470588235,0.88,0.0,139,0.0,0.11333333333333333,0.8566176470588235
0.006666666666666667,0.8529411764705882,0.9133333333333333,0.0,140,0.0,0.08,0.8529411764705882
0.01,0.8529411764705882,0.8533333333333334,0.0,141,0.0,0.13666666666666666,0.8529411764705882
0.01,0.8541666666666666,0.86,0.0,142,0.0,0.13,0.8541666666666666
0.0033333333333333335,0.8541666666666666,0.8666666666666667,0.0,143,0.0,0.13,0.8541666666666666
0.0033333333333333335,0.8541666666666666,0.8533333333333334,0.0,144,0.0,0.14333333333333334,0.8541666666666666
0.023333333333333334,0.8553921568627452,0.82,0.0,145,0.0,0.15666666666666668,0.8553921568627452
0.016666666666666666,0.8504901960784313,0.8566666666666667,0.0,146,0.0,0.12666666666666668,0.8504901960784313
0.006666666666666667,0.8517156862745098,0.8566666666666667,0.0,147,0.0,0.13666666666666666,0.8517156862745098
0.03333333333333333,0.8382352941176471,0.8566666666666667,0.0,148,0.0,0.11,0.8382352941176471
0.04,0.8296568627450981,0.84,0.0,149,0.0,0.12,0.8296568627450981
0.02,0.8455882352941176,0.8366666666666667,0.0,150,0.0,0.14333333333333334,0.8455882352941176
0.013333333333333334,0.8529411764705882,0.8666666666666667,0.0,151,0.0,0.12,0.8529411764705882
0.006666666666666667,0.8382352941176471,0.8366666666666667,0.0,152,0.0,0.15666666666666668,0.8382352941176471
0.0033333333333333335,0.846813725490196,0.8766666666666667,0.0,153,0.0,0.12,0.846813725490196
0.0033333333333333335,0.8492647058823529,0.8833333333333333,0.0,154,0.0,0.11333333333333333,0.8492647058823529
0.006666666666666667,0.8553921568627452,0.8366666666666667,0.0,155,0.0,0.15666666666666668,0.8553921568627452
0.0033333333333333335,0.8541666666666666,0.8266666666666667,0.0,156,0.0,0.17,0.8541666666666666
0.0033333333333333335,0.8602941176470589,0.85,0.0,157,0.0,0.14666666666666667,0.8602941176470589
0.0033333333333333335,0.8627450980392157,0.8533333333333334,0.0,158,0.0,0.14333333333333334,0.8627450980392157
0.02,0.8615196078431372,0.84,0.0,159,0.0,0.14,0.8615196078431372
0.04,0.8223039215686274,0.8333333333333334,0.0,160,0.0,0.12666666666666668,0.8223039215686274
0.023333333333333334,0.821078431372549,0.7933333333333333,0.0,161,0.0,0.18333333333333332,0.821078431372549
0.02,0.8259803921568628,0.8466666666666667,0.0,162,0.0,0.13333333333333333,0.8259803921568628
0.03333333333333333,0.8075980392156863,0.8166666666666667,0.0,163,0.0,0.15,0.8075980392156863
0.016666666666666666,0.810049019607843,0.81,0.0,164,0.0,0.17333333333333334,0.810049019607843
0.04,0.8088235294117647,0.81,0.0,165,0.0,0.15,0.8088235294117647
0.016666666666666666,0.8308823529411765,0.7933333333333333,0.0,166,0.0,0.19,0.8308823529411765
0.03333333333333333,0.8198529411764706,0.82,0.0,167,0.0,0.14666666666666667,0.8198529411764706
0.04,0.8186274509803922,0.7966666666666666,0.0,168,0.0,0.16333333333333333,0.8186274509803922
0.016666666666666666,0.8235294117647058,0.82,0.0,169,0.0,0.16333333333333333,0.8235294117647058
0.04,0.8235294117647058,0.7933333333333333,0.0,170,0.0,0.16666666666666666,0.8235294117647058
0.03,0.8455882352941176,0.83,0.0,171,0.0,0.14,0.8455882352941176
0.03,0.8517156862745099,0.8233333333333334,0.0,172,0.0,0.14666666666666667,0.8517156862745099
0.016666666666666666,0.8553921568627451,0.82,0.0,173,0.0,0.16333333333333333,0.8553921568627451
0.01,0.846813725490196,0.8333333333333334,0.0,174,0.0,0.15666666666666668,0.846813725490196
0.006666666666666667,0.8566176470588235,0.82,0.0,175,0.0,0.17333333333333334,0.8566176470588235
0.023333333333333334,0.8664215686274509,0.86,0.0,176,0.0,0.11666666666666667,0.8664215686274509
0.016666666666666666,0.866421568627451,0.8766666666666667,0.0,177,0.0,0.10666666666666667,0.866421568627451
0.02666666666666667,0.872549019607843,0.8433333333333334,0.0,178,0.0,0.13,0.872549019607843
0.01,0.8676470588235294,0.8466666666666667,0.0,179,0.0,0.14333333333333334,0.8676470588235294
0.013333333333333334,0.8700980392156863,0.8433333333333334,0.0,180,0.0,0.14333333333333334,0.8700980392156863
0.013333333333333334,0.8688725490196079,0.8933333333333333,0.0,181,0.0,0.09333333333333334,0.8688725490196079
0.01,0.8676470588235294,0.8466666666666667,0.0,182,0.0,0.14333333333333334,0.8676470588235294
0.0,0.8651960784313725,0.8566666666666667,0.0,183,0.0,0.14333333333333334,0.8651960784313725
0.013333333333333334,0.8615196078431372,0.8566666666666667,0.0,184,0.0,0.13,0.8615196078431372
0.02,0.8615196078431373,0.8666666666666667,0.0,185,0.0,0.11333333333333333,0.8615196078431373
0.023333333333333334,0.8517156862745097,0.8733333333333333,0.0,186,0.0,0.10333333333333333,0.8517156862745097
0.006666666666666667,0.8541666666666666,0.87,0.0,187,0.0,0.12333333333333334,0.8541666666666666
0.023333333333333334,0.8492647058823529,0.8533333333333334,0.0,188,0.0,0.12333333333333334,0.8492647058823529
0.02,0.8566176470588235,0.8566666666666667,0.0,189,0.0,0.12333333333333334,0.8566176470588235
0.013333333333333334,0.8590686274509803,0.85,0.0,190,0.0,0.13666666666666666,0.8590686274509803
0.016666666666666666,0.8651960784313726,0.8933333333333333,0.0,191,0.0,0.09,0.8651960784313726
0.016666666666666666,0.8553921568627452,0.86,0.0,192,0.0,0.12333333333333334,0.8553921568627452
0.01,0.8443627450980392,0.8466666666666667,0.0,193,0.0,0.14333333333333334,0.8443627450980392
0.013333333333333334,0.8504901960784313,0.82,0.0,194,0.0,0.16666666666666666,0.8504901960784313
0.01,0.8615196078431372,0.9,0.0,195,0.0,0.09,0.8615196078431372
0.03333333333333333,0.8406862745098039,0.8433333333333334,0.0,196,0.0,0.12333333333333334,0.8406862745098039
0.023333333333333334,0.857843137254902,0.8366666666666667,0.0,197,0.0,0.14,0.857843137254902
0.023333333333333334,0.8602941176470589,0.85,0.0,198,0.0,0.12666666666666668,0.8602941176470589
0.013333333333333334,0.8602941176470589,0.8633333333333333,0.0,199,0.0,0.12333333333333334,0.8602941176470589
0.016666666666666666,0.8541666666666667,0.8833333333333333,0.0,200,0.0,0.1,0.8541666666666667
0.006666666666666667,0.8602941176470589,0.8433333333333334,0.0,201,0.0,0.15,0.8602941176470589
0.01,0.8602941176470589,0.85,0.0,202,0.0,0.14,0.8602941176470589
0.01,0.8578431372549021,0.8666666666666667,0.0,203,0.0,0.12333333333333334,0.8578431372549021
0.01,0.8590686274509803,0.8633333333333333,0.0,204,0.0,0.12666666666666668,0.8590686274509803
0.0033333333333333335,0.8529411764705882,0.8733333333333333,0.0,205,0.0,0.12333333333333334,0.8529411764705882
0.013333333333333334,0.8553921568627451,0.8433333333333334,0.0,206,0.0,0.14333333333333334,0.8553921568627451
0.0033333333333333335,0.8578431372549019,0.8566666666666667,0.0,207,0.0,0.14,0.8578431372549019
0.0033333333333333335,0.8676470588235294,0.8566666666666667,0.0,208,0.0,0.14,0.8676470588235294
0.006666666666666667,0.8737745098039217,0.8933333333333333,0.0,209,0.0,0.1,0.8737745098039217
0.006666666666666667,0.8676470588235294,0.8266666666666667,0.0,210,0.0,0.16666666666666666,0.8676470588235294
0.006666666666666667,0.8517156862745099,0.8766666666666667,0.0,211,0.0,0.11666666666666667,0.8517156862745099
0.013333333333333334,0.8688725490196079,0.86,0.0,212,0.0,0.12666666666666668,0.8688725490196079
0.006666666666666667,0.8615196078431373,0.88,0.0,213,0.0,0.11333333333333333,0.8615196078431373
0.013333333333333334,0.8529411764705882,0.85,0.0,214,0.0,0.13666666666666666,0.8529411764705882
0.01,0.8541666666666667,0.8466666666666667,0.0,215,0.0,0.14333333333333334,0.8541666666666667
0.013333333333333334,0.8664215686274509,0.85,0.0,216,0.0,0.13666666666666666,0.8664215686274509
0.006666666666666667,0.8664215686274509,0.84,0.0,217,0.0,0.15333333333333332,0.8664215686274509
0.01,0.866421568627451,0.84,0.0,218,0.0,0.15,0.866421568627451
0.016666666666666666,0.8590686274509803,0.8766666666666667,0.0,219,0.0,0.10666666666666667,0.8590686274509803
0.02,0.8590686274509803,0.8566666666666667,0.0,220,0.0,0.12333333333333334,0.8590686274509803
0.013333333333333334,0.8639705882352942,0.8733333333333333,0.0,221,0.0,0.11333333333333333,0.8639705882352942
0.023333333333333334,0.8578431372549019,0.8366666666666667,0.0,222,0.0,0.14,0.8578431372549019
0.0033333333333333335,0.8688725490196079,0.86,0.0,223,0.0,0.13666666666666666,0.8688725490196079
0.02,0.8639705882352942,0.85,0.0,224,0.0,0.13,0.8639705882352942
0.013333333333333334,0.8737745098039217,0.85,0.0,225,0.0,0.13666666666666666,0.8737745098039217
0.02666666666666667,0.877450980392157,0.8333333333333334,0.0,226,0.0,0.14,0.877450980392157
0.02,0.8762254901960783,0.8733333333333333,0.0,227,0.0,0.10666666666666667,0.8762254901960783
0.013333333333333334,0.8517156862745098,0.84,0.0,228,0.0,0.14666666666666667,0.8517156862745098
0.02666666666666667,0.8455882352941176,0.8166666666666667,0.0,229,0.0,0.15666666666666668,0.8455882352941176
0.03666666666666667,0.846813725490196,0.8366666666666667,0.0,230,0.0,0.12666666666666668,0.846813725490196
0.02666666666666667,0.8762254901960784,0.8966666666666666,0.0,231,0.0,0.07666666666666666,0.8762254901960784
0.013333333333333334,0.8762254901960783,0.8866666666666667,0.0,232,0.0,0.1,0.8762254901960783
0.01,0.8750000000000001,0.87,0.0,233,0.0,0.12,0.8750000000000001
0.016666666666666666,0.8713235294117647,0.8933333333333333,0.0,234,0.0,0.09,0.8713235294117647
0.016666666666666666,0.8774509803921569,0.8466666666666667,0.0,235,0.0,0.13666666666666666,0.8774509803921569
0.016666666666666666,0.8799019607843137,0.86,0.0,236,0.0,0.12333333333333334,0.8799019607843137
0.016666666666666666,0.8737745098039217,0.8766666666666667,0.0,237,0.0,0.10666666666666667,0.8737745098039217
0.023333333333333334,0.875,0.8566666666666667,0.0,238,0.0,0.12,0.875
0.013333333333333334,0.875,0.89,0.0,239,0.0,0.09666666666666666,0.875
0.013333333333333334,0.8725490196078431,0.8766666666666667,0.0,240,0.0,0.11,0.8725490196078431
0.0,0.875,0.8733333333333333,0.0,241,0.0,0.12666666666666668,0.875
0.006666666666666667,0.875,0.8766666666666667,0.0,242,0.0,0.11666666666666667,0.875
0.0033333333333333335,0.8737745098039217,0.8266666666666667,0.0,243,0.0,0.17,0.8737745098039217
0.0033333333333333335,0.866421568627451,0.8633333333333333,0.0,244,0.0,0.13333333333333333,0.866421568627451
0.0033333333333333335,0.8676470588235294,0.84,0.0,245,0.0,0.15666666666666668,0.8676470588235294
0.006666666666666667,0.8590686274509803,0.85,0.0,246,0.0,0.14333333333333334,0.8590686274509803
0.006666666666666667,0.8615196078431372,0.8866666666666667,0.0,247,0.0,0.10666666666666667,0.8615196078431372
0.013333333333333334,0.8651960784313725,0.91,0.0,248,0.0,0.07666666666666666,0.8651960784313725
0.02,0.8688725490196079,0.88,0.0,249,0.0,0.1,0.8688725490196079
0.01,0.8688725490196078,0.87,0.0,250,0.0,0.12,0.8688725490196078
0.1,0.8088235294117647,0.7466666666666667,0.0,251,0.0,0.15333333333333332,0.8088235294117647
0.0,0.8627450980392156,0.8966666666666666,0.0,252,0.0,0.10333333333333333,0.8627450980392156
0.01,0.8676470588235295,0.8833333333333333,0.0,253,0.0,0.10666666666666667,0.8676470588235295
0.0033333333333333335,0.8651960784313725,0.8633333333333333,0.0,254,0.0,0.13333333333333333,0.8651960784313725
0.006666666666666667,0.8602941176470589,0.87,0.0,255,0.0,0.12333333333333334,0.8602941176470589
0.01,0.8627450980392157,0.8866666666666667,0.0,256,0.0,0.10333333333333333,0.8627450980392157
0.0033333333333333335,0.8566176470588235,0.8566666666666667,0.0,257,0.0,0.14,0.8566176470588235
0.006666666666666667,0.8651960784313725,0.8733333333333333,0.0,258,0.0,0.12,0.8651960784313725
0.0,0.8615196078431372,0.8766666666666667,0.0,259,0.0,0.12333333333333334,0.8615196078431372
0.02666666666666667,0.8639705882352942,0.8333333333333334,0.0,260,0.0,0.14,0.8639705882352942
0.016666666666666666,0.8566176470588235,0.84,0.0,261,0.0,0.14333333333333334,0.8566176470588235
0.013333333333333334,0.8676470588235294,0.8966666666666666,0.0,262,0.0,0.09,0.8676470588235294
0.006666666666666667,0.8688725490196078,0.8766666666666667,0.0,263,0.0,0.11666666666666667,0.8688725490196078
0.0,0.8664215686274509,0.8766666666666667,0.0,264,0.0,0.12333333333333334,0.8664215686274509
0.01,0.8639705882352942,0.87,0.0,265,0.0,0.12,0.8639705882352942
0.01,0.8590686274509804,0.85,0.0,266,0.0,0.14,0.8590686274509804
0.006666666666666667,0.8627450980392157,0.84,0.0,267,0.0,0.15333333333333332,0.8627450980392157
0.0033333333333333335,0.855392156862745,0.8533333333333334,0.0,268,0.0,0.14333333333333334,0.855392156862745
0.0033333333333333335,0.8590686274509804,0.86,0.0,269,0.0,0.13666666666666666,0.8590686274509804
0.006666666666666667,0.8578431372549019,0.8366666666666667,0.0,270,0.0,0.15666666666666668,0.8578431372549019
0.013333333333333334,0.8602941176470589,0.82,0.0,271,0.0,0.16666666666666666,0.8602941176470589
0.0033333333333333335,0.8566176470588235,0.84,0.0,272,0.0,0.15666666666666668,0.8566176470588235
0.013333333333333334,0.8431372549019607,0.8633333333333333,0.0,273,0.0,0.12333333333333334,0.8431372549019607
0.013333333333333334,0.8578431372549019,0.8533333333333334,0.0,274,0.0,0.13333333333333333,0.8578431372549019
0.0,0.8566176470588235,0.85,0.0,275,0.0,0.15,0.8566176470588235
