GenGoal_frac_Low rewards,Outer_Success,OnStarts_MeanPathDistance,GenGoal_frac_Other,Outer_MeanRewards,OnStarts_AvgFinalGoalDistance,GenGoal_frac_High rewards,OnStarts_AvgTotalRewardInner,GenGoal_frac_Performance Variation,OnStarts_AvgTotalRewardDist,OnStarts_SuccessRate,Outer_iter,OnStarts_AvgInitGoalDistance,GenGoal_frac_Good goals,OnStarts_FeasibilityRate,OnStarts_MinFinalGoalDistance
0.0,0.393382352941,0.473853318151,0.0,0.393382352941,0.265817561783,1.0,0.0,0.0,0.0,1.0,50,0.595727354929,0.0,1.0,0.0175847280623
0.0,0.395833333333,0.473979967796,0.0,0.395833333333,0.265098861257,1.0,0.0,0.0,0.0,1.0,51,0.595715248625,0.0,1.0,0.0439828527147
0.0,0.392156862745,0.479403731587,0.0,0.392156862745,0.264970340618,1.0,0.0,0.0,0.0,1.0,52,0.60370225575,0.0,1.0,0.0347084521342
0.0,0.401960784314,0.474707361187,0.0,0.401960784314,0.263886393865,1.0,0.0,0.0,0.0,1.0,53,0.59652142353,0.0,1.0,0.0506704060846
0.0,0.393382352941,0.46603385938,0.0,0.393382352941,0.262263100905,1.0,0.0,0.0,0.0,1.0,54,0.583609150889,0.0,1.0,0.0150463648281
0.0,0.394607843137,0.485083787424,0.0,0.394607843137,0.268937273928,1.0,0.0,0.0,0.0,1.0,55,0.610711343524,0.0,1.0,0.0135568205255
0.0,0.411764705882,0.493876462828,0.0,0.411764705882,0.268937770245,1.0,0.0,0.0,0.0,1.0,56,0.624993384544,0.0,1.0,0.0487875175001
0.0,0.410539215686,0.49447058168,0.0,0.410539215686,0.270259424749,1.0,0.0,0.0,0.0,1.0,57,0.624337082645,0.0,1.0,0.0114838438959
0.0,0.400735294118,0.498056601931,0.0,0.400735294118,0.275177594106,1.0,0.0,0.0,0.0,1.0,58,0.627485762188,0.0,1.0,0.0910651149679
0.0,0.392156862745,0.50240717271,0.0,0.392156862745,0.279313151488,1.0,0.0,0.0,0.0,1.0,59,0.632484598375,0.0,1.0,0.0985559415186
0.0,0.322303921569,0.496502837052,0.0,0.322303921569,0.278299224578,1.0,0.0,0.0,0.0,1.0,60,0.623209195009,0.0,1.0,0.165100693614
0.0,0.302696078431,0.500685939393,0.0,0.302696078431,0.277688876378,1.0,0.0,0.0,0.0,1.0,61,0.629828319052,0.0,1.0,0.118980460539
0.0,0.305147058824,0.510690966364,0.0,0.305147058824,0.275389206794,1.0,0.0,0.0,0.0,1.0,62,0.646770424331,0.0,1.0,0.108162936514
0.0,0.308823529412,0.502252508106,0.0,0.308823529412,0.276055946158,1.0,0.0,0.0,0.0,1.0,63,0.634194342411,0.0,1.0,0.0590190510252
0.0,0.324754901961,0.520949172138,0.0,0.324754901961,0.273869047589,1.0,0.0,0.0,0.0,1.0,64,0.665043800823,0.0,1.0,0.032340022673
0.0,0.314950980392,0.520525173852,0.0,0.314950980392,0.275678772143,1.0,0.0,0.0,0.0,1.0,65,0.663348341673,0.0,1.0,0.0615150182592
0.0,0.323529411765,0.542103586225,0.0,0.323529411765,0.280518135138,1.0,0.0,0.0,0.0,1.0,66,0.694899415555,0.0,1.0,0.153714257618
0.0,0.384803921569,0.543873377484,0.0,0.384803921569,0.277772688575,1.0,0.0,0.0,0.0,1.0,67,0.699292151048,0.0,1.0,0.0318819235195
0.0,0.408088235294,0.507583343752,0.0,0.408088235294,0.275380196976,1.0,0.0,0.0,0.0,1.0,68,0.644787053137,0.0,1.0,0.0314041072258
0.0,0.344362745098,0.511048682883,0.0,0.344362745098,0.271120635778,1.0,0.0,0.0,0.0,1.0,69,0.652355066758,0.0,1.0,0.057915033458
0.0,0.416666666667,0.530967239344,0.0,0.416666666667,0.275277764675,1.0,0.0,0.0,0.0,1.0,70,0.681057706454,0.0,1.0,0.107547733013
0.0,0.386029411765,0.564557488749,0.0,0.386029411765,0.277247542818,1.0,0.0,0.0,0.0,1.0,71,0.733348919712,0.0,1.0,0.0659961086007
0.0,0.40931372549,0.534189899251,0.0,0.40931372549,0.279708424716,1.0,0.0,0.0,0.0,1.0,72,0.683837816923,0.0,1.0,0.124157151938
0.0,0.406862745098,0.53104994878,0.0,0.406862745098,0.280321057733,1.0,0.0,0.0,0.0,1.0,73,0.678970964255,0.0,1.0,0.133301279206
0.0,0.382352941176,0.53110804311,0.0,0.382352941176,0.274188689147,1.0,0.0,0.0,0.0,1.0,74,0.681090086376,0.0,1.0,0.0996090556337
0.0,0.354166666667,0.531931537398,0.0,0.354166666667,0.273471496328,1.0,0.0,0.0,0.0,1.0,75,0.683387870916,0.0,1.0,0.0844837764604
0.0,0.406862745098,0.515125287708,0.0,0.406862745098,0.274433494476,1.0,0.0,0.0,0.0,1.0,76,0.6570705366,0.0,1.0,0.12398864324
0.0,0.40931372549,0.514236850331,0.0,0.40931372549,0.269795807351,1.0,0.0,0.0,0.0,1.0,77,0.657672333034,0.0,1.0,0.0919172516727
0.0,0.40931372549,0.520307429591,0.0,0.40931372549,0.273119177419,1.0,0.0,0.0,0.0,1.0,78,0.6640592642,0.0,1.0,0.0404001627449
0.0,0.410539215686,0.523260523944,0.0,0.410539215686,0.273666908643,1.0,0.0,0.0,0.0,1.0,79,0.667556797299,0.0,1.0,0.0392023440529
0.0,0.406862745098,0.494464958466,0.0,0.406862745098,0.267033270352,1.0,0.0,0.0,0.0,1.0,80,0.625799010411,0.0,1.0,0.0385651668706
0.0,0.411764705882,0.501274179202,0.0,0.411764705882,0.263883471707,1.0,0.0,0.0,0.0,1.0,81,0.638458738695,0.0,1.0,0.0347585920294
0.0,0.406862745098,0.508667150603,0.0,0.406862745098,0.26356502549,1.0,0.0,0.0,0.0,1.0,82,0.650440883779,0.0,1.0,0.0316010255404
0.0,0.405637254902,0.537361913155,0.0,0.405637254902,0.268594443601,1.0,0.0,0.0,0.0,1.0,83,0.692868975003,0.0,1.0,0.0457188288814
0.0,0.406862745098,0.535709103032,0.0,0.406862745098,0.27361391059,1.0,0.0,0.0,0.0,1.0,84,0.687738933777,0.0,1.0,0.110656277222
0.0,0.401960784314,0.532354402319,0.0,0.401960784314,0.273305709266,1.0,0.0,0.0,0.0,1.0,85,0.682503798579,0.0,1.0,0.109496875593
0.0,0.405637254902,0.55716497554,0.0,0.405637254902,0.27193146003,1.0,0.0,0.0,0.0,1.0,86,0.721577805695,0.0,1.0,0.0821865213209
0.0,0.398284313725,0.541214553725,0.0,0.398284313725,0.272082778036,1.0,0.0,0.0,0.0,1.0,87,0.696160913854,0.0,1.0,0.0870260363873
0.0,0.394607843137,0.522475734915,0.0,0.394607843137,0.269078241251,1.0,0.0,0.0,0.0,1.0,88,0.667902522927,0.0,1.0,0.0615865074077
0.0,0.395833333333,0.540030033055,0.0,0.395833333333,0.272382881714,1.0,0.0,0.0,0.0,1.0,89,0.69375234535,0.0,1.0,0.0362789228098
0.0,0.399509803922,0.560992249119,0.0,0.399509803922,0.271182332845,1.0,0.0,0.0,0.0,1.0,90,0.727674900839,0.0,1.0,0.0596625840689
0.0,0.383578431373,0.556459783064,0.0,0.383578431373,0.266746105467,1.0,0.0,0.0,0.0,1.0,91,0.722605840355,0.0,1.0,0.0391570210178
0.0,0.397058823529,0.543537911105,0.0,0.397058823529,0.264388579545,1.0,0.0,0.0,0.0,1.0,92,0.704232859688,0.0,1.0,0.0267481807405
0.0,0.397058823529,0.541055398152,0.0,0.397058823529,0.269762632456,1.0,0.0,0.0,0.0,1.0,93,0.697909771587,0.0,1.0,0.0370056301384
0.0,0.389705882353,0.540468910733,0.0,0.389705882353,0.270299283331,1.0,0.0,0.0,0.0,1.0,94,0.69676390368,0.0,1.0,0.010332089511
0.0,0.382352941176,0.570634716433,0.0,0.382352941176,0.269243902537,1.0,0.0,0.0,0.0,1.0,95,0.74537174279,0.0,1.0,0.0114732407077
0.0,0.378676470588,0.581038651104,0.0,0.378676470588,0.263679401109,1.0,0.0,0.0,0.0,1.0,96,0.762994406336,0.0,1.0,0.0181897482845
0.0,0.393382352941,0.614737297006,0.0,0.393382352941,0.270166313297,1.0,0.0,0.0,0.0,1.0,97,0.810049010622,0.0,1.0,0.0234540045846
0.0,0.378676470588,0.544575704908,0.0,0.378676470588,0.270264514506,1.0,0.0,0.0,0.0,1.0,98,0.701977091441,0.0,1.0,0.0304892382183
0.0,0.387254901961,0.529349838251,0.0,0.387254901961,0.276027944745,1.0,0.0,0.0,0.0,1.0,99,0.675992761087,0.0,1.0,0.0519608876741
0.0,0.408088235294,0.526551197516,0.0,0.408088235294,0.274644577951,1.0,0.0,0.0,0.0,1.0,100,0.673019989527,0.0,1.0,0.106197351414
0.0,0.387254901961,0.511397430456,0.0,0.387254901961,0.27461836888,1.0,0.0,0.0,0.0,1.0,101,0.649123730252,0.0,1.0,0.105771954463
0.0,0.393382352941,0.519548115757,0.0,0.393382352941,0.275645742145,1.0,0.0,0.0,0.0,1.0,102,0.66099946324,0.0,1.0,0.070006603795
0.0,0.366421568627,0.517852800656,0.0,0.366421568627,0.277365323114,1.0,0.0,0.0,0.0,1.0,103,0.65686414689,0.0,1.0,0.118647241457
0.0,0.363970588235,0.517657278539,0.0,0.363970588235,0.278101484121,1.0,0.0,0.0,0.0,1.0,104,0.656791322483,0.0,1.0,0.103842819878
0.0,0.386029411765,0.515247302501,0.0,0.386029411765,0.273391164947,1.0,0.0,0.0,0.0,1.0,105,0.654912817175,0.0,1.0,0.0691097439655
0.0,0.371323529412,0.530500622835,0.0,0.371323529412,0.273214671909,1.0,0.0,0.0,0.0,1.0,106,0.679725263853,0.0,1.0,0.0966271731939
0.0,0.393382352941,0.546134544971,0.0,0.393382352941,0.271345417031,1.0,0.0,0.0,0.0,1.0,107,0.704594624734,0.0,1.0,0.130849705366
0.0,0.376225490196,0.532810967425,0.0,0.376225490196,0.269483057784,1.0,0.0,0.0,0.0,1.0,108,0.686592087295,0.0,1.0,0.0580250437717
0.0,0.372549019608,0.52828423032,0.0,0.372549019608,0.275247839972,1.0,0.0,0.0,0.0,1.0,109,0.67655512566,0.0,1.0,0.0549996274703
0.0,0.375,0.50869893485,0.0,0.375,0.273619961432,1.0,0.0,0.0,0.0,1.0,110,0.646639270661,0.0,1.0,0.0753642599312
0.0,0.394607843137,0.491773456915,0.0,0.394607843137,0.272693564744,1.0,0.0,0.0,0.0,1.0,111,0.620777738492,0.0,1.0,0.042643050015
0.0,0.400735294118,0.469777635349,0.0,0.400735294118,0.26565716487,1.0,0.0,0.0,0.0,1.0,112,0.590714866263,0.0,1.0,0.0432772736319
0.0,0.405637254902,0.49848728732,0.0,0.405637254902,0.272056188437,1.0,0.0,0.0,0.0,1.0,113,0.632384674968,0.0,1.0,0.086245599586
0.0,0.40931372549,0.498665684394,0.0,0.40931372549,0.273726757908,1.0,0.0,0.0,0.0,1.0,114,0.632373441708,0.0,1.0,0.098823815296
0.0,0.411764705882,0.475696748738,0.0,0.411764705882,0.269905990159,1.0,0.0,0.0,0.0,1.0,115,0.598198578899,0.0,1.0,0.0406819077054
0.0,0.410539215686,0.458489118517,0.0,0.410539215686,0.271557279006,1.0,0.0,0.0,0.0,1.0,116,0.569531153954,0.0,1.0,0.106825507078
0.0,0.411764705882,0.472072861499,0.0,0.411764705882,0.272259972222,1.0,0.0,0.0,0.0,1.0,117,0.590141525203,0.0,1.0,0.0711765687887
0.0,0.410539215686,0.497388582376,0.0,0.410539215686,0.274574386991,1.0,0.0,0.0,0.0,1.0,118,0.629295702286,0.0,1.0,0.125375055773
0.0,0.411764705882,0.52329274403,0.0,0.411764705882,0.278943692793,1.0,0.0,0.0,0.0,1.0,119,0.667663767861,0.0,1.0,0.157963082505
0.0,0.399509803922,0.518161120352,0.0,0.399509803922,0.282230819766,1.0,0.0,0.0,0.0,1.0,120,0.657087747509,0.0,1.0,0.213491701589
0.0,0.345588235294,0.505114493574,0.0,0.345588235294,0.277751512281,1.0,0.0,0.0,0.0,1.0,121,0.638247801862,0.0,1.0,0.038856010067
0.0,0.363970588235,0.494037606173,0.0,0.363970588235,0.276842192247,1.0,0.0,0.0,0.0,1.0,122,0.621589014186,0.0,1.0,0.0256591839376
0.0,0.372549019608,0.482118837054,0.0,0.372549019608,0.272269723131,1.0,0.0,0.0,0.0,1.0,123,0.605026292747,0.0,1.0,0.0287428174639
0.0,0.371323529412,0.481265867997,0.0,0.371323529412,0.267944643243,1.0,0.0,0.0,0.0,1.0,124,0.605013067565,0.0,1.0,0.0507237233834
0.0,0.36887254902,0.482738690929,0.0,0.36887254902,0.273261800931,1.0,0.0,0.0,0.0,1.0,125,0.604700185537,0.0,1.0,0.0266220348664
0.0,0.378676470588,0.486292975833,0.0,0.378676470588,0.272161231802,1.0,0.0,0.0,0.0,1.0,126,0.610379361954,0.0,1.0,0.0344896772923
0.0,0.400735294118,0.485850667792,0.0,0.400735294118,0.274535821518,1.0,0.0,0.0,0.0,1.0,127,0.608335852281,0.0,1.0,0.0558243019015
0.0,0.392156862745,0.496247733706,0.0,0.392156862745,0.275243650553,1.0,0.0,0.0,0.0,1.0,128,0.624446981617,0.0,1.0,0.0523814699374
0.0,0.383578431373,0.495764779964,0.0,0.383578431373,0.273335946495,1.0,0.0,0.0,0.0,1.0,129,0.624653143142,0.0,1.0,0.0318567099148
0.0,0.394607843137,0.486599849231,0.0,0.394607843137,0.271124856337,1.0,0.0,0.0,0.0,1.0,130,0.611690564109,0.0,1.0,0.0318567099148
0.0,0.393382352941,0.485952427097,0.0,0.393382352941,0.265050407115,1.0,0.0,0.0,0.0,1.0,131,0.614833954012,0.0,1.0,0.0147320129958
0.0,0.398284313725,0.495602993796,0.0,0.398284313725,0.274824908258,1.0,0.0,0.0,0.0,1.0,132,0.623412217667,0.0,1.0,0.0602139368387
0.0,0.410539215686,0.474081882741,0.0,0.410539215686,0.274310197284,1.0,0.0,0.0,0.0,1.0,133,0.590028851308,0.0,1.0,0.0496570285421
0.0,0.410539215686,0.500634960427,0.0,0.410539215686,0.274754538304,1.0,0.0,0.0,0.0,1.0,134,0.631281305966,0.0,1.0,0.0510163760798
0.0,0.405637254902,0.493257188783,0.0,0.405637254902,0.274413378189,1.0,0.0,0.0,0.0,1.0,135,0.620311179831,0.0,1.0,0.080801618945
0.0,0.406862745098,0.517094189486,0.0,0.406862745098,0.278214131447,1.0,0.0,0.0,0.0,1.0,136,0.656078580957,0.0,1.0,0.0883403977921
0.0,0.406862745098,0.525825099523,0.0,0.406862745098,0.276192441738,1.0,0.0,0.0,0.0,1.0,137,0.670278900063,0.0,1.0,0.144756759299
0.0,0.390931372549,0.507787910027,0.0,0.390931372549,0.279016107047,1.0,0.0,0.0,0.0,1.0,138,0.64083549973,0.0,1.0,0.0884575253188
0.0,0.387254901961,0.504987896896,0.0,0.387254901961,0.278187810685,1.0,0.0,0.0,0.0,1.0,139,0.63694600057,0.0,1.0,0.129713412929
0.0,0.388480392157,0.494705010175,0.0,0.388480392157,0.27283219911,1.0,0.0,0.0,0.0,1.0,140,0.624108132269,0.0,1.0,0.0195164607018
0.0,0.395833333333,0.499063325301,0.0,0.395833333333,0.273330791925,1.0,0.0,0.0,0.0,1.0,141,0.6302494219,0.0,1.0,0.0775451355053
0.0,0.392156862745,0.49045495431,0.0,0.392156862745,0.271246098307,1.0,0.0,0.0,0.0,1.0,142,0.617414071256,0.0,1.0,0.047135907971
0.0,0.399509803922,0.472463694919,0.0,0.399509803922,0.270250285244,1.0,0.0,0.0,0.0,1.0,143,0.590371745329,0.0,1.0,0.044674570628
0.0,0.382352941176,0.46170662005,0.0,0.382352941176,0.270499673037,1.0,0.0,0.0,0.0,1.0,144,0.573533207325,0.0,1.0,0.0497724282919
0.0,0.393382352941,0.480785307762,0.0,0.393382352941,0.269165628245,1.0,0.0,0.0,0.0,1.0,145,0.603695455093,0.0,1.0,0.0329571416941
0.0,0.363970588235,0.486969210231,0.0,0.363970588235,0.273178274567,1.0,0.0,0.0,0.0,1.0,146,0.611469362892,0.0,1.0,0.0794381160639
0.0,0.398284313725,0.485975794932,0.0,0.398284313725,0.274327451835,1.0,0.0,0.0,0.0,1.0,147,0.608965111954,0.0,1.0,0.0624656513034
0.0,0.398284313725,0.476472337679,0.0,0.398284313725,0.274107827027,1.0,0.0,0.0,0.0,1.0,148,0.593916539334,0.0,1.0,0.0913312251103
0.0,0.395833333333,0.47256915529,0.0,0.395833333333,0.269679680985,1.0,0.0,0.0,0.0,1.0,149,0.590512693123,0.0,1.0,0.0185578679245
0.0,0.382352941176,0.471539640883,0.0,0.382352941176,0.273558300087,1.0,0.0,0.0,0.0,1.0,150,0.586998792402,0.0,1.0,0.0185711840442
0.0,0.397058823529,0.480656724252,0.0,0.397058823529,0.272536429382,1.0,0.0,0.0,0.0,1.0,151,0.60146975464,0.0,1.0,0.0183933688886
0.0,0.388480392157,0.475185551669,0.0,0.388480392157,0.274122669617,1.0,0.0,0.0,0.0,1.0,152,0.592126952555,0.0,1.0,0.0675918701819
0.0,0.392156862745,0.485997974634,0.0,0.392156862745,0.27336033283,1.0,0.0,0.0,0.0,1.0,153,0.609814224852,0.0,1.0,0.0388910927771
0.0,0.362745098039,0.506731432431,0.0,0.362745098039,0.273453550591,1.0,0.0,0.0,0.0,1.0,154,0.642282265286,0.0,1.0,0.0305159668795
0.0,0.378676470588,0.491517666359,0.0,0.378676470588,0.271027792978,1.0,0.0,0.0,0.0,1.0,155,0.619759368778,0.0,1.0,0.0917154525695
0.0,0.388480392157,0.497048559779,0.0,0.388480392157,0.271027715738,1.0,0.0,0.0,0.0,1.0,156,0.628177770984,0.0,1.0,0.0685002510645
0.0,0.393382352941,0.500048419704,0.0,0.393382352941,0.267625282235,1.0,0.0,0.0,0.0,1.0,157,0.635436013279,0.0,1.0,0.0742185529453
0.0,0.400735294118,0.517476075167,0.0,0.400735294118,0.272799147376,1.0,0.0,0.0,0.0,1.0,158,0.658607975292,0.0,1.0,0.058679289836
0.0,0.392156862745,0.541843651435,0.0,0.392156862745,0.271661545713,1.0,0.0,0.0,0.0,1.0,159,0.6975566965,0.0,1.0,0.0592255333453
0.0,0.399509803922,0.559743882385,0.0,0.399509803922,0.275863122788,1.0,0.0,0.0,0.0,1.0,160,0.722798320625,0.0,1.0,0.0659184082421
0.0,0.410539215686,0.537076302703,0.0,0.410539215686,0.278433278715,1.0,0.0,0.0,0.0,1.0,161,0.686686570227,0.0,1.0,0.130834671738
0.0,0.405637254902,0.520693296007,0.0,0.405637254902,0.27567900987,1.0,0.0,0.0,0.0,1.0,162,0.662860453768,0.0,1.0,0.139830499319
0.0,0.405637254902,0.510561850085,0.0,0.405637254902,0.273376963232,1.0,0.0,0.0,0.0,1.0,163,0.647196966994,0.0,1.0,0.0178266427217
0.0,0.405637254902,0.50884677608,0.0,0.405637254902,0.277747445924,1.0,0.0,0.0,0.0,1.0,164,0.642260319065,0.0,1.0,0.0232565461259
0.0,0.384803921569,0.498021578302,0.0,0.384803921569,0.276288417384,1.0,0.0,0.0,0.0,1.0,165,0.626637867119,0.0,1.0,0.0897459971504
0.0,0.379901960784,0.490065498546,0.0,0.379901960784,0.275733166011,1.0,0.0,0.0,0.0,1.0,166,0.614600063748,0.0,1.0,0.0279893270844
0.0,0.371323529412,0.520098139157,0.0,0.371323529412,0.277025420689,1.0,0.0,0.0,0.0,1.0,167,0.661183924355,0.0,1.0,0.105071126879
