OnStarts_SuccessRate,Outer_MeanRewards,OnStarts_MeanPathDistance,Outer_Success,OnStarts_AvgFinalGoalDistance,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,OnStarts_AvgTotalRewardDist,OnStarts_AvgInitGoalDistance,OnStarts_FeasibilityRate,OnStarts_AvgTotalRewardInner,GenGoal_frac_Other,GenGoal_frac_Good goals,OnStarts_MinFinalGoalDistance,GenGoal_frac_High rewards,Outer_iter
0.954646017699,0.109068627451,0.307687068813,0.109068627451,0.34697571111,0.0,0.0,0.0,0.175953160955,1.0,0.0,0.0,0.156565656566,0.0100519704915,0.843434343434,1
0.971875,0.254901960784,0.592123910294,0.254901960784,0.401371615472,0.0,0.0,0.0,0.402261495171,1.0,0.0,0.0,0.197044334975,0.0605066473947,0.802955665025,2
1.0,0.310049019608,0.562871548921,0.310049019608,0.288074406591,0.0,0.0,0.0,0.524397792718,1.0,0.0,0.0,0.0,0.16981380241,1.0,3
0.858223062382,0.508578431373,3.27561439473,0.508578431373,1.0031887418,0.0,0.02,0.0,4.92216662095,1.0,0.0,0.0,0.213333333333,0.245690639566,0.766666666667,4
0.98687664042,0.560049019608,5.75198575136,0.560049019608,0.299921724926,0.0,0.0,0.0,9.01984999016,1.0,0.0,0.0,0.0388349514563,0.263314608588,0.961165048544,5
0.994884910486,0.572303921569,6.35398489233,0.572303921569,0.288140926433,0.0,0.0,0.0,10.7377447001,1.0,0.0,0.0,0.0175438596491,0.263316073156,0.982456140351,6
1.0,0.567401960784,3.71217086504,0.567401960784,0.289111374666,0.0,0.0,0.0,6.25034945789,1.0,0.0,0.0,0.0,0.261511552032,1.0,7
0.722972972973,0.563725490196,5.26290622116,0.563725490196,2.20211137523,0.0,0.248062015504,0.0,7.41721979711,1.0,0.0,0.0,0.015503875969,0.0643704746988,0.736434108527,8
0.551724137931,0.564950980392,8.04035247018,0.564950980392,3.95532101798,0.0,0.33734939759,0.0,9.55981651489,1.0,0.0,0.0,0.204819277108,0.25166222039,0.457831325301,9
0.870619946092,0.544117647059,6.76020043646,0.544117647059,1.21893560076,0.0,0.0654205607477,0.0,9.00045916155,1.0,0.0,0.0,0.130841121495,0.245957458563,0.803738317757,10
0.647435897436,0.53431372549,7.64005971847,0.53431372549,2.68231873977,0.0,0.204545454545,0.0,9.36243607946,1.0,0.0,0.0,0.238636363636,0.250228141941,0.556818181818,11
0.66144200627,0.533088235294,7.49887408418,0.533088235294,2.61985650927,0.0,0.195652173913,0.0,9.21881724804,1.0,0.0,0.0,0.326086956522,0.244373561854,0.478260869565,12
0.737654320988,0.473039215686,7.51541293251,0.473039215686,2.08818595431,0.0,0.144329896907,0.0,9.52887776115,1.0,0.0,0.0,0.319587628866,0.240080131498,0.536082474227,13
0.763406940063,0.535539215686,7.80079538331,0.535539215686,1.91791031001,0.0,0.108695652174,0.0,9.59145160443,1.0,0.0,0.0,0.239130434783,0.234725816896,0.652173913043,14
0.649831649832,0.551470588235,8.03524455471,0.551470588235,2.69833202142,0.0,0.232558139535,0.0,9.54213282871,1.0,0.0,0.0,0.279069767442,0.236035957919,0.488372093023,15
0.803680981595,0.545343137255,7.71603898914,0.545343137255,1.56051795286,0.0,0.0531914893617,0.0,9.63136174812,1.0,0.0,0.0,0.265957446809,0.245534671544,0.68085106383,16
0.784565916399,0.526960784314,7.55992200984,0.526960784314,1.43462280081,0.0,0.107142857143,0.0,9.18293790281,1.0,0.0,0.0,0.238095238095,0.239994630391,0.654761904762,17
0.725752508361,0.44362745098,7.86807354667,0.44362745098,2.02077621327,0.0,0.1625,0.0,9.30916171995,1.0,0.0,0.0,0.275,0.231571585133,0.5625,18
0.773462783172,0.593137254902,7.81182140721,0.593137254902,1.56476246853,0.0,0.0786516853933,0.0,9.47082628414,1.0,0.0,0.0,0.258426966292,0.233680844405,0.662921348315,19
0.809230769231,0.515931372549,7.58192668328,0.515931372549,1.23796145708,0.0,0.063829787234,0.0,9.41328945734,1.0,0.0,0.0,0.308510638298,0.235004090231,0.627659574468,20
0.806962025316,0.587009803922,7.49312270881,0.587009803922,1.26995694594,0.0,0.0531914893617,0.0,8.95396064964,1.0,0.0,0.0,0.265957446809,0.235055384966,0.68085106383,21
0.794366197183,0.607843137255,6.86616333429,0.607843137255,1.6737108274,0.0,0.0990099009901,0.0,8.13048552799,1.0,0.0,0.0,0.237623762376,0.221668904663,0.663366336634,22
0.826470588235,0.610294117647,7.50200681746,0.610294117647,1.35259824857,0.0,0.127450980392,0.0,9.02985432843,1.0,0.0,0.0,0.156862745098,0.223275139801,0.71568627451,23
0.814814814815,0.448529411765,7.62919491335,0.448529411765,1.36889746699,0.0,0.134831460674,0.0,9.00367243317,1.0,0.0,0.0,0.191011235955,0.218389490485,0.674157303371,24
0.795454545455,0.469362745098,7.67034999338,0.469362745098,1.04192321589,0.0,0.0941176470588,0.0,9.01764014621,1.0,0.0,0.0,0.188235294118,0.209010413316,0.717647058824,25
0.931952662722,0.567401960784,7.65487111381,0.567401960784,0.480158903073,0.0,0.0204081632653,0.0,9.27927838653,1.0,0.0,0.0,0.0918367346939,0.220216111347,0.887755102041,26
0.958904109589,0.59068627451,7.21583840939,0.59068627451,0.389134536671,0.0,0.00917431192661,0.0,8.8139732002,1.0,0.0,0.0,0.0825688073394,0.217712661768,0.908256880734,27
0.992481203008,0.604166666667,6.76646845587,0.604166666667,0.275272750307,0.0,0.0,0.0,8.37910701749,1.0,0.0,0.0,0.0245901639344,0.211994592944,0.975409836066,28
0.998796630566,0.613970588235,3.43814934733,0.613970588235,0.277787633894,0.0,0.0,0.0,4.35550964375,1.0,0.0,0.0,0.00480769230769,0.138743871205,0.995192307692,29
1.0,0.617647058824,1.38597810483,0.617647058824,0.281721006101,0.0,0.0,0.0,1.80678049491,1.0,0.0,0.0,0.0,0.0763851925271,1.0,30
1.0,0.611519607843,5.1316536579,0.611519607843,0.263168557776,0.0,0.0,0.0,7.70256692262,1.0,0.0,0.0,0.0,0.151821041805,1.0,31
0.898113207547,0.600490196078,6.12054722989,0.600490196078,0.750074216627,0.0,0.0853658536585,0.0,8.68631242023,1.0,0.0,0.0,0.0243902439024,0.201805260578,0.890243902439,32
0.788395904437,0.607843137255,7.8434769023,0.607843137255,1.39331797109,0.0,0.0975609756098,0.0,8.76927744999,1.0,0.0,0.0,0.121951219512,0.205268174598,0.780487804878,33
0.744408945687,0.607843137255,7.2187298725,0.607843137255,1.76278127418,0.0,0.183908045977,0.0,7.96046072188,1.0,0.0,0.0,0.126436781609,0.207162137847,0.689655172414,34
0.752442996743,0.609068627451,7.27136473561,0.609068627451,1.58195960091,0.0,0.166666666667,0.0,8.19464135909,1.0,0.0,0.0,0.166666666667,0.210741815871,0.666666666667,35
0.717770034843,0.609068627451,7.66925864396,0.609068627451,1.63595250064,0.0,0.175,0.0,8.62773212502,1.0,0.0,0.0,0.25,0.203969635957,0.575,36
0.723776223776,0.606617647059,7.6964568982,0.606617647059,1.73719680002,0.0,0.175675675676,0.0,8.62556886227,1.0,0.0,0.0,0.243243243243,0.205476657142,0.581081081081,37
0.76254180602,0.617647058824,7.56250028954,0.617647058824,1.45581518128,0.0,0.166666666667,0.0,8.60764131356,1.0,0.0,0.0,0.154761904762,0.211988196519,0.678571428571,38
0.822742474916,0.610294117647,7.65158687819,0.610294117647,1.11815541189,0.0,0.0952380952381,0.0,8.77230243452,1.0,0.0,0.0,0.214285714286,0.212599060181,0.690476190476,39
0.763698630137,0.615196078431,7.60320251725,0.615196078431,1.47454719907,0.0,0.16091954023,0.0,8.52298208376,1.0,0.0,0.0,0.218390804598,0.210818287684,0.620689655172,40
0.817543859649,0.551470588235,7.78479291894,0.551470588235,1.15620095691,0.0,0.106666666667,0.0,8.74237487189,1.0,0.0,0.0,0.226666666667,0.216754215436,0.666666666667,41
0.877813504823,0.613970588235,7.18227475479,0.613970588235,0.699687745132,0.0,0.0510204081633,0.0,8.21089414717,1.0,0.0,0.0,0.183673469388,0.212522382903,0.765306122449,42
0.863636363636,0.578431372549,6.7425537501,0.578431372549,0.736545925124,0.0,0.0736842105263,0.0,7.76194842342,1.0,0.0,0.0,0.157894736842,0.141553040247,0.768421052632,43
0.895705521472,0.61887254902,6.45585618306,0.61887254902,0.526878257,0.0,0.0526315789474,0.0,7.37524222692,1.0,0.0,0.0,0.178947368421,0.156376171023,0.768421052632,44
0.907582938389,0.620098039216,5.39279265859,0.620098039216,0.690743660783,0.0,0.025,0.0,6.23985440171,1.0,0.0,0.0,0.133333333333,0.13242003561,0.841666666667,45
0.829351535836,0.617647058824,7.71381070923,0.617647058824,0.991291555862,0.0,0.120481927711,0.0,8.71852801444,1.0,0.0,0.0,0.168674698795,0.2097328381,0.710843373494,46
0.870307167235,0.52818627451,7.68034637056,0.52818627451,0.691001498652,0.0,0.0459770114943,0.0,8.77524822304,1.0,0.0,0.0,0.103448275862,0.201361297429,0.850574712644,47
0.755172413793,0.610294117647,7.17882677412,0.610294117647,0.92172468004,0.0,0.139240506329,0.0,8.14467308377,1.0,0.0,0.0,0.291139240506,0.200672212605,0.569620253165,48
0.708474576271,0.617647058824,7.39610854625,0.617647058824,1.89204010835,0.0,0.234567901235,0.0,8.1006747989,1.0,0.0,0.0,0.123456790123,0.205965522083,0.641975308642,49
0.781931464174,0.621323529412,6.95351544358,0.621323529412,1.35026143769,0.0,0.129032258065,0.0,7.74937996337,1.0,0.0,0.0,0.139784946237,0.202537036364,0.731182795699,50
0.773851590106,0.61887254902,7.69438000488,0.61887254902,1.28912956082,0.0,0.139240506329,0.0,8.52428770945,1.0,0.0,0.0,0.164556962025,0.20712375342,0.696202531646,51
0.788194444444,0.620098039216,7.7714145873,0.620098039216,1.16394769761,0.0,0.101265822785,0.0,8.76577716846,1.0,0.0,0.0,0.227848101266,0.207677447443,0.670886075949,52
0.699300699301,0.595588235294,7.80842613948,0.595588235294,1.83843085777,0.0,0.138888888889,0.0,8.65755554162,1.0,0.0,0.0,0.263888888889,0.211318814159,0.597222222222,53
0.608058608059,0.612745098039,7.91042425967,0.612745098039,2.60691056887,0.0,0.285714285714,0.0,8.55742984231,1.0,0.0,0.0,0.228571428571,0.207727208031,0.485714285714,54
0.673469387755,0.480392156863,7.43610459001,0.480392156863,1.92109057056,0.0,0.22619047619,0.0,8.23826897088,1.0,0.0,0.0,0.285714285714,0.210929869406,0.488095238095,55
0.652631578947,0.539215686275,7.18218310777,0.539215686275,1.98744988813,0.0,0.247058823529,0.0,7.89086253801,1.0,0.0,0.0,0.258823529412,0.210015047002,0.494117647059,56
0.740131578947,0.5625,7.00302510437,0.5625,1.74645083798,0.0,0.14606741573,0.0,7.40660149174,1.0,0.0,0.0,0.191011235955,0.0384509698551,0.662921348315,57
0.728358208955,0.601715686275,6.54643506397,0.601715686275,2.25440138844,0.0,0.21568627451,0.0,6.81966608278,1.0,0.0,0.0,0.166666666667,0.197960683135,0.617647058824,58
0.734513274336,0.607843137255,7.7990129983,0.607843137255,2.61222734596,0.0,0.154639175258,0.0,9.49620624094,1.0,0.0,0.0,0.288659793814,0.199079906154,0.556701030928,59
0.888337468983,0.621323529412,7.56030045524,0.621323529412,1.02692958492,0.0,0.0619469026549,0.0,10.5766551613,1.0,0.0,0.0,0.159292035398,0.191195488633,0.778761061947,60
