Outer_iter,Outer_MeanRewards,Outer_Success,GenGoal_frac_Other,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,GenGoal_frac_High rewards,GenGoal_frac_Performance Variation
60,-1088.1721139257686,0.45588235294117646,0.0,0.52,0.03,0.45,0.0
61,-1100.473084542937,0.4730392156862746,0.0,0.4266666666666667,0.03,0.5433333333333333,0.0
62,-1119.128050882767,0.4583333333333333,0.0,0.48,0.06333333333333334,0.45666666666666667,0.0
63,-1123.4958787934845,0.43259803921568624,0.0,0.5566666666666666,0.05333333333333334,0.39,0.0
64,-1136.8444765395013,0.43504901960784315,0.0,0.53,0.06333333333333334,0.4066666666666667,0.0
65,-1158.3921657879341,0.383578431372549,0.0,0.5466666666666666,0.19666666666666666,0.25666666666666665,0.0
66,-1142.8748233488095,0.4252450980392157,0.0,0.49666666666666665,0.12333333333333334,0.38,0.0
67,-1135.6082394937243,0.4473039215686274,0.0,0.52,0.03333333333333333,0.44666666666666666,0.0
68,-1131.735569005214,0.4620098039215686,0.0,0.4866666666666667,0.043333333333333335,0.47,0.0
69,-1129.973505570133,0.4473039215686274,0.0,0.5033333333333333,0.06333333333333334,0.43333333333333335,0.0
70,-1169.333861641626,0.3946078431372549,0.0,0.5433333333333333,0.09,0.36666666666666664,0.0
71,-1138.2906930468114,0.43014705882352944,0.0,0.5266666666666666,0.11333333333333333,0.36,0.0
72,-1124.4795085445467,0.4411764705882353,0.0,0.51,0.07,0.42,0.0
73,-1119.5116210694696,0.4473039215686274,0.0,0.5166666666666667,0.09,0.3933333333333333,0.0
74,-1115.796548831465,0.46691176470588236,0.0,0.5266666666666666,0.04,0.43333333333333335,0.0
75,-1089.5923209065668,0.463235294117647,0.0,0.5133333333333333,0.03,0.45666666666666667,0.0
76,-1143.4900360915144,0.44975490196078427,0.0,0.5366666666666666,0.043333333333333335,0.42,0.0
77,-1174.7285118862396,0.41789215686274506,0.0,0.5033333333333333,0.15,0.3466666666666667,0.0
78,-1122.228391107387,0.47794117647058826,0.0,0.47,0.043333333333333335,0.4866666666666667,0.0
79,-1152.312465401519,0.4791666666666667,0.0,0.48333333333333334,0.06666666666666667,0.45,0.0
80,-1136.6721090583005,0.4693627450980392,0.0,0.5,0.056666666666666664,0.44333333333333336,0.0
81,-1111.6260638307833,0.4767156862745098,0.0,0.5233333333333333,0.02666666666666667,0.45,0.0
82,-1098.9774673541037,0.4901960784313725,0.0,0.46,0.01,0.53,0.0
83,-1122.7339775615542,0.4901960784313726,0.0,0.4066666666666667,0.03,0.5633333333333334,0.0
84,-1169.6189201444886,0.46813725490196073,0.0,0.56,0.043333333333333335,0.39666666666666667,0.0
85,-1100.6372164471502,0.47794117647058826,0.0,0.5266666666666666,0.02666666666666667,0.44666666666666666,0.0
86,-1112.1627038538877,0.48406862745098034,0.0,0.49333333333333335,0.07,0.43666666666666665,0.0
87,-1107.6227969197546,0.4669117647058823,0.0,0.5033333333333333,0.06,0.43666666666666665,0.0
88,-1070.759896124663,0.46936274509803916,0.0,0.4666666666666667,0.043333333333333335,0.49,0.0
89,-1091.1268904686037,0.46446078431372545,0.0,0.4533333333333333,0.03333333333333333,0.5133333333333333,0.0
90,-1080.550211227092,0.4681372549019608,0.0,0.51,0.03666666666666667,0.4533333333333333,0.0
91,-1082.6682107411787,0.4558823529411764,0.0,0.53,0.043333333333333335,0.4266666666666667,0.0
92,-1142.591560417835,0.41789215686274506,0.0,0.5033333333333333,0.06666666666666667,0.43,0.0
93,-1105.2726491405945,0.4338235294117647,0.0,0.5633333333333334,0.03666666666666667,0.4,0.0
94,-1121.7771950063275,0.41789215686274506,0.0,0.5566666666666666,0.04666666666666667,0.39666666666666667,0.0
95,-1087.3124733650752,0.43504901960784315,0.0,0.49,0.06666666666666667,0.44333333333333336,0.0
96,-1077.3397104723558,0.45710784313725494,0.0,0.5833333333333334,0.043333333333333335,0.37333333333333335,0.0
97,-1089.7215807437565,0.4632352941176471,0.0,0.5033333333333333,0.02666666666666667,0.47,0.0
98,-1085.291819503021,0.4338235294117647,0.0,0.59,0.05333333333333334,0.3566666666666667,0.0
99,-1068.9536124332642,0.4632352941176471,0.0,0.54,0.023333333333333334,0.43666666666666665,0.0
100,-1071.0761250204484,0.45955882352941174,0.0,0.5066666666666667,0.03333333333333333,0.46,0.0
101,-1088.5892689480622,0.4362745098039215,0.0,0.5333333333333333,0.02666666666666667,0.44,0.0
102,-1083.6438199191293,0.4485294117647059,0.0,0.57,0.006666666666666667,0.42333333333333334,0.0
103,-1115.9193804109948,0.4375,0.0,0.57,0.02,0.41,0.0
104,-1116.7453780987373,0.4350490196078431,0.0,0.57,0.006666666666666667,0.42333333333333334,0.0
105,-1075.918059674569,0.46936274509803916,0.0,0.56,0.016666666666666666,0.42333333333333334,0.0
106,-1072.8677516768346,0.46446078431372545,0.0,0.5333333333333333,0.02666666666666667,0.44,0.0
107,-1059.6558270071655,0.46446078431372545,0.0,0.51,0.06,0.43,0.0
108,-1067.1981823738674,0.4620098039215686,0.0,0.5166666666666667,0.043333333333333335,0.44,0.0
109,-1084.8174419909014,0.46446078431372545,0.0,0.5,0.023333333333333334,0.4766666666666667,0.0
110,-1078.1380381240845,0.4852941176470588,0.0,0.4866666666666667,0.056666666666666664,0.45666666666666667,0.0
111,-1086.9711038592152,0.4852941176470588,0.0,0.4866666666666667,0.03333333333333333,0.48,0.0
112,-1091.9560899251437,0.48161764705882354,0.0,0.5033333333333333,0.013333333333333334,0.48333333333333334,0.0
113,-1088.2022603527473,0.46936274509803916,0.0,0.5533333333333333,0.04666666666666667,0.4,0.0
114,-1092.4926988684272,0.48406862745098034,0.0,0.49666666666666665,0.023333333333333334,0.48,0.0
115,-1117.15033243196,0.4730392156862745,0.0,0.49666666666666665,0.043333333333333335,0.46,0.0
116,-1128.3834018413452,0.47058823529411764,0.0,0.5033333333333333,0.043333333333333335,0.4533333333333333,0.0
117,-1117.6580556817207,0.4730392156862745,0.0,0.5233333333333333,0.056666666666666664,0.42,0.0
118,-1127.7181046624357,0.4656862745098039,0.0,0.5433333333333333,0.05333333333333334,0.4033333333333333,0.0
119,-1148.6579167532268,0.44485294117647056,0.0,0.5366666666666666,0.05,0.41333333333333333,0.0
120,-1092.1124142695826,0.4852941176470588,0.0,0.5233333333333333,0.016666666666666666,0.46,0.0
121,-1126.1045669521986,0.47058823529411764,0.0,0.5066666666666667,0.02,0.47333333333333333,0.0
122,-1128.50491577729,0.4620098039215686,0.0,0.49,0.03,0.48,0.0
123,-1122.0873352466467,0.4693627450980392,0.0,0.49666666666666665,0.013333333333333334,0.49,0.0
124,-1109.1123464134162,0.45955882352941174,0.0,0.5033333333333333,0.03333333333333333,0.4633333333333333,0.0
125,-1101.7335677387368,0.4607843137254901,0.0,0.5233333333333333,0.03333333333333333,0.44333333333333336,0.0
126,-1073.672449028746,0.45955882352941174,0.0,0.5433333333333333,0.006666666666666667,0.45,0.0
127,-1079.277752016125,0.44607843137254904,0.0,0.56,0.02666666666666667,0.41333333333333333,0.0
128,-1084.237637202599,0.43749999999999994,0.0,0.51,0.056666666666666664,0.43333333333333335,0.0
129,-1099.2397483861173,0.4031862745098039,0.0,0.5433333333333333,0.10333333333333333,0.35333333333333333,0.0
130,-1102.8273432425108,0.35294117647058826,0.0,0.56,0.12333333333333334,0.31666666666666665,0.0
131,-1091.9827399136539,0.37254901960784315,0.0,0.5333333333333333,0.12333333333333334,0.3433333333333333,0.0
132,-1126.4471948897515,0.37009803921568624,0.0,0.6433333333333333,0.12,0.23666666666666666,0.0
133,-1114.2907579987784,0.39093137254901955,0.0,0.5766666666666667,0.05,0.37333333333333335,0.0
134,-1080.956820352701,0.40441176470588236,0.0,0.59,0.07333333333333333,0.33666666666666667,0.0
135,-1099.6935840500498,0.43995098039215685,0.0,0.57,0.043333333333333335,0.38666666666666666,0.0
136,-1104.008975036938,0.42034313725490197,0.0,0.5733333333333334,0.04666666666666667,0.38,0.0
137,-1127.7574725387196,0.44485294117647056,0.0,0.5266666666666666,0.03,0.44333333333333336,0.0
138,-1138.1651777150491,0.44240196078431365,0.0,0.5733333333333334,0.016666666666666666,0.41,0.0
139,-1109.354620377255,0.4301470588235294,0.0,0.5966666666666667,0.04,0.36333333333333334,0.0
140,-1110.3160672743431,0.37990196078431376,0.0,0.5766666666666667,0.10666666666666667,0.31666666666666665,0.0
141,-1077.3560206954435,0.44852941176470584,0.0,0.54,0.05333333333333334,0.4066666666666667,0.0
142,-1087.8821678956208,0.4227941176470588,0.0,0.5366666666666666,0.05,0.41333333333333333,0.0
143,-1087.3891713662017,0.43014705882352944,0.0,0.55,0.05333333333333334,0.39666666666666667,0.0
144,-1069.5040578796993,0.4485294117647059,0.0,0.52,0.07333333333333333,0.4066666666666667,0.0
145,-1071.8563525148406,0.4571078431372549,0.0,0.5433333333333333,0.03,0.4266666666666667,0.0
146,-1065.1842176768714,0.45343137254901966,0.0,0.4866666666666667,0.016666666666666666,0.49666666666666665,0.0
147,-1059.721133633906,0.45710784313725483,0.0,0.5333333333333333,0.016666666666666666,0.45,0.0
148,-1061.5511176480227,0.4485294117647059,0.0,0.5233333333333333,0.05333333333333334,0.42333333333333334,0.0
149,-1060.9791285160445,0.4583333333333333,0.0,0.53,0.016666666666666666,0.4533333333333333,0.0
150,-1073.705678556156,0.4411764705882353,0.0,0.5466666666666666,0.013333333333333334,0.44,0.0
151,-1068.7854256181072,0.44975490196078427,0.0,0.5133333333333333,0.03333333333333333,0.4533333333333333,0.0
152,-1106.3347508816003,0.4166666666666667,0.0,0.5266666666666666,0.013333333333333334,0.46,0.0
153,-1133.8374775231837,0.392156862745098,0.0,0.5666666666666667,0.04666666666666667,0.38666666666666666,0.0
154,-1148.7445987934218,0.3958333333333333,0.0,0.6033333333333334,0.023333333333333334,0.37333333333333335,0.0
155,-1117.7279755350437,0.4264705882352941,0.0,0.5266666666666666,0.03666666666666667,0.43666666666666665,0.0
156,-1101.2938544604851,0.43259803921568624,0.0,0.54,0.03666666666666667,0.42333333333333334,0.0
157,-1119.5668409510927,0.4105392156862745,0.0,0.5233333333333333,0.08666666666666667,0.39,0.0
158,-1123.8745308253099,0.4338235294117647,0.0,0.48,0.03666666666666667,0.48333333333333334,0.0
159,-1126.6213923822172,0.41666666666666663,0.0,0.5133333333333333,0.06333333333333334,0.42333333333333334,0.0
160,-1116.1748854856778,0.4411764705882353,0.0,0.5333333333333333,0.03,0.43666666666666665,0.0
161,-1101.0147458098418,0.4473039215686274,0.0,0.52,0.01,0.47,0.0
162,-1105.9515051861977,0.43504901960784315,0.0,0.5033333333333333,0.12,0.37666666666666665,0.0
163,-1089.4668174383905,0.4620098039215686,0.0,0.5733333333333334,0.043333333333333335,0.38333333333333336,0.0
164,-1086.565134902065,0.4583333333333333,0.0,0.5366666666666666,0.043333333333333335,0.42,0.0
165,-1072.7872864212939,0.4644607843137254,0.0,0.49666666666666665,0.03,0.47333333333333333,0.0
166,-1070.4129794399494,0.44607843137254904,0.0,0.5366666666666666,0.043333333333333335,0.42,0.0
167,-1079.8531574406286,0.4730392156862745,0.0,0.49333333333333335,0.023333333333333334,0.48333333333333334,0.0
168,-1090.4191931849728,0.4522058823529412,0.0,0.56,0.02666666666666667,0.41333333333333333,0.0
169,-1078.0585242419384,0.4730392156862745,0.0,0.52,0.013333333333333334,0.4666666666666667,0.0
170,-1090.659036399606,0.4240196078431372,0.0,0.5466666666666666,0.07333333333333333,0.38,0.0
171,-1103.9220004218068,0.42156862745098034,0.0,0.5733333333333334,0.04,0.38666666666666666,0.0
172,-1096.1976266794106,0.42769607843137253,0.0,0.5433333333333333,0.05333333333333334,0.4033333333333333,0.0
173,-1097.5938895825047,0.40686274509803916,0.0,0.5533333333333333,0.09,0.3566666666666667,0.0
174,-1105.256144223401,0.40196078431372545,0.0,0.5566666666666666,0.10333333333333333,0.34,0.0
175,-1112.1689712445148,0.4044117647058824,0.0,0.6466666666666666,0.06,0.29333333333333333,0.0
176,-1113.936019419493,0.4129901960784313,0.0,0.5333333333333333,0.09333333333333334,0.37333333333333335,0.0
177,-1119.283103731688,0.39583333333333337,0.0,0.5333333333333333,0.08666666666666667,0.38,0.0
178,-1110.063874888009,0.43382352941176466,0.0,0.5,0.07333333333333333,0.4266666666666667,0.0
179,-1098.8531286425882,0.4276960784313725,0.0,0.57,0.04666666666666667,0.38333333333333336,0.0
180,-1097.6442751495013,0.43504901960784315,0.0,0.59,0.06666666666666667,0.3433333333333333,0.0
181,-1116.251386714401,0.41666666666666663,0.0,0.49666666666666665,0.11333333333333333,0.39,0.0
182,-1123.3726847372593,0.4031862745098039,0.0,0.54,0.1,0.36,0.0
183,-1110.3557654902738,0.4754901960784313,0.0,0.5266666666666666,0.04,0.43333333333333335,0.0
184,-1097.7955712313428,0.48161764705882354,0.0,0.47,0.043333333333333335,0.4866666666666667,0.0
185,-1090.395356245389,0.47058823529411764,0.0,0.45,0.06666666666666667,0.48333333333333334,0.0
186,-1072.4283663454748,0.4852941176470588,0.0,0.52,0.04,0.44,0.0
187,-1086.15000811768,0.5,0.0,0.52,0.04,0.44,0.0
188,-1091.9573658572533,0.49387254901960775,0.0,0.48333333333333334,0.02666666666666667,0.49,0.0
189,-1087.6175290338128,0.4963235294117647,0.0,0.48333333333333334,0.016666666666666666,0.5,0.0
190,-1101.8696931478148,0.48774509803921573,0.0,0.47,0.05333333333333334,0.4766666666666667,0.0
191,-1102.7358064077864,0.5,0.0,0.4266666666666667,0.04,0.5333333333333333,0.0
192,-1164.5002047524933,0.4852941176470588,0.0,0.5166666666666667,0.023333333333333334,0.46,0.0
193,-1105.2837707526858,0.49264705882352944,0.0,0.43333333333333335,0.06333333333333334,0.5033333333333333,0.0
194,-1091.8218910389687,0.5098039215686274,0.0,0.48333333333333334,0.01,0.5066666666666667,0.0
195,-1117.7488568183883,0.5,0.0,0.44666666666666666,0.03,0.5233333333333333,0.0
196,-1081.7228747769577,0.48039215686274506,0.0,0.5066666666666667,0.043333333333333335,0.45,0.0
197,-1071.617376197807,0.4767156862745098,0.0,0.47,0.04666666666666667,0.48333333333333334,0.0
198,-1081.5423913985094,0.47794117647058826,0.0,0.45666666666666667,0.06333333333333334,0.48,0.0
199,-1081.155675177885,0.4975490196078431,0.0,0.54,0.02666666666666667,0.43333333333333335,0.0
200,-1096.9537141819503,0.4901960784313725,0.0,0.4866666666666667,0.016666666666666666,0.49666666666666665,0.0
201,-1053.2436929685734,0.4987745098039215,0.0,0.5166666666666667,0.02666666666666667,0.45666666666666667,0.0
202,-1069.0936833447065,0.482843137254902,0.0,0.49333333333333335,0.04,0.4666666666666667,0.0
203,-1046.484329287949,0.46446078431372545,0.0,0.5033333333333333,0.06666666666666667,0.43,0.0
204,-1064.7401068132788,0.4681372549019608,0.0,0.5066666666666667,0.013333333333333334,0.48,0.0
205,-1058.9416164401962,0.4656862745098039,0.0,0.45666666666666667,0.006666666666666667,0.5366666666666666,0.0
206,-1046.1507394037878,0.4730392156862745,0.0,0.51,0.03,0.46,0.0
207,-1063.4249015101009,0.4681372549019608,0.0,0.48333333333333334,0.013333333333333334,0.5033333333333333,0.0
208,-1078.8803288497368,0.4754901960784313,0.0,0.5366666666666666,0.0033333333333333335,0.46,0.0
209,-1074.7167569654173,0.45098039215686275,0.0,0.5,0.03333333333333333,0.4666666666666667,0.0
210,-1057.0893949577676,0.45710784313725494,0.0,0.4866666666666667,0.06333333333333334,0.45,0.0
211,-1074.7991304396626,0.40441176470588236,0.0,0.6,0.06,0.34,0.0
212,-1066.4719529830636,0.44362745098039214,0.0,0.56,0.03,0.41,0.0
213,-1044.7091592504207,0.4583333333333333,0.0,0.51,0.04666666666666667,0.44333333333333336,0.0
214,-1046.8451231251709,0.4681372549019608,0.0,0.49666666666666665,0.023333333333333334,0.48,0.0
215,-1047.681524790407,0.45710784313725494,0.0,0.56,0.016666666666666666,0.42333333333333334,0.0
216,-1056.664904844677,0.4411764705882353,0.0,0.5833333333333334,0.02,0.39666666666666667,0.0
217,-1063.4807587472283,0.4509803921568627,0.0,0.54,0.04,0.42,0.0
218,-1118.928027105852,0.44240196078431376,0.0,0.5333333333333333,0.02,0.44666666666666666,0.0
219,-1138.388161727691,0.4362745098039216,0.0,0.55,0.05333333333333334,0.39666666666666667,0.0
220,-1145.4652426835212,0.4387254901960784,0.0,0.5166666666666667,0.006666666666666667,0.4766666666666667,0.0
221,-1138.183950547218,0.4313725490196078,0.0,0.51,0.05,0.44,0.0
222,-1169.281790784462,0.41789215686274506,0.0,0.6366666666666667,0.03,0.3333333333333333,0.0
223,-1136.1640392677477,0.43504901960784315,0.0,0.5633333333333334,0.056666666666666664,0.38,0.0
224,-1119.3171611065077,0.4338235294117647,0.0,0.55,0.03666666666666667,0.41333333333333333,0.0
225,-1143.9035350850302,0.41666666666666663,0.0,0.52,0.023333333333333334,0.45666666666666667,0.0
226,-1079.2780610258178,0.4583333333333333,0.0,0.5466666666666666,0.016666666666666666,0.43666666666666665,0.0
227,-1082.189640309489,0.4583333333333333,0.0,0.53,0.01,0.46,0.0
228,-1100.4018530402197,0.4509803921568627,0.0,0.53,0.023333333333333334,0.44666666666666666,0.0
229,-1088.2881648908183,0.44362745098039214,0.0,0.5166666666666667,0.04,0.44333333333333336,0.0
230,-1055.1071235231507,0.46691176470588236,0.0,0.5233333333333333,0.04,0.43666666666666665,0.0
231,-1055.7444180289344,0.4436274509803922,0.0,0.5266666666666666,0.03,0.44333333333333336,0.0
232,-1052.2262175808698,0.4632352941176471,0.0,0.4766666666666667,0.023333333333333334,0.5,0.0
233,-1061.8179218410926,0.44485294117647056,0.0,0.49333333333333335,0.06666666666666667,0.44,0.0
234,-1061.032306703184,0.4375,0.0,0.53,0.04,0.43,0.0
235,-1028.54655062409,0.46813725490196073,0.0,0.5333333333333333,0.03,0.43666666666666665,0.0
236,-1038.971377487356,0.4473039215686274,0.0,0.45666666666666667,0.043333333333333335,0.5,0.0
237,-1042.107398865648,0.46813725490196084,0.0,0.51,0.02666666666666667,0.4633333333333333,0.0
238,-1057.4865426791905,0.471813725490196,0.0,0.4633333333333333,0.06,0.4766666666666667,0.0
239,-1059.888900029101,0.47058823529411764,0.0,0.49,0.023333333333333334,0.4866666666666667,0.0
240,-1070.9215580095113,0.4632352941176471,0.0,0.55,0.02666666666666667,0.42333333333333334,0.0
241,-1074.446441252372,0.4595588235294117,0.0,0.5366666666666666,0.03666666666666667,0.4266666666666667,0.0
242,-1069.9345304824806,0.4571078431372549,0.0,0.5233333333333333,0.03,0.44666666666666666,0.0
243,-1047.4204387340446,0.46691176470588236,0.0,0.49666666666666665,0.02666666666666667,0.4766666666666667,0.0
244,-1045.4192080420087,0.463235294117647,0.0,0.47333333333333333,0.06666666666666667,0.46,0.0
245,-1027.5570192507614,0.4705882352941176,0.0,0.52,0.04,0.44,0.0
246,-1046.748252862751,0.4583333333333333,0.0,0.5933333333333334,0.02,0.38666666666666666,0.0
247,-1046.3030923667116,0.4656862745098039,0.0,0.48333333333333334,0.043333333333333335,0.47333333333333333,0.0
248,-1079.102281209807,0.45955882352941174,0.0,0.5233333333333333,0.02,0.45666666666666667,0.0
249,-1148.265782035708,0.4387254901960785,0.0,0.5533333333333333,0.03,0.4166666666666667,0.0
250,-1140.7368228900723,0.4424019607843137,0.0,0.55,0.04,0.41,0.0
251,-1077.2130540300504,0.446078431372549,0.0,0.5333333333333333,0.04,0.4266666666666667,0.0
252,-1067.5690202423782,0.47058823529411764,0.0,0.52,0.02,0.46,0.0
253,-1075.4977904762864,0.4632352941176471,0.0,0.55,0.04666666666666667,0.4033333333333333,0.0
254,-1091.4331131212514,0.47058823529411764,0.0,0.51,0.016666666666666666,0.47333333333333333,0.0
255,-1120.3852529734418,0.4656862745098039,0.0,0.5233333333333333,0.01,0.4666666666666667,0.0
256,-1126.5185576301405,0.47794117647058826,0.0,0.5333333333333333,0.01,0.45666666666666667,0.0
257,-1119.8838430140788,0.4754901960784313,0.0,0.5166666666666667,0.023333333333333334,0.46,0.0
258,-1086.0267250648008,0.4889705882352941,0.0,0.51,0.01,0.48,0.0
259,-1106.5687387537148,0.47058823529411764,0.0,0.4866666666666667,0.006666666666666667,0.5066666666666667,0.0
260,-1109.4591092247867,0.45833333333333337,0.0,0.48333333333333334,0.02666666666666667,0.49,0.0
261,-1103.7454471231265,0.4571078431372549,0.0,0.52,0.023333333333333334,0.45666666666666667,0.0
262,-1107.479494860167,0.454656862745098,0.0,0.47,0.02,0.51,0.0
263,-1095.6389525655482,0.4620098039215686,0.0,0.5033333333333333,0.04666666666666667,0.45,0.0
264,-1127.7152200165713,0.46936274509803916,0.0,0.51,0.016666666666666666,0.47333333333333333,0.0
265,-1124.908627887355,0.46568627450980393,0.0,0.5466666666666666,0.016666666666666666,0.43666666666666665,0.0
266,-1143.1394488091246,0.46200980392156865,0.0,0.5166666666666667,0.006666666666666667,0.4766666666666667,0.0
267,-1141.7320082004087,0.45098039215686275,0.0,0.5566666666666666,0.016666666666666666,0.4266666666666667,0.0
268,-1133.360704213708,0.4473039215686274,0.0,0.53,0.013333333333333334,0.45666666666666667,0.0
269,-1142.9451022087626,0.46813725490196084,0.0,0.6166666666666667,0.02,0.36333333333333334,0.0
270,-1152.6939068384884,0.46446078431372545,0.0,0.53,0.013333333333333334,0.45666666666666667,0.0
271,-1141.9366348420924,0.4632352941176471,0.0,0.5266666666666666,0.023333333333333334,0.45,0.0
272,-1168.9307433416634,0.4558823529411764,0.0,0.59,0.013333333333333334,0.39666666666666667,0.0
273,-1164.9248439314242,0.45343137254901966,0.0,0.5666666666666667,0.016666666666666666,0.4166666666666667,0.0
