OnStarts_MinFinalGoalDistance,OnStarts_FeasibilityRate,Outer_iter,OnStarts_SuccessRate,Outer_Success,GenGoal_frac_Good goals,OnStarts_MeanPathDistance,OnStarts_AvgInitGoalDistance,GenGoal_frac_Low rewards,Outer_MeanRewards,OnStarts_AvgTotalRewardDist,OnStarts_AvgTotalRewardInner,GenGoal_frac_Other,OnStarts_AvgFinalGoalDistance,GenGoal_frac_High rewards,GenGoal_frac_Performance Variation
0.0118184601477,1.0,1,0.912505523641,0.0134803921569,0.167512690355,0.436239174484,0.184152068882,0.0,0.0134803921569,0.0,0.0,0.0,0.577738770726,0.832487309645,0.0
0.0838533675048,1.0,2,0.629502572899,0.0968137254902,0.428571428571,2.28858632206,0.427434566895,0.16149068323,0.0968137254902,0.0,0.0,0.0,3.05243306191,0.409937888199,0.0
0.018094710119,1.0,3,0.960921843687,0.166666666667,0.248780487805,0.639284566852,0.470149536474,0.0,0.166666666667,0.0,0.0,0.0,0.594308504061,0.751219512195,0.0
0.107345020564,1.0,4,0.998251748252,0.319852941176,0.0294117647059,0.441202576662,0.513911391497,0.0,0.319852941176,0.0,0.0,0.0,0.299119158479,0.970588235294,0.0
0.1462221302,1.0,5,1.0,0.301470588235,0.0,0.578463593499,0.756429666555,0.0,0.301470588235,0.0,0.0,0.0,0.2853010983,1.0,0.0
0.0840097580811,1.0,6,0.735576923077,0.302696078431,0.0175438596491,3.32393540946,4.54758746057,0.25730994152,0.302696078431,0.0,0.0,0.0,2.27752798861,0.72514619883,0.0
0.16812955202,1.0,7,0.905053598775,0.314950980392,0.25748502994,4.57536406755,8.19299138538,0.0059880239521,0.314950980392,0.0,0.0,0.0,0.932318624344,0.736526946108,0.0
0.161254250753,1.0,8,0.970333745365,0.327205882353,0.0537634408602,4.72342647315,8.23643287473,0.010752688172,0.327205882353,0.0,0.0,0.0,0.462240508947,0.935483870968,0.0
0.17815649287,1.0,9,0.977272727273,0.491421568627,0.0446927374302,4.73189122374,8.17707367896,0.00558659217877,0.491421568627,0.0,0.0,0.0,0.36323839357,0.949720670391,0.0
0.168181155392,1.0,10,1.0,0.511029411765,0.0,4.91621018359,7.99294156256,0.0,0.511029411765,0.0,0.0,0.0,0.279167996442,1.0,0.0
0.165169533387,1.0,11,0.777292576419,0.509803921569,0.0077519379845,5.44613869232,8.37768119673,0.209302325581,0.509803921569,0.0,0.0,0.0,1.981538468,0.782945736434,0.0
0.23808109646,1.0,12,0.934306569343,0.512254901961,0.178571428571,6.79366238629,11.5466675679,0.00892857142857,0.512254901961,0.0,0.0,0.0,0.880795433224,0.8125,0.0
0.182943063269,1.0,13,0.976851851852,0.518382352941,0.0634920634921,6.55160089848,11.6256256831,0.0,0.518382352941,0.0,0.0,0.0,0.438882304042,0.936507936508,0.0
0.236086244913,1.0,14,0.986984815618,0.525735294118,0.0444444444444,6.52072905175,11.4450931933,0.0,0.525735294118,0.0,0.0,0.0,0.367675698941,0.955555555556,0.0
0.242225015478,1.0,15,0.997005988024,0.529411764706,0.00568181818182,4.67424738723,8.12082871429,0.0,0.529411764706,0.0,0.0,0.0,0.311382035974,0.994318181818,0.0
0.240252494999,1.0,16,1.0,0.529411764706,0.0,6.33386845707,11.1428660436,0.0,0.529411764706,0.0,0.0,0.0,0.280756214291,1.0,0.0
0.171912930634,1.0,17,0.78305785124,0.535539215686,0.0300751879699,5.75017953582,8.72857910594,0.195488721805,0.535539215686,0.0,0.0,0.0,2.04512152539,0.774436090226,0.0
0.207106189472,1.0,18,0.899357601713,0.546568627451,0.170212765957,6.75938700954,10.2548786169,0.0283687943262,0.546568627451,0.0,0.0,0.0,1.22413797803,0.801418439716,0.0
0.190415836035,1.0,19,0.975951903808,0.514705882353,0.0492957746479,6.68636383381,10.2238600428,0.0,0.514705882353,0.0,0.0,0.0,0.493577493035,0.950704225352,0.0
0.225613598937,1.0,20,0.913333333333,0.519607843137,0.18320610687,6.82527832669,10.1638629751,0.0152671755725,0.519607843137,0.0,0.0,0.0,0.942699580949,0.801526717557,0.0
0.216532364588,1.0,21,0.799516908213,0.514705882353,0.198412698413,6.55738942432,9.29199279496,0.134920634921,0.514705882353,0.0,0.0,0.0,1.41249817312,0.666666666667,0.0
0.224833846183,1.0,22,0.861678004535,0.541666666667,0.170542635659,5.86817629365,8.02424582197,0.077519379845,0.541666666667,0.0,0.0,0.0,1.42052138527,0.751937984496,0.0
0.215110887767,1.0,23,0.925773195876,0.524509803922,0.0955882352941,5.47845485052,7.44635709195,0.0367647058824,0.524509803922,0.0,0.0,0.0,0.959458966208,0.867647058824,0.0
0.222972292901,1.0,24,0.871621621622,0.485294117647,0.0813008130081,6.96734380977,9.87054523229,0.0650406504065,0.485294117647,0.0,0.0,0.0,1.49314092618,0.853658536585,0.0
0.218225169526,1.0,25,0.839243498818,0.421568627451,0.167938931298,7.03573939089,9.88277871015,0.106870229008,0.421568627451,0.0,0.0,0.0,1.77223066629,0.725190839695,0.0
0.229423896033,1.0,26,0.68,0.414215686275,0.141592920354,7.46479882704,9.72893753749,0.230088495575,0.414215686275,0.0,0.0,0.0,3.27247434004,0.628318584071,0.0
0.232785571352,1.0,27,0.463722397476,0.480392156863,0.154639175258,8.16539260399,9.61448287851,0.505154639175,0.480392156863,0.0,0.0,0.0,5.39455850372,0.340206185567,0.0
0.239263387712,1.0,28,0.415841584158,0.52818627451,0.149425287356,8.25751617797,9.56519930538,0.51724137931,0.52818627451,0.0,0.0,0.0,5.7547065025,0.333333333333,0.0
0.238029813222,1.0,29,0.488673139159,0.503676470588,0.193181818182,8.08874544451,9.7235239129,0.420454545455,0.503676470588,0.0,0.0,0.0,5.07475421107,0.386363636364,0.0
0.234543307566,1.0,30,0.593272171254,0.519607843137,0.139784946237,7.80256452291,9.75428417899,0.344086021505,0.519607843137,0.0,0.0,0.0,4.11589150193,0.516129032258,0.0
0.236540969688,1.0,31,0.719676549865,0.511029411765,0.0642201834862,7.31863215214,9.67576546835,0.211009174312,0.511029411765,0.0,0.0,0.0,2.73113630133,0.724770642202,0.0
0.242460495322,1.0,32,0.699716713881,0.536764705882,0.133333333333,7.4892231458,9.55502069418,0.238095238095,0.536764705882,0.0,0.0,0.0,2.85572166535,0.628571428571,0.0
