GenGoal_frac_Other,Outer_MeanRewards,GenGoal_frac_High rewards,GenGoal_frac_Low rewards,Outer_Success,GenGoal_frac_Good goals,GenGoal_frac_Performance Variation,Outer_iter
0.0,-1048.604159176637,0.52,0.44,0.5269607843137254,0.04,0.0,117
0.0,-1040.6109991979058,0.4633333333333333,0.48333333333333334,0.4963235294117647,0.05333333333333334,0.0,118
0.0,-1083.073515047571,0.4266666666666667,0.4866666666666667,0.4424019607843137,0.08666666666666667,0.0,119
0.0,-1078.720075100125,0.4866666666666667,0.44,0.5073529411764706,0.07333333333333333,0.0,120
0.0,-1061.91277397751,0.5066666666666667,0.4266666666666667,0.5674019607843137,0.06666666666666667,0.0,121
0.0,-1025.7471304734395,0.5033333333333333,0.4633333333333333,0.5490196078431372,0.03333333333333333,0.0,122
0.0,-1034.961084000375,0.53,0.43666666666666665,0.5330882352941176,0.03333333333333333,0.0,123
0.0,-1020.3313677072532,0.6133333333333333,0.38,0.5857843137254902,0.006666666666666667,0.0,124
0.0,-1013.4396185176079,0.57,0.43,0.5686274509803922,0.0,0.0,125
0.0,-1034.336345488353,0.5633333333333334,0.4266666666666667,0.5502450980392156,0.01,0.0,126
0.0,-1045.2913319622944,0.56,0.4166666666666667,0.5441176470588235,0.023333333333333334,0.0,127
0.0,-1020.1117801554033,0.5333333333333333,0.45,0.5465686274509803,0.016666666666666666,0.0,128
0.0,-1085.71624844204,0.5066666666666667,0.4533333333333333,0.5085784313725491,0.04,0.0,129
0.0,-1082.2381252234545,0.48,0.44666666666666666,0.49264705882352944,0.07333333333333333,0.0,130
0.0,-1037.8061785407315,0.49,0.43333333333333335,0.4963235294117647,0.07666666666666666,0.0,131
0.0,-1062.5416865445402,0.47333333333333333,0.49,0.48406862745098034,0.03666666666666667,0.0,132
0.0,-1049.9388473243198,0.4166666666666667,0.5166666666666667,0.4791666666666666,0.06666666666666667,0.0,133
0.0,-1070.7742544948578,0.35333333333333333,0.5633333333333334,0.4080882352941176,0.08333333333333333,0.0,134
0.0,-1042.3280313426108,0.4633333333333333,0.5033333333333333,0.471813725490196,0.03333333333333333,0.0,135
0.0,-1041.7973611127697,0.49,0.47333333333333333,0.4754901960784314,0.03666666666666667,0.0,136
0.0,-1046.1274909395197,0.4633333333333333,0.5166666666666667,0.5036764705882353,0.02,0.0,137
0.0,-1057.7378693285384,0.49666666666666665,0.46,0.5257352941176471,0.043333333333333335,0.0,138
0.0,-1038.307445929898,0.43333333333333335,0.5366666666666666,0.5110294117647058,0.03,0.0,139
0.0,-1055.1316860163288,0.4866666666666667,0.5033333333333333,0.5147058823529411,0.01,0.0,140
0.0,-1060.8269270864857,0.54,0.44666666666666666,0.5049019607843137,0.013333333333333334,0.0,141
0.0,-1036.9922248311423,0.48333333333333334,0.47333333333333333,0.5171568627450981,0.043333333333333335,0.0,142
0.0,-1036.4634380829098,0.4766666666666667,0.49,0.4901960784313726,0.03333333333333333,0.0,143
0.0,-1039.8703395301163,0.5666666666666667,0.39666666666666667,0.5232843137254901,0.03666666666666667,0.0,144
0.0,-1057.3704591151854,0.53,0.44333333333333336,0.5281862745098039,0.02666666666666667,0.0,145
0.0,-1061.3677718698711,0.48333333333333334,0.4766666666666667,0.5073529411764706,0.04,0.0,146
0.0,-1035.144105919595,0.48333333333333334,0.44666666666666666,0.5073529411764706,0.07,0.0,147
0.0,-1047.0749279711142,0.48333333333333334,0.49666666666666665,0.5269607843137255,0.02,0.0,148
0.0,-1039.070694910237,0.45666666666666667,0.49,0.5379901960784313,0.05333333333333334,0.0,149
0.0,-1042.785371230283,0.5033333333333333,0.4633333333333333,0.4975490196078431,0.03333333333333333,0.0,150
0.0,-1043.7545599720038,0.49666666666666665,0.4266666666666667,0.5196078431372549,0.07666666666666666,0.0,151
0.0,-1033.3643425228872,0.53,0.44333333333333336,0.5588235294117647,0.02666666666666667,0.0,152
0.0,-1025.8541145883864,0.58,0.3933333333333333,0.5612745098039217,0.02666666666666667,0.0,153
0.0,-1018.3365011810602,0.5466666666666666,0.42333333333333334,0.5367647058823529,0.03,0.0,154
0.0,-1034.08718182099,0.4066666666666667,0.43666666666666665,0.4718137254901961,0.15666666666666668,0.0,155
0.0,-1027.577901371311,0.54,0.44333333333333336,0.5159313725490196,0.016666666666666666,0.0,156
0.0,-1033.2564994408963,0.49,0.45,0.5012254901960784,0.06,0.0,157
0.0,-1030.9309756823077,0.5933333333333334,0.4033333333333333,0.5453431372549019,0.0033333333333333335,0.0,158
0.0,-1048.2352403412206,0.44666666666666666,0.5233333333333333,0.5049019607843137,0.03,0.0,159
0.0,-1049.4303220304507,0.5033333333333333,0.44666666666666666,0.49509803921568624,0.05,0.0,160
0.0,-1023.8402484358601,0.56,0.43666666666666665,0.5575980392156863,0.0033333333333333335,0.0,161
0.0,-1026.8789456568288,0.57,0.43,0.5477941176470589,0.0,0.0,162
0.0,-1035.8155995072684,0.4766666666666667,0.5233333333333333,0.5294117647058824,0.0,0.0,163
0.0,-1031.0093810042943,0.5733333333333334,0.42,0.5379901960784313,0.006666666666666667,0.0,164
0.0,-1033.6964081462177,0.5466666666666666,0.45,0.5367647058823529,0.0033333333333333335,0.0,165
0.0,-1033.6175443077811,0.54,0.45666666666666667,0.534313725490196,0.0033333333333333335,0.0,166
0.0,-1037.7813508741028,0.5233333333333333,0.4666666666666667,0.5367647058823529,0.01,0.0,167
0.0,-1051.6094374659751,0.47333333333333333,0.5166666666666667,0.517156862745098,0.01,0.0,168
0.0,-1035.59947537491,0.5266666666666666,0.4533333333333333,0.5208333333333333,0.02,0.0,169
0.0,-1024.865761523283,0.58,0.41333333333333333,0.5563725490196078,0.006666666666666667,0.0,170
0.0,-1012.4198202368568,0.5333333333333333,0.4666666666666667,0.5551470588235294,0.0,0.0,171
0.0,-1024.2869778188995,0.5566666666666666,0.44,0.5563725490196079,0.0033333333333333335,0.0,172
0.0,-1020.836330145036,0.55,0.44666666666666666,0.5710784313725491,0.0033333333333333335,0.0,173
0.0,-1063.6060567950733,0.54,0.45,0.5588235294117647,0.01,0.0,174
0.0,-1033.7906077878806,0.5466666666666666,0.43666666666666665,0.5723039215686275,0.016666666666666666,0.0,175
0.0,-1048.0982743744878,0.58,0.41333333333333333,0.5882352941176471,0.006666666666666667,0.0,176
0.0,-1029.5696140268526,0.56,0.4066666666666667,0.5428921568627452,0.03333333333333333,0.0,177
0.0,-1010.6112213345468,0.5733333333333334,0.42,0.5637254901960783,0.006666666666666667,0.0,178
0.0,-1015.7829176198059,0.48333333333333334,0.51,0.5441176470588235,0.006666666666666667,0.0,179
0.0,-1017.5165816737448,0.5366666666666666,0.45666666666666667,0.5355392156862745,0.006666666666666667,0.0,180
0.0,-1008.1928429838299,0.49666666666666665,0.5033333333333333,0.5428921568627451,0.0,0.0,181
0.0,-1020.7707876375836,0.59,0.4033333333333333,0.5318627450980392,0.006666666666666667,0.0,182
0.0,-1030.387040458498,0.5533333333333333,0.44333333333333336,0.5318627450980392,0.0033333333333333335,0.0,183
0.0,-1032.1026350888012,0.52,0.4666666666666667,0.5208333333333334,0.013333333333333334,0.0,184
0.0,-1030.7601421689358,0.5366666666666666,0.4633333333333333,0.5306372549019607,0.0,0.0,185
0.0,-1027.464047772981,0.5466666666666666,0.45,0.528186274509804,0.0033333333333333335,0.0,186
0.0,-1017.2037591201318,0.5533333333333333,0.44666666666666666,0.5441176470588235,0.0,0.0,187
0.0,-1033.6735503378475,0.5566666666666666,0.44333333333333336,0.5453431372549019,0.0,0.0,188
0.0,-1034.5653346818217,0.51,0.4866666666666667,0.5428921568627451,0.0033333333333333335,0.0,189
0.0,-1036.2038182214617,0.6166666666666667,0.38,0.5441176470588235,0.0033333333333333335,0.0,190
0.0,-1031.4230187172182,0.5933333333333334,0.4,0.5441176470588235,0.006666666666666667,0.0,191
0.0,-1030.7511915082277,0.57,0.43,0.5551470588235294,0.0,0.0,192
0.0,-1022.5663193557215,0.5233333333333333,0.47,0.5490196078431372,0.006666666666666667,0.0,193
0.0,-1013.8014220321522,0.52,0.48,0.5465686274509803,0.0,0.0,194
0.0,-1029.4950789817474,0.5133333333333333,0.48,0.5294117647058824,0.006666666666666667,0.0,195
0.0,-1021.1711531683759,0.54,0.4533333333333333,0.5318627450980392,0.006666666666666667,0.0,196
0.0,-1050.8925046512627,0.5433333333333333,0.4533333333333333,0.5196078431372548,0.0033333333333333335,0.0,197
0.0,-1028.0037831770894,0.51,0.47,0.5208333333333333,0.02,0.0,198
0.0,-1041.2755287426742,0.4866666666666667,0.5133333333333333,0.5073529411764706,0.0,0.0,199
0.0,-1023.3767093033052,0.52,0.4766666666666667,0.5404411764705882,0.0033333333333333335,0.0,200
0.0,-1046.6590186920657,0.5333333333333333,0.4666666666666667,0.5367647058823529,0.0,0.0,201
0.0,-1047.1256676405396,0.52,0.47333333333333333,0.5183823529411765,0.006666666666666667,0.0,202
0.0,-1053.6659332923757,0.49333333333333335,0.49,0.5036764705882353,0.016666666666666666,0.0,203
0.0,-1057.606680810384,0.54,0.43666666666666665,0.4963235294117647,0.023333333333333334,0.0,204
0.0,-1044.3354663158598,0.53,0.47,0.5306372549019607,0.0,0.0,205
0.0,-1050.1191095561471,0.5233333333333333,0.47333333333333333,0.5220588235294118,0.0033333333333333335,0.0,206
0.0,-1057.0824197102145,0.5366666666666666,0.4533333333333333,0.5257352941176471,0.01,0.0,207
0.0,-1045.9439292277714,0.53,0.4666666666666667,0.5404411764705882,0.0033333333333333335,0.0,208
0.0,-1059.9190485527438,0.5466666666666666,0.45,0.5416666666666666,0.0033333333333333335,0.0,209
0.0,-1063.323069130111,0.5366666666666666,0.45666666666666667,0.5294117647058824,0.006666666666666667,0.0,210
0.0,-1058.861395522601,0.5533333333333333,0.44666666666666666,0.528186274509804,0.0,0.0,211
0.0,-1046.5155497939427,0.5266666666666666,0.47,0.5330882352941176,0.0033333333333333335,0.0,212
0.0,-1035.3402515739278,0.5333333333333333,0.46,0.5355392156862745,0.006666666666666667,0.0,213
0.0,-1067.0268619004628,0.5233333333333333,0.47,0.5147058823529411,0.006666666666666667,0.0,214
0.0,-1031.311510219912,0.49333333333333335,0.5066666666666667,0.5294117647058824,0.0,0.0,215
0.0,-1015.7001689740027,0.5366666666666666,0.4633333333333333,0.5196078431372548,0.0,0.0,216
0.0,-1021.672040472266,0.47333333333333333,0.5266666666666666,0.5183823529411765,0.0,0.0,217
0.0,-1044.7892083727368,0.55,0.44,0.5098039215686275,0.01,0.0,218
0.0,-1044.685237691059,0.55,0.44333333333333336,0.5220588235294118,0.006666666666666667,0.0,219
0.0,-1068.0990454006565,0.5433333333333333,0.4533333333333333,0.5232843137254902,0.0033333333333333335,0.0,220
0.0,-1029.2338137117613,0.5466666666666666,0.44666666666666666,0.5306372549019608,0.006666666666666667,0.0,221
0.0,-1020.7784860152518,0.5466666666666666,0.44666666666666666,0.5355392156862745,0.006666666666666667,0.0,222
0.0,-1038.9382700249282,0.5233333333333333,0.47,0.5318627450980393,0.006666666666666667,0.0,223
0.0,-1027.3390327123905,0.5266666666666666,0.46,0.5294117647058824,0.013333333333333334,0.0,224
0.0,-1031.8162207601056,0.5633333333333334,0.43333333333333335,0.5257352941176471,0.0033333333333333335,0.0,225
0.0,-1032.806878827,0.49333333333333335,0.49666666666666665,0.5098039215686274,0.01,0.0,226
0.0,-1069.6033065816523,0.5133333333333333,0.46,0.5024509803921569,0.02666666666666667,0.0,227
0.0,-1067.5876582874075,0.5133333333333333,0.4766666666666667,0.5073529411764706,0.01,0.0,228
0.0,-1061.1073845357587,0.5233333333333333,0.47,0.5110294117647058,0.006666666666666667,0.0,229
0.0,-1044.6659040261409,0.5166666666666667,0.4766666666666667,0.5159313725490196,0.006666666666666667,0.0,230
0.0,-1049.2210880816613,0.5466666666666666,0.45,0.5183823529411765,0.0033333333333333335,0.0,231
0.0,-1021.3295495576572,0.5166666666666667,0.4766666666666667,0.5416666666666666,0.006666666666666667,0.0,232
0.0,-1027.2347731731074,0.55,0.45,0.5392156862745098,0.0,0.0,233
0.0,-1033.847376857977,0.49666666666666665,0.4866666666666667,0.5196078431372548,0.016666666666666666,0.0,234
0.0,-1017.5050248458579,0.54,0.44333333333333336,0.528186274509804,0.016666666666666666,0.0,235
0.0,-1005.8635337319369,0.5766666666666667,0.42333333333333334,0.5404411764705882,0.0,0.0,236
0.0,-1015.3216171421766,0.51,0.4866666666666667,0.5245098039215685,0.0033333333333333335,0.0,237
0.0,-1023.7589244650917,0.5366666666666666,0.4633333333333333,0.5183823529411765,0.0,0.0,238
0.0,-1032.4682764185325,0.49,0.5033333333333333,0.5122549019607844,0.006666666666666667,0.0,239
0.0,-1044.4800768556238,0.5233333333333333,0.4666666666666667,0.5134803921568627,0.01,0.0,240
0.0,-1017.7272046096696,0.54,0.46,0.5490196078431372,0.0,0.0,241
0.0,-1046.130500815692,0.4633333333333333,0.5266666666666666,0.5257352941176471,0.01,0.0,242
0.0,-1037.8071189551865,0.55,0.44666666666666666,0.534313725490196,0.0033333333333333335,0.0,243
0.0,-1018.7571105519515,0.5166666666666667,0.47,0.5281862745098039,0.013333333333333334,0.0,244
0.0,-1036.6249309156813,0.5766666666666667,0.42333333333333334,0.5355392156862745,0.0,0.0,245
0.0,-1032.572485076307,0.5433333333333333,0.45,0.5379901960784315,0.006666666666666667,0.0,246
0.0,-1028.6335170006735,0.57,0.4266666666666667,0.5392156862745098,0.0033333333333333335,0.0,247
0.0,-1026.7351275744013,0.48333333333333334,0.5133333333333333,0.5220588235294118,0.0033333333333333335,0.0,248
0.0,-1010.996179511021,0.5033333333333333,0.49333333333333335,0.5367647058823529,0.0033333333333333335,0.0,249
0.0,-1005.1767063274754,0.5333333333333333,0.4666666666666667,0.5477941176470589,0.0,0.0,250
0.0,-1015.418437745509,0.56,0.44,0.5551470588235294,0.0,0.0,251
0.0,-1009.9998113839448,0.55,0.44666666666666666,0.5674019607843137,0.0033333333333333335,0.0,252
0.0,-1014.4476751727989,0.5666666666666667,0.43,0.5588235294117647,0.0033333333333333335,0.0,253
0.0,-1030.1441615598178,0.5733333333333334,0.4266666666666667,0.5441176470588235,0.0,0.0,254
0.0,-1029.224487458087,0.5133333333333333,0.4766666666666667,0.5428921568627451,0.01,0.0,255
0.0,-1020.2146037619611,0.58,0.41333333333333333,0.5441176470588235,0.006666666666666667,0.0,256
0.0,-1013.5527692806102,0.57,0.41333333333333333,0.5318627450980392,0.016666666666666666,0.0,257
0.0,-1016.9917678113574,0.5166666666666667,0.46,0.5208333333333333,0.023333333333333334,0.0,258
0.0,-1008.6301922846365,0.4633333333333333,0.49,0.5073529411764706,0.04666666666666667,0.0,259
0.0,-992.6703062196913,0.56,0.43333333333333335,0.5600490196078431,0.006666666666666667,0.0,260
0.0,-995.2605081821249,0.5733333333333334,0.42333333333333334,0.5575980392156863,0.0033333333333333335,0.0,261
0.0,-1004.6440291065027,0.5866666666666667,0.4066666666666667,0.5551470588235294,0.006666666666666667,0.0,262
0.0,-1009.9178931334322,0.5266666666666666,0.4666666666666667,0.5551470588235294,0.006666666666666667,0.0,263
0.0,-1003.6913789210555,0.62,0.38,0.5588235294117647,0.0,0.0,264
0.0,-1007.2408563547857,0.5333333333333333,0.4533333333333333,0.5196078431372548,0.013333333333333334,0.0,265
0.0,-1018.7046559087182,0.52,0.44666666666666666,0.5049019607843137,0.03333333333333333,0.0,266
0.0,-1002.171626052761,0.5466666666666666,0.4166666666666667,0.5122549019607843,0.03666666666666667,0.0,267
0.0,-996.2799306928417,0.56,0.43,0.5551470588235294,0.01,0.0,268
0.0,-999.9078862396609,0.5266666666666666,0.4533333333333333,0.5269607843137254,0.02,0.0,269
0.0,-1004.7168908604159,0.45666666666666667,0.49666666666666665,0.5159313725490196,0.04666666666666667,0.0,270
0.0,-1018.8646503124825,0.4266666666666667,0.5566666666666666,0.5012254901960784,0.016666666666666666,0.0,271
