Outer_Success,OnStarts_SuccessRate,GenGoal_frac_Other,OnStarts_AvgTotalRewardInner,OnStarts_AvgInitGoalDistance,GenGoal_frac_High rewards,OnStarts_MeanPathDistance,Outer_MeanRewards,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,OnStarts_MinFinalGoalDistance,GenGoal_frac_Performance Variation,OnStarts_AvgFinalGoalDistance,OnStarts_AvgTotalRewardDist,OnStarts_FeasibilityRate,Outer_iter
0.359068627451,1.0,0.0,0.0,0.623797545387,1.0,0.492090840148,0.359068627451,0.0,0.0,0.0571587252593,0.0,0.265536191757,0.0,1.0,32
0.335784313725,1.0,0.0,0.0,0.629233741495,1.0,0.494715271604,0.335784313725,0.0,0.0,0.0546191272505,0.0,0.263904828191,0.0,1.0,33
0.383578431373,1.0,0.0,0.0,0.641591186678,1.0,0.503982860125,0.383578431373,0.0,0.0,0.0339445854104,0.0,0.267856282506,0.0,1.0,34
0.398284313725,1.0,0.0,0.0,0.637080314141,1.0,0.50203547026,0.398284313725,0.0,0.0,0.0630256878847,0.0,0.270554715837,0.0,1.0,35
0.399509803922,1.0,0.0,0.0,0.664550857854,1.0,0.519404424713,0.399509803922,0.0,0.0,0.0629798330159,0.0,0.269130662282,0.0,1.0,36
0.401960784314,1.0,0.0,0.0,0.662917362961,1.0,0.517014242381,0.401960784314,0.0,0.0,0.0272323239648,0.0,0.265825353877,0.0,1.0,37
0.389705882353,1.0,0.0,0.0,0.657755188154,1.0,0.515067696179,0.389705882353,0.0,0.0,0.0571947312712,0.0,0.269278548637,0.0,1.0,38
0.395833333333,1.0,0.0,0.0,0.624841889237,1.0,0.491826562696,0.395833333333,0.0,0.0,0.053995778179,0.0,0.264323777923,0.0,1.0,39
0.40318627451,1.0,0.0,0.0,0.61238409414,1.0,0.483242697222,0.40318627451,0.0,0.0,0.0157452603604,0.0,0.260821473671,0.0,1.0,40
0.324754901961,1.0,0.0,0.0,0.642882545701,1.0,0.50494085154,0.324754901961,0.0,0.0,0.0113924858382,0.0,0.268127578586,0.0,1.0,41
0.388480392157,1.0,0.0,0.0,0.666683864533,1.0,0.519608645693,0.388480392157,0.0,0.0,0.0431771664564,0.0,0.266202145492,0.0,1.0,42
0.351715686275,1.0,0.0,0.0,0.691382706504,1.0,0.537269745466,0.351715686275,0.0,0.0,0.0507687425768,0.0,0.271037749343,0.0,1.0,43
0.389705882353,1.0,0.0,0.0,0.682041564116,1.0,0.530795989863,0.389705882353,0.0,0.0,0.0811320881534,0.0,0.271108538302,0.0,1.0,44
0.393382352941,1.0,0.0,0.0,0.665726755893,1.0,0.522110321166,0.393382352941,0.0,0.0,0.0678163396752,0.0,0.277051546209,0.0,1.0,45
0.404411764706,1.0,0.0,0.0,0.696598522221,1.0,0.541774439579,0.404411764706,0.0,0.0,0.0290013733647,0.0,0.277265427388,0.0,1.0,46
0.411764705882,1.0,0.0,0.0,0.727568859951,1.0,0.56075991661,0.411764705882,0.0,0.0,0.0386209984357,0.0,0.275226463733,0.0,1.0,47
0.410539215686,1.0,0.0,0.0,0.721216423011,1.0,0.557255793522,0.410539215686,0.0,0.0,0.137551820825,0.0,0.277735832785,0.0,1.0,48
0.40931372549,1.0,0.0,0.0,0.769897249715,1.0,0.587211064183,0.40931372549,0.0,0.0,0.0711897724539,0.0,0.274164125407,0.0,1.0,49
0.410539215686,1.0,0.0,0.0,0.767065760316,1.0,0.584880393114,0.410539215686,0.0,0.0,0.050797799015,0.0,0.272257844413,0.0,1.0,50
0.40931372549,1.0,0.0,0.0,0.775711880204,1.0,0.591706700052,0.40931372549,0.0,0.0,0.111601360796,0.0,0.274952075731,0.0,1.0,51
0.408088235294,1.0,0.0,0.0,0.747124135884,1.0,0.573677416206,0.408088235294,0.0,0.0,0.068962507006,0.0,0.274521450718,0.0,1.0,52
0.411764705882,1.0,0.0,0.0,0.781906252285,1.0,0.59618987113,0.411764705882,0.0,0.0,0.0787947731666,0.0,0.276354374797,0.0,1.0,53
0.410539215686,1.0,0.0,0.0,0.745973250898,1.0,0.571239336789,0.410539215686,0.0,0.0,0.0805824952326,0.0,0.269720664013,0.0,1.0,54
0.411764705882,1.0,0.0,0.0,0.709742893061,1.0,0.549315275938,0.411764705882,0.0,0.0,0.0512381272,0.0,0.271259480824,0.0,1.0,55
0.404411764706,1.0,0.0,0.0,0.737189434249,1.0,0.568066090915,0.404411764706,0.0,0.0,0.146370452796,0.0,0.276272678881,0.0,1.0,56
0.411764705882,1.0,0.0,0.0,0.723746687987,1.0,0.559615006629,0.411764705882,0.0,0.0,0.0504125939647,0.0,0.276319718732,0.0,1.0,57
0.410539215686,1.0,0.0,0.0,0.709907664725,1.0,0.549245123846,0.410539215686,0.0,0.0,0.101938779597,0.0,0.272991072627,0.0,1.0,58
0.411764705882,1.0,0.0,0.0,0.720816019104,1.0,0.557127079015,0.411764705882,0.0,0.0,0.0646689657995,0.0,0.275522534831,0.0,1.0,59
0.411764705882,1.0,0.0,0.0,0.713618908824,1.0,0.552638629006,0.411764705882,0.0,0.0,0.113302238392,0.0,0.276129362848,0.0,1.0,60
0.406862745098,1.0,0.0,0.0,0.722260527071,1.0,0.557747263102,0.406862745098,0.0,0.0,0.129358473874,0.0,0.275279898352,0.0,1.0,61
0.40931372549,1.0,0.0,0.0,0.734881349803,1.0,0.565604511972,0.40931372549,0.0,0.0,0.118539522981,0.0,0.274373002334,0.0,1.0,62
0.394607843137,1.0,0.0,0.0,0.711131011413,1.0,0.548306994989,0.394607843137,0.0,0.0,0.0641982951379,0.0,0.266743083651,0.0,1.0,63
0.394607843137,1.0,0.0,0.0,0.679309786682,1.0,0.5292294231,0.394607843137,0.0,0.0,0.0623109604041,0.0,0.270969950152,0.0,1.0,64
0.411764705882,1.0,0.0,0.0,0.648114337673,1.0,0.509789011544,0.411764705882,0.0,0.0,0.0284392724765,0.0,0.270805121854,0.0,1.0,65
0.40931372549,1.0,0.0,0.0,0.685898942276,1.0,0.536151978486,0.40931372549,0.0,0.0,0.0921524702874,0.0,0.277334888445,0.0,1.0,66
0.410539215686,1.0,0.0,0.0,0.674582467636,1.0,0.529803258131,0.410539215686,0.0,0.0,0.14786552478,0.0,0.279461654861,0.0,1.0,67
0.411764705882,1.0,0.0,0.0,0.71335220028,1.0,0.55362513589,0.411764705882,0.0,0.0,0.203901381196,0.0,0.277892695966,0.0,1.0,68
0.395833333333,1.0,0.0,0.0,0.692209581087,1.0,0.539622581649,0.395833333333,0.0,0.0,0.095066103424,0.0,0.278484833144,0.0,1.0,69
0.393382352941,1.0,0.0,0.0,0.729901720083,1.0,0.563679883179,0.393382352941,0.0,0.0,0.145509482361,0.0,0.277427949603,0.0,1.0,70
0.392156862745,1.0,0.0,0.0,0.73265517682,1.0,0.565351886001,0.392156862745,0.0,0.0,0.113085613644,0.0,0.277638180664,0.0,1.0,71
0.389705882353,1.0,0.0,0.0,0.742046917872,1.0,0.571323314734,0.389705882353,0.0,0.0,0.0651022376024,0.0,0.277782699648,0.0,1.0,72
0.390931372549,1.0,0.0,0.0,0.729072142344,1.0,0.563525166627,0.390931372549,0.0,0.0,0.153882066915,0.0,0.277852179438,0.0,1.0,73
0.393382352941,1.0,0.0,0.0,0.72525988025,1.0,0.560339911607,0.393382352941,0.0,0.0,0.0805750634582,0.0,0.276076063088,0.0,1.0,74
0.394607843137,1.0,0.0,0.0,0.722965932508,1.0,0.558565466724,0.394607843137,0.0,0.0,0.0735202625864,0.0,0.273557597159,0.0,1.0,75
0.400735294118,1.0,0.0,0.0,0.711175474594,1.0,0.550838913395,0.400735294118,0.0,0.0,0.0594669548556,0.0,0.274104922046,0.0,1.0,76
0.40318627451,1.0,0.0,0.0,0.703029499842,1.0,0.544522853162,0.40318627451,0.0,0.0,0.0522353431224,0.0,0.272101872856,0.0,1.0,77
0.411764705882,1.0,0.0,0.0,0.725202056069,1.0,0.559513414017,0.411764705882,0.0,0.0,0.0870889443569,0.0,0.274218744416,0.0,1.0,78
0.411764705882,1.0,0.0,0.0,0.731114890686,1.0,0.56385945082,0.411764705882,0.0,0.0,0.0643585818035,0.0,0.274743927894,0.0,1.0,79
0.411764705882,1.0,0.0,0.0,0.735942652014,1.0,0.566579528222,0.411764705882,0.0,0.0,0.0273722126428,0.0,0.274845476496,0.0,1.0,80
0.411764705882,1.0,0.0,0.0,0.7318442336,1.0,0.563213700379,0.411764705882,0.0,0.0,0.0268195318962,0.0,0.272322062816,0.0,1.0,81
0.410539215686,1.0,0.0,0.0,0.73979122832,1.0,0.568208962903,0.410539215686,0.0,0.0,0.0225860181022,0.0,0.271056112102,0.0,1.0,82
0.411764705882,1.0,0.0,0.0,0.734693596866,1.0,0.567984258324,0.411764705882,0.0,0.0,0.143439855877,0.0,0.278861136741,0.0,1.0,83
0.411764705882,1.0,0.0,0.0,0.691661658985,1.0,0.539748040608,0.411764705882,0.0,0.0,0.105216780286,0.0,0.277300026188,0.0,1.0,84
0.411764705882,1.0,0.0,0.0,0.695675197036,1.0,0.542003193698,0.411764705882,0.0,0.0,0.105216780286,0.0,0.277263959733,0.0,1.0,85
0.411764705882,1.0,0.0,0.0,0.705776242361,1.0,0.548329328017,0.411764705882,0.0,0.0,0.106811309312,0.0,0.277267449777,0.0,1.0,86
0.411764705882,1.0,0.0,0.0,0.701474368331,1.0,0.545478020512,0.411764705882,0.0,0.0,0.0720541185819,0.0,0.274738907967,0.0,1.0,87
0.410539215686,1.0,0.0,0.0,0.67037524759,1.0,0.525001931636,0.410539215686,0.0,0.0,0.0988361674196,0.0,0.273814403397,0.0,1.0,88
0.411764705882,1.0,0.0,0.0,0.660724045133,1.0,0.518679475232,0.411764705882,0.0,0.0,0.10088743881,0.0,0.274822847974,0.0,1.0,89
0.404411764706,1.0,0.0,0.0,0.675662842191,1.0,0.527168352693,0.404411764706,0.0,0.0,0.0739227669957,0.0,0.273459027265,0.0,1.0,90
0.408088235294,1.0,0.0,0.0,0.670016828792,1.0,0.522704274849,0.408088235294,0.0,0.0,0.0100774081265,0.0,0.270425732525,0.0,1.0,91
0.408088235294,1.0,0.0,0.0,0.63926309451,1.0,0.501444166262,0.408088235294,0.0,0.0,0.0444394358009,0.0,0.265878810024,0.0,1.0,92
0.404411764706,1.0,0.0,0.0,0.648132046514,1.0,0.508547834857,0.404411764706,0.0,0.0,0.0544908718298,0.0,0.270226157338,0.0,1.0,93
0.410539215686,1.0,0.0,0.0,0.637064804882,1.0,0.50124593732,0.410539215686,0.0,0.0,0.0217527886636,0.0,0.268545123042,0.0,1.0,94
0.410539215686,1.0,0.0,0.0,0.685736701459,1.0,0.53519132237,0.410539215686,0.0,0.0,0.0600821065098,0.0,0.275655930173,0.0,1.0,95
0.411764705882,1.0,0.0,0.0,0.708822987146,1.0,0.548125858608,0.411764705882,0.0,0.0,0.0385930108565,0.0,0.272006512761,0.0,1.0,96
0.411764705882,1.0,0.0,0.0,0.720677704142,1.0,0.55676106909,0.411764705882,0.0,0.0,0.0408319147985,0.0,0.275490948107,0.0,1.0,97
0.411764705882,1.0,0.0,0.0,0.691956556065,1.0,0.538914915887,0.411764705882,0.0,0.0,0.0243723016186,0.0,0.275355758885,0.0,1.0,98
0.411764705882,1.0,0.0,0.0,0.678640258122,1.0,0.531041717252,0.411764705882,0.0,0.0,0.0629081129531,0.0,0.276906352928,0.0,1.0,99
0.405637254902,1.0,0.0,0.0,0.645922289284,1.0,0.508197294852,0.405637254902,0.0,0.0,0.0161674525939,0.0,0.272902140948,0.0,1.0,100
0.411764705882,1.0,0.0,0.0,0.635156887005,1.0,0.49984695855,0.411764705882,0.0,0.0,0.0168058696713,0.0,0.269362695394,0.0,1.0,101
0.406862745098,1.0,0.0,0.0,0.616614971075,1.0,0.488729287025,0.406862745098,0.0,0.0,0.0223089969683,0.0,0.270115177313,0.0,1.0,102
0.410539215686,1.0,0.0,0.0,0.573981211798,1.0,0.460747020611,0.410539215686,0.0,0.0,0.0213620780551,0.0,0.266699751121,0.0,1.0,103
0.40931372549,1.0,0.0,0.0,0.592979955289,1.0,0.473890303619,0.40931372549,0.0,0.0,0.0473301959813,0.0,0.270426303532,0.0,1.0,104
0.411764705882,1.0,0.0,0.0,0.593399428662,1.0,0.475794927495,0.411764705882,0.0,0.0,0.0937633787003,0.0,0.274578503535,0.0,1.0,105
0.40931372549,1.0,0.0,0.0,0.61502160738,1.0,0.489394518825,0.40931372549,0.0,0.0,0.0223736457337,0.0,0.273792312818,0.0,1.0,106
0.400735294118,1.0,0.0,0.0,0.623885066533,1.0,0.49490692813,0.400735294118,0.0,0.0,0.13801904146,0.0,0.274699120529,0.0,1.0,107
0.404411764706,1.0,0.0,0.0,0.620437481594,1.0,0.493002954538,0.404411764706,0.0,0.0,0.08010356481,0.0,0.275542834706,0.0,1.0,108
0.397058823529,1.0,0.0,0.0,0.607392717971,1.0,0.484603596412,0.397058823529,0.0,0.0,0.0855299198004,0.0,0.274449689149,0.0,1.0,109
0.405637254902,1.0,0.0,0.0,0.633642907734,1.0,0.502146640614,0.405637254902,0.0,0.0,0.0723463239498,0.0,0.276564239416,0.0,1.0,110
0.367647058824,1.0,0.0,0.0,0.651499488572,1.0,0.513801082379,0.367647058824,0.0,0.0,0.14555451886,0.0,0.277196421246,0.0,1.0,111
0.393382352941,1.0,0.0,0.0,0.67551563792,1.0,0.529312421609,0.393382352941,0.0,0.0,0.100889127374,0.0,0.276587299519,0.0,1.0,112
0.411764705882,1.0,0.0,0.0,0.68386622646,1.0,0.533305580502,0.411764705882,0.0,0.0,0.0809676266967,0.0,0.27530008314,0.0,1.0,113
0.40931372549,1.0,0.0,0.0,0.678078324122,1.0,0.530210785118,0.40931372549,0.0,0.0,0.093609178265,0.0,0.277820470986,0.0,1.0,114
0.411764705882,1.0,0.0,0.0,0.66236433266,1.0,0.52098197659,0.411764705882,0.0,0.0,0.126827699541,0.0,0.277394362705,0.0,1.0,115
0.410539215686,1.0,0.0,0.0,0.692269721407,1.0,0.538233744763,0.410539215686,0.0,0.0,0.0896218331733,0.0,0.273102219884,0.0,1.0,116
0.40931372549,1.0,0.0,0.0,0.675541188009,1.0,0.525301190112,0.40931372549,0.0,0.0,0.0208100694994,0.0,0.269008634857,0.0,1.0,117
0.411764705882,1.0,0.0,0.0,0.676383324451,1.0,0.526344330435,0.411764705882,0.0,0.0,0.0568542675217,0.0,0.270038583309,0.0,1.0,118
0.411764705882,1.0,0.0,0.0,0.706177500844,1.0,0.544743068652,0.411764705882,0.0,0.0,0.052840295113,0.0,0.268013387144,0.0,1.0,119
0.406862745098,1.0,0.0,0.0,0.726032565548,1.0,0.558527783784,0.406862745098,0.0,0.0,0.0305584760556,0.0,0.271435619372,0.0,1.0,120
0.40318627451,1.0,0.0,0.0,0.75475397915,1.0,0.577366492767,0.40318627451,0.0,0.0,0.0230959081021,0.0,0.275511477344,0.0,1.0,121
0.411764705882,1.0,0.0,0.0,0.710116517863,1.0,0.548984990263,0.411764705882,0.0,0.0,0.0231460147672,0.0,0.275431310418,0.0,1.0,122
0.411764705882,1.0,0.0,0.0,0.716689115109,1.0,0.553271441413,0.411764705882,0.0,0.0,0.0388103989566,0.0,0.274430901889,0.0,1.0,123
0.408088235294,1.0,0.0,0.0,0.737677229105,1.0,0.565755634337,0.408088235294,0.0,0.0,0.0673758282486,0.0,0.272185045053,0.0,1.0,124
0.411764705882,1.0,0.0,0.0,0.709486517132,1.0,0.549103146668,0.411764705882,0.0,0.0,0.0630823585953,0.0,0.274513041125,0.0,1.0,125
0.411764705882,1.0,0.0,0.0,0.734747312662,1.0,0.56464444888,0.411764705882,0.0,0.0,0.0897272087599,0.0,0.271590512605,0.0,1.0,126
0.411764705882,1.0,0.0,0.0,0.755395066272,1.0,0.579525495917,0.411764705882,0.0,0.0,0.0897726430655,0.0,0.275867242004,0.0,1.0,127
0.411764705882,1.0,0.0,0.0,0.735960908006,1.0,0.567306623603,0.411764705882,0.0,0.0,0.139249163586,0.0,0.278159416218,0.0,1.0,128
0.411764705882,1.0,0.0,0.0,0.782603895645,1.0,0.596603425874,0.411764705882,0.0,0.0,0.123854826901,0.0,0.277203138794,0.0,1.0,129
0.375,1.0,0.0,0.0,0.750956522734,1.0,0.574786744689,0.375,0.0,0.0,0.0271179097432,0.0,0.273805157633,0.0,1.0,130
0.273284313725,1.0,0.0,0.0,0.707133020835,1.0,0.545031266626,0.273284313725,0.0,0.0,0.0236150707347,0.0,0.270946104797,0.0,1.0,131
0.274509803922,1.0,0.0,0.0,0.685165218609,1.0,0.533018125311,0.274509803922,0.0,0.0,0.0584712753255,0.0,0.276574502973,0.0,1.0,132
0.273284313725,1.0,0.0,0.0,0.718725838715,1.0,0.555410742446,0.273284313725,0.0,0.0,0.0388948043843,0.0,0.277303451594,0.0,1.0,133
0.272058823529,1.0,0.0,0.0,0.681582436008,1.0,0.531844524399,0.272058823529,0.0,0.0,0.07871330058,0.0,0.277423926743,0.0,1.0,134
0.270833333333,1.0,0.0,0.0,0.702648086963,1.0,0.544910723399,0.270833333333,0.0,0.0,0.0778305879365,0.0,0.27545677843,0.0,1.0,135
0.265931372549,1.0,0.0,0.0,0.703592777606,1.0,0.546318128109,0.265931372549,0.0,0.0,0.0597852276189,0.0,0.275133277845,0.0,1.0,136
0.269607843137,1.0,0.0,0.0,0.706108925448,1.0,0.54764615179,0.269607843137,0.0,0.0,0.0980472136671,0.0,0.276808134153,0.0,1.0,137
0.272058823529,1.0,0.0,0.0,0.710611032237,1.0,0.550109844192,0.272058823529,0.0,0.0,0.0542308139462,0.0,0.274192596138,0.0,1.0,138
0.362745098039,1.0,0.0,0.0,0.711971121981,1.0,0.550587382994,0.362745098039,0.0,0.0,0.064835680152,0.0,0.27218209416,0.0,1.0,139
0.272058823529,1.0,0.0,0.0,0.71015220047,1.0,0.550087412987,0.272058823529,0.0,0.0,0.0544787688709,0.0,0.274701227217,0.0,1.0,140
0.268382352941,1.0,0.0,0.0,0.700085097127,1.0,0.543279495108,0.268382352941,0.0,0.0,0.0343690678006,0.0,0.274270784592,0.0,1.0,141
0.267156862745,1.0,0.0,0.0,0.688420773751,1.0,0.5358029139,0.267156862745,0.0,0.0,0.0545002581215,0.0,0.273901256302,0.0,1.0,142
0.269607843137,1.0,0.0,0.0,0.68104287984,1.0,0.530800905565,0.269607843137,0.0,0.0,0.0787251872631,0.0,0.274614466457,0.0,1.0,143
0.267156862745,1.0,0.0,0.0,0.68139107791,1.0,0.531172311533,0.267156862745,0.0,0.0,0.143515224688,0.0,0.274902851341,0.0,1.0,144
0.269607843137,1.0,0.0,0.0,0.693722125507,1.0,0.538095997962,0.269607843137,0.0,0.0,0.0327446531004,0.0,0.271080677398,0.0,1.0,145
0.267156862745,1.0,0.0,0.0,0.697382561132,1.0,0.542599543507,0.267156862745,0.0,0.0,0.087419502193,0.0,0.276649796516,0.0,1.0,146
0.265931372549,1.0,0.0,0.0,0.670621436832,1.0,0.524828855488,0.265931372549,0.0,0.0,0.0372990789786,0.0,0.273231672945,0.0,1.0,147
0.267156862745,1.0,0.0,0.0,0.670612324539,1.0,0.524046497945,0.267156862745,0.0,0.0,0.0940076554743,0.0,0.272321297435,0.0,1.0,148
0.263480392157,1.0,0.0,0.0,0.706897695784,1.0,0.546762322429,0.263480392157,0.0,0.0,0.0292668595206,0.0,0.271513169289,0.0,1.0,149
0.270833333333,1.0,0.0,0.0,0.721192790268,1.0,0.555534475988,0.270833333333,0.0,0.0,0.0229142369001,0.0,0.271766569923,0.0,1.0,150
0.265931372549,1.0,0.0,0.0,0.698960768926,1.0,0.54116612989,0.265931372549,0.0,0.0,0.0623061304985,0.0,0.271202300907,0.0,1.0,151
0.267156862745,1.0,0.0,0.0,0.697342127773,1.0,0.540101983361,0.267156862745,0.0,0.0,0.0633692102941,0.0,0.271557079131,0.0,1.0,152
0.272058823529,1.0,0.0,0.0,0.693116691567,1.0,0.538654844326,0.272058823529,0.0,0.0,0.0868832409897,0.0,0.27490911399,0.0,1.0,153
0.272058823529,1.0,0.0,0.0,0.719508848228,1.0,0.55461718424,0.272058823529,0.0,0.0,0.0734081532604,0.0,0.272577545313,0.0,1.0,154
0.272058823529,1.0,0.0,0.0,0.720345667988,1.0,0.557005754811,0.272058823529,0.0,0.0,0.0998892814436,0.0,0.276508992165,0.0,1.0,155
0.270833333333,1.0,0.0,0.0,0.727073901599,1.0,0.561070680293,0.270833333333,0.0,0.0,0.0537010025213,0.0,0.275270420544,0.0,1.0,156
0.272058823529,1.0,0.0,0.0,0.745359917367,1.0,0.573098088623,0.272058823529,0.0,0.0,0.0830766283427,0.0,0.277390812393,0.0,1.0,157
0.269607843137,1.0,0.0,0.0,0.737175699634,1.0,0.567193083878,0.269607843137,0.0,0.0,0.0849796918541,0.0,0.276402051902,0.0,1.0,158
0.268382352941,1.0,0.0,0.0,0.728899333012,1.0,0.560968726007,0.268382352941,0.0,0.0,0.0300967861485,0.0,0.273177060657,0.0,1.0,159
0.265931372549,1.0,0.0,0.0,0.728153132785,1.0,0.560546965206,0.265931372549,0.0,0.0,0.049167463755,0.0,0.272100396001,0.0,1.0,160
0.263480392157,1.0,0.0,0.0,0.723291914981,1.0,0.557950761837,0.263480392157,0.0,0.0,0.0506609872628,0.0,0.275069135773,0.0,1.0,161
0.263480392157,1.0,0.0,0.0,0.702356242254,1.0,0.543956747136,0.263480392157,0.0,0.0,0.0366361816057,0.0,0.272845752917,0.0,1.0,162
0.262254901961,1.0,0.0,0.0,0.740826551236,1.0,0.568559269615,0.262254901961,0.0,0.0,0.042122520901,0.0,0.270847612956,0.0,1.0,163
0.264705882353,1.0,0.0,0.0,0.739309289521,1.0,0.56733949958,0.264705882353,0.0,0.0,0.0456657688659,0.0,0.270219558905,0.0,1.0,164
0.258578431373,1.0,0.0,0.0,0.758361696359,1.0,0.579642984641,0.258578431373,0.0,0.0,0.0624922678575,0.0,0.271736094771,0.0,1.0,165
0.258578431373,1.0,0.0,0.0,0.737951419825,1.0,0.567560670012,0.258578431373,0.0,0.0,0.0697569607674,0.0,0.273780316687,0.0,1.0,166
