Outer_MeanRewards,GenGoal_frac_Performance Variation,Outer_Success,GenGoal_frac_Other,GenGoal_frac_Low rewards,GenGoal_frac_High rewards,Outer_iter,GenGoal_frac_Good goals
-1417.4024375509052,0.0,0.3517156862745098,0.0,0.6566666666666666,0.32,36,0.023333333333333334
-1340.4520484594066,0.0,0.3602941176470588,0.0,0.6,0.37,37,0.03
-1233.0354992573407,0.0,0.4142156862745098,0.0,0.5333333333333333,0.43,38,0.03666666666666667
-1193.7235897791475,0.0,0.43259803921568624,0.0,0.5733333333333334,0.42,39,0.006666666666666667
-1117.4878402895874,0.0,0.4620098039215686,0.0,0.48333333333333334,0.4866666666666667,40,0.03
-1104.2041140369236,0.0,0.4828431372549019,0.0,0.45,0.54,41,0.01
-1140.4641280530311,0.0,0.42156862745098034,0.0,0.4533333333333333,0.3333333333333333,42,0.21333333333333335
-1166.5599094041709,0.0,0.5134803921568627,0.0,0.4766666666666667,0.5066666666666667,43,0.016666666666666666
-1146.9049472718007,0.0,0.4093137254901961,0.0,0.5266666666666666,0.31666666666666665,44,0.15666666666666668
-1126.8399972431992,0.0,0.49142156862745107,0.0,0.49333333333333335,0.5,45,0.006666666666666667
-1136.1826263818784,0.0,0.41053921568627455,0.0,0.5466666666666666,0.34,46,0.11333333333333333
-1135.550194312868,0.0,0.38602941176470584,0.0,0.5,0.26,47,0.24
-1132.0653199461685,0.0,0.4865196078431372,0.0,0.46,0.5066666666666667,48,0.03333333333333333
-1123.295201923688,0.0,0.3884803921568627,0.0,0.51,0.30666666666666664,49,0.18333333333333332
-1139.7701082138403,0.0,0.4522058823529412,0.0,0.47333333333333333,0.36,50,0.16666666666666666
-1195.0683978992404,0.0,0.4620098039215686,0.0,0.5,0.39,51,0.11
-1308.8455987278764,0.0,0.4730392156862745,0.0,0.48333333333333334,0.41333333333333333,52,0.10333333333333333
-1333.6148426802808,0.0,0.5073529411764706,0.0,0.47,0.4666666666666667,53,0.06333333333333334
-1338.0740870079017,0.0,0.5208333333333333,0.0,0.44666666666666666,0.5466666666666666,54,0.006666666666666667
-1319.9199410642425,0.0,0.5232843137254902,0.0,0.4633333333333333,0.5166666666666667,55,0.02
-1358.8017749973544,0.0,0.49509803921568624,0.0,0.48333333333333334,0.44333333333333336,56,0.07333333333333333
-1370.1726959930359,0.0,0.47794117647058826,0.0,0.44333333333333336,0.43666666666666665,57,0.12
-1291.5483997309605,0.0,0.5220588235294118,0.0,0.5033333333333333,0.46,58,0.03666666666666667
-1259.8106664116203,0.0,0.534313725490196,0.0,0.42333333333333334,0.5733333333333334,59,0.0033333333333333335
-1257.306522154769,0.0,0.5306372549019607,0.0,0.5266666666666666,0.4666666666666667,60,0.006666666666666667
-1210.1582390975186,0.0,0.534313725490196,0.0,0.4633333333333333,0.5366666666666666,61,0.0
-1165.5252874211155,0.0,0.5294117647058824,0.0,0.4533333333333333,0.5333333333333333,62,0.013333333333333334
-1164.56158468421,0.0,0.534313725490196,0.0,0.5066666666666667,0.45,63,0.043333333333333335
-1140.2264760664275,0.0,0.5575980392156863,0.0,0.4,0.59,64,0.01
-1103.3652948063473,0.0,0.5612745098039216,0.0,0.4533333333333333,0.5333333333333333,65,0.013333333333333334
-1048.0978875077765,0.0,0.5857843137254902,0.0,0.3933333333333333,0.5933333333333334,66,0.013333333333333334
-1059.2441539171655,0.0,0.6090686274509803,0.0,0.4033333333333333,0.59,67,0.006666666666666667
-1045.3806080244858,0.0,0.6164215686274509,0.0,0.36333333333333334,0.6333333333333333,68,0.0033333333333333335
-1041.2178817186602,0.0,0.6053921568627451,0.0,0.39666666666666667,0.6033333333333334,69,0.0
-1048.0963061070838,0.0,0.6115196078431373,0.0,0.4266666666666667,0.5733333333333334,70,0.0
-1070.2808987792916,0.0,0.590686274509804,0.0,0.39,0.6066666666666667,71,0.0033333333333333335
-1050.1867012514626,0.0,0.6102941176470589,0.0,0.4,0.6,72,0.0
-1057.3731863355954,0.0,0.5931372549019608,0.0,0.38666666666666666,0.6033333333333334,73,0.01
-1085.4679035583588,0.0,0.5808823529411765,0.0,0.41333333333333333,0.5633333333333334,74,0.023333333333333334
-1041.5729571517911,0.0,0.6213235294117647,0.0,0.4166666666666667,0.5833333333333334,75,0.0
-1018.8278675105537,0.0,0.607843137254902,0.0,0.4166666666666667,0.5733333333333334,76,0.01
-1032.4056960944054,0.0,0.5808823529411765,0.0,0.43,0.5666666666666667,77,0.0033333333333333335
-1022.8832545131881,0.0,0.5575980392156863,0.0,0.44333333333333336,0.5533333333333333,78,0.0033333333333333335
-1001.3494826488136,0.0,0.5698529411764706,0.0,0.3933333333333333,0.6,79,0.006666666666666667
-1007.9717058877368,0.0,0.5674019607843137,0.0,0.4533333333333333,0.54,80,0.006666666666666667
-1024.6742695445535,0.0,0.5477941176470589,0.0,0.4066666666666667,0.5866666666666667,81,0.006666666666666667
-1066.5666240206726,0.0,0.5306372549019607,0.0,0.49,0.5066666666666667,82,0.0033333333333333335
-1058.1257337892703,0.0,0.5134803921568627,0.0,0.5033333333333333,0.49,83,0.006666666666666667
-1041.0606010601205,0.0,0.5171568627450981,0.0,0.43,0.5566666666666666,84,0.013333333333333334
-1031.426401702934,0.0,0.5134803921568628,0.0,0.4766666666666667,0.5166666666666667,85,0.006666666666666667
-1029.0531398179103,0.0,0.5122549019607843,0.0,0.5033333333333333,0.49333333333333335,86,0.0033333333333333335
-1089.931666848472,0.0,0.49264705882352944,0.0,0.5533333333333333,0.44666666666666666,87,0.0
-1093.327256826482,0.0,0.4889705882352941,0.0,0.5166666666666667,0.48333333333333334,88,0.0
-1055.4279223770113,0.0,0.49264705882352944,0.0,0.55,0.44333333333333336,89,0.006666666666666667
-1056.549866558856,0.0,0.5036764705882353,0.0,0.5266666666666666,0.47,90,0.0033333333333333335
-1053.6397481498198,0.0,0.49264705882352944,0.0,0.5433333333333333,0.45666666666666667,91,0.0
-1043.1180541870615,0.0,0.4987745098039215,0.0,0.5233333333333333,0.47333333333333333,92,0.0033333333333333335
-1064.2394919185867,0.0,0.5073529411764706,0.0,0.5033333333333333,0.49,93,0.006666666666666667
-1070.2895635517816,0.0,0.5,0.0,0.44,0.56,94,0.0
-1078.0452072745795,0.0,0.4963235294117647,0.0,0.5,0.49,95,0.01
-1087.551097948824,0.0,0.5061274509803922,0.0,0.5033333333333333,0.49333333333333335,96,0.0033333333333333335
-1085.3533491161816,0.0,0.48406862745098034,0.0,0.44666666666666666,0.5466666666666666,97,0.006666666666666667
-1081.404620916117,0.0,0.5073529411764706,0.0,0.44333333333333336,0.5533333333333333,98,0.0033333333333333335
-1053.4219658583497,0.0,0.5281862745098039,0.0,0.43666666666666665,0.5533333333333333,99,0.01
-1047.2895909206109,0.0,0.5171568627450981,0.0,0.4633333333333333,0.5366666666666666,100,0.0
-1071.863991076065,0.0,0.5134803921568628,0.0,0.44,0.5533333333333333,101,0.006666666666666667
-1041.4087885656152,0.0,0.5073529411764706,0.0,0.48,0.52,102,0.0
-1031.5773628367137,0.0,0.5110294117647058,0.0,0.5033333333333333,0.49333333333333335,103,0.0033333333333333335
-1040.7075027494798,0.0,0.5134803921568627,0.0,0.5233333333333333,0.4666666666666667,104,0.01
-1052.0437581461051,0.0,0.5122549019607843,0.0,0.4766666666666667,0.5166666666666667,105,0.006666666666666667
-1047.6622418105385,0.0,0.528186274509804,0.0,0.46,0.53,106,0.01
-1032.9577927028317,0.0,0.5441176470588235,0.0,0.47333333333333333,0.5266666666666666,107,0.0
-1045.239232255677,0.0,0.5122549019607843,0.0,0.43666666666666665,0.54,108,0.023333333333333334
-1017.5284464554202,0.0,0.5257352941176471,0.0,0.45666666666666667,0.5366666666666666,109,0.006666666666666667
-1040.876990828414,0.0,0.5294117647058824,0.0,0.49666666666666665,0.49666666666666665,110,0.006666666666666667
-1029.4431866694,0.0,0.534313725490196,0.0,0.4633333333333333,0.5333333333333333,111,0.0033333333333333335
-1021.4472283491499,0.0,0.5208333333333333,0.0,0.4633333333333333,0.52,112,0.016666666666666666
-1014.201649153888,0.0,0.5428921568627452,0.0,0.4266666666666667,0.5533333333333333,113,0.02
-1017.664298454122,0.0,0.5367647058823529,0.0,0.4633333333333333,0.53,114,0.006666666666666667
-1015.0390587528425,0.0,0.5759803921568628,0.0,0.42,0.5766666666666667,115,0.0033333333333333335
-1018.300464485289,0.0,0.5465686274509803,0.0,0.42,0.5666666666666667,116,0.013333333333333334
-1013.5784681932033,0.0,0.5600490196078431,0.0,0.39666666666666667,0.59,117,0.013333333333333334
-1046.705202716324,0.0,0.5490196078431373,0.0,0.43,0.5566666666666666,118,0.013333333333333334
-1059.1711269262546,0.0,0.5441176470588235,0.0,0.42333333333333334,0.52,119,0.056666666666666664
-1010.605283297407,0.0,0.6029411764705882,0.0,0.39,0.6066666666666667,120,0.0033333333333333335
-1020.4840126141154,0.0,0.5821078431372548,0.0,0.45666666666666667,0.5433333333333333,121,0.0
-1015.447860792673,0.0,0.5735294117647058,0.0,0.4266666666666667,0.57,122,0.0033333333333333335
-1003.7420696612415,0.0,0.5747549019607844,0.0,0.37666666666666665,0.6166666666666667,123,0.006666666666666667
-1013.7362806376595,0.0,0.5747549019607844,0.0,0.44666666666666666,0.55,124,0.0033333333333333335
-1012.0171923557549,0.0,0.5735294117647058,0.0,0.4533333333333333,0.5466666666666666,125,0.0
-1021.2210403771396,0.0,0.5526960784313725,0.0,0.4866666666666667,0.51,126,0.0033333333333333335
-1026.4465861056656,0.0,0.5563725490196078,0.0,0.4166666666666667,0.5766666666666667,127,0.006666666666666667
-1016.6270742860465,0.0,0.5600490196078431,0.0,0.43333333333333335,0.5666666666666667,128,0.0
-1016.0714357536344,0.0,0.5637254901960783,0.0,0.4066666666666667,0.5866666666666667,129,0.006666666666666667
-1024.5973105632468,0.0,0.5784313725490197,0.0,0.38333333333333336,0.6133333333333333,130,0.0033333333333333335
-1013.8201418001886,0.0,0.5575980392156863,0.0,0.4533333333333333,0.51,131,0.03666666666666667
-1001.0140637012613,0.0,0.5686274509803921,0.0,0.4,0.6,132,0.0
-996.1167359038377,0.0,0.5723039215686274,0.0,0.42,0.58,133,0.0
-996.9615959360813,0.0,0.5588235294117647,0.0,0.43,0.5666666666666667,134,0.0033333333333333335
-1011.9689070418113,0.0,0.5428921568627451,0.0,0.44,0.5466666666666666,135,0.013333333333333334
-992.8430744901499,0.0,0.5723039215686274,0.0,0.41,0.58,136,0.01
-1054.5484835181287,0.0,0.5453431372549019,0.0,0.4766666666666667,0.52,137,0.0033333333333333335
-1056.0739066394062,0.0,0.5453431372549019,0.0,0.5,0.49666666666666665,138,0.0033333333333333335
-1069.0854164698646,0.0,0.5245098039215685,0.0,0.41,0.5766666666666667,139,0.013333333333333334
-1042.851706546744,0.0,0.5330882352941176,0.0,0.4266666666666667,0.5466666666666666,140,0.02666666666666667
-1059.177430200687,0.0,0.5110294117647058,0.0,0.5133333333333333,0.4766666666666667,141,0.01
-1047.0396029368603,0.0,0.5073529411764706,0.0,0.44333333333333336,0.5466666666666666,142,0.01
-1015.0643805546848,0.0,0.5232843137254901,0.0,0.53,0.45,143,0.02
-1018.7225029054134,0.0,0.5061274509803922,0.0,0.5,0.44333333333333336,144,0.056666666666666664
-1039.0487291017598,0.0,0.5073529411764706,0.0,0.43666666666666665,0.5133333333333333,145,0.05
-1038.6337545698123,0.0,0.5245098039215685,0.0,0.4766666666666667,0.48,146,0.043333333333333335
-1038.51971839381,0.0,0.4963235294117647,0.0,0.49,0.44333333333333336,147,0.06666666666666667
-1030.5392829435887,0.0,0.5024509803921569,0.0,0.41,0.5466666666666666,148,0.043333333333333335
-1037.6826733188486,0.0,0.5,0.0,0.4633333333333333,0.49666666666666665,149,0.04
-1033.3834749322862,0.0,0.48406862745098045,0.0,0.48333333333333334,0.4666666666666667,150,0.05
-1021.7684613115065,0.0,0.5073529411764706,0.0,0.48,0.49333333333333335,151,0.02666666666666667
-1049.985283997746,0.0,0.47058823529411764,0.0,0.51,0.45666666666666667,152,0.03333333333333333
-1050.7121106799405,0.0,0.4620098039215686,0.0,0.5166666666666667,0.4633333333333333,153,0.02
-1043.9674437665894,0.0,0.471813725490196,0.0,0.5133333333333333,0.47333333333333333,154,0.013333333333333334
-1041.096661713928,0.0,0.47794117647058826,0.0,0.54,0.4533333333333333,155,0.006666666666666667
-1044.3340831603675,0.0,0.4901960784313725,0.0,0.53,0.4533333333333333,156,0.016666666666666666
-1052.0962872373232,0.0,0.46813725490196084,0.0,0.5233333333333333,0.4633333333333333,157,0.013333333333333334
-1061.0205697936162,0.0,0.48039215686274506,0.0,0.5433333333333333,0.44333333333333336,158,0.013333333333333334
-1061.5216328802562,0.0,0.48039215686274517,0.0,0.52,0.4666666666666667,159,0.013333333333333334
-1057.6598105349117,0.0,0.45588235294117646,0.0,0.49333333333333335,0.46,160,0.04666666666666667
-1048.1535079327234,0.0,0.454656862745098,0.0,0.5566666666666666,0.4033333333333333,161,0.04
-1045.6070928304125,0.0,0.46691176470588236,0.0,0.49333333333333335,0.49,162,0.016666666666666666
-1062.3249364793014,0.0,0.43995098039215685,0.0,0.56,0.4066666666666667,163,0.03333333333333333
-1079.5298818516594,0.0,0.4105392156862745,0.0,0.5366666666666666,0.44333333333333336,164,0.02
-1125.6346386304137,0.0,0.39338235294117646,0.0,0.56,0.36333333333333334,165,0.07666666666666666
-1157.721818761756,0.0,0.38725490196078427,0.0,0.6066666666666667,0.36,166,0.03333333333333333
-1089.2606064970369,0.0,0.41666666666666663,0.0,0.5466666666666666,0.4266666666666667,167,0.02666666666666667
-1082.076417806291,0.0,0.4276960784313725,0.0,0.5533333333333333,0.42333333333333334,168,0.023333333333333334
-1106.860169954985,0.0,0.4019607843137255,0.0,0.5866666666666667,0.38,169,0.03333333333333333
-1100.2744515529273,0.0,0.39093137254901966,0.0,0.5933333333333334,0.3566666666666667,170,0.05
-1099.1264237917715,0.0,0.41299019607843135,0.0,0.5633333333333334,0.4166666666666667,171,0.02
-1089.4541736132473,0.0,0.4313725490196078,0.0,0.5666666666666667,0.41333333333333333,172,0.02
-1102.4997220711737,0.0,0.3995098039215686,0.0,0.5866666666666667,0.39666666666666667,173,0.016666666666666666
-1125.3967617065548,0.0,0.40563725490196084,0.0,0.58,0.38666666666666666,174,0.03333333333333333
-1110.2714999482178,0.0,0.41299019607843135,0.0,0.59,0.3933333333333333,175,0.016666666666666666
-1143.5103129742765,0.0,0.38725490196078427,0.0,0.5866666666666667,0.39,176,0.023333333333333334
-1161.1496106995946,0.0,0.36151960784313725,0.0,0.5833333333333334,0.4,177,0.016666666666666666
-1168.2987659685498,0.0,0.3700980392156863,0.0,0.6666666666666666,0.3,178,0.03333333333333333
-1165.3521136748705,0.0,0.3492647058823529,0.0,0.62,0.3233333333333333,179,0.056666666666666664
-1157.646334331181,0.0,0.35539215686274506,0.0,0.6666666666666666,0.31666666666666665,180,0.016666666666666666
-1185.7056109373245,0.0,0.32230392156862747,0.0,0.6266666666666667,0.3333333333333333,181,0.04
-1201.7749348619636,0.0,0.3419117647058823,0.0,0.64,0.29333333333333333,182,0.06666666666666667
-1164.9301297169004,0.0,0.35661764705882354,0.0,0.6133333333333333,0.3466666666666667,183,0.04
-1145.626274235803,0.0,0.35539215686274506,0.0,0.55,0.36666666666666664,184,0.08333333333333333
-1112.264343872391,0.0,0.4105392156862745,0.0,0.56,0.4033333333333333,185,0.03666666666666667
-1134.3282276798961,0.0,0.39093137254901955,0.0,0.5466666666666666,0.4033333333333333,186,0.05
-1098.3331621666653,0.0,0.41911764705882354,0.0,0.5333333333333333,0.41,187,0.056666666666666664
-1067.1681534954105,0.0,0.4522058823529412,0.0,0.5266666666666666,0.45,188,0.023333333333333334
-1087.891944122612,0.0,0.42647058823529405,0.0,0.55,0.43333333333333335,189,0.016666666666666666
-1070.7817888472146,0.0,0.4473039215686274,0.0,0.5,0.4266666666666667,190,0.07333333333333333
-1064.8570912742468,0.0,0.4522058823529412,0.0,0.51,0.4266666666666667,191,0.06333333333333334
-1072.7004865905242,0.0,0.4375,0.0,0.52,0.39,192,0.09
-1071.4266779608477,0.0,0.4497549019607843,0.0,0.55,0.38666666666666666,193,0.06333333333333334
-1066.3758422243116,0.0,0.4534313725490196,0.0,0.49666666666666665,0.45,194,0.05333333333333334
-1073.0988543782291,0.0,0.45955882352941174,0.0,0.45,0.49,195,0.06
-1101.0088089254868,0.0,0.41299019607843135,0.0,0.58,0.38666666666666666,196,0.03333333333333333
-1097.0955770310804,0.0,0.42769607843137253,0.0,0.5666666666666667,0.38333333333333336,197,0.05
-1079.4172601237344,0.0,0.4509803921568627,0.0,0.4766666666666667,0.47333333333333333,198,0.05
-1101.438833617047,0.0,0.43995098039215685,0.0,0.5333333333333333,0.43333333333333335,199,0.03333333333333333
-1081.2909999216529,0.0,0.45588235294117646,0.0,0.54,0.44333333333333336,200,0.016666666666666666
-1084.2023879289802,0.0,0.43014705882352944,0.0,0.5,0.45,201,0.05
-1061.8315909082507,0.0,0.4583333333333333,0.0,0.54,0.43666666666666665,202,0.023333333333333334
-1077.8913710187446,0.0,0.44240196078431376,0.0,0.45,0.5233333333333333,203,0.02666666666666667
-1074.8252453126577,0.0,0.428921568627451,0.0,0.5533333333333333,0.4033333333333333,204,0.043333333333333335
-1076.1851127670086,0.0,0.41544117647058826,0.0,0.5433333333333333,0.42333333333333334,205,0.03333333333333333
-1071.2289948619398,0.0,0.43504901960784315,0.0,0.48,0.47333333333333333,206,0.04666666666666667
-1067.4929405805922,0.0,0.43995098039215685,0.0,0.5066666666666667,0.44333333333333336,207,0.05
-1094.5758293678068,0.0,0.3995098039215686,0.0,0.5966666666666667,0.36333333333333334,208,0.04
-1054.2882455800636,0.0,0.4411764705882353,0.0,0.54,0.41333333333333333,209,0.04666666666666667
-1056.2645064646092,0.0,0.44362745098039214,0.0,0.53,0.43333333333333335,210,0.03666666666666667
-1075.03865201652,0.0,0.44607843137254893,0.0,0.5366666666666666,0.45,211,0.013333333333333334
-1065.9762580211836,0.0,0.43504901960784315,0.0,0.53,0.41,212,0.06
-1069.9220883843154,0.0,0.43504901960784315,0.0,0.5466666666666666,0.42333333333333334,213,0.03
-1069.7759429008743,0.0,0.4473039215686274,0.0,0.5833333333333334,0.4066666666666667,214,0.01
-1098.8719520853772,0.0,0.3995098039215686,0.0,0.57,0.4066666666666667,215,0.023333333333333334
-1080.7248674104007,0.0,0.41789215686274506,0.0,0.58,0.39666666666666667,216,0.023333333333333334
-1102.2593989043205,0.0,0.420343137254902,0.0,0.5533333333333333,0.41333333333333333,217,0.03333333333333333
-1080.92869971184,0.0,0.4325980392156863,0.0,0.5233333333333333,0.44,218,0.03666666666666667
-1062.6017913224111,0.0,0.4362745098039215,0.0,0.5166666666666667,0.4533333333333333,219,0.03
-1062.3273593117187,0.0,0.4387254901960785,0.0,0.5066666666666667,0.4633333333333333,220,0.03
-1050.9547632245187,0.0,0.4534313725490196,0.0,0.5033333333333333,0.4533333333333333,221,0.043333333333333335
-1067.8206862702486,0.0,0.44730392156862747,0.0,0.5133333333333333,0.4166666666666667,222,0.07
-1091.0353892156677,0.0,0.45588235294117646,0.0,0.5666666666666667,0.4166666666666667,223,0.016666666666666666
-1091.7645095601551,0.0,0.4730392156862746,0.0,0.5233333333333333,0.4533333333333333,224,0.023333333333333334
-1090.9490625123285,0.0,0.45955882352941174,0.0,0.5133333333333333,0.46,225,0.02666666666666667
-1109.4580424018684,0.0,0.44362745098039214,0.0,0.54,0.43333333333333335,226,0.02666666666666667
-1100.8669776100362,0.0,0.4338235294117647,0.0,0.53,0.43666666666666665,227,0.03333333333333333
-1098.6393539203182,0.0,0.4252450980392157,0.0,0.55,0.38666666666666666,228,0.06333333333333334
-1095.4074723424008,0.0,0.4473039215686274,0.0,0.5566666666666666,0.41,229,0.03333333333333333
-1080.156652175266,0.0,0.4473039215686274,0.0,0.5066666666666667,0.47,230,0.023333333333333334
-1080.6532867983508,0.0,0.4338235294117647,0.0,0.5133333333333333,0.43666666666666665,231,0.05
-1064.7878873554316,0.0,0.4571078431372549,0.0,0.5266666666666666,0.44,232,0.03333333333333333
-1060.6645115868532,0.0,0.44485294117647056,0.0,0.54,0.43,233,0.03
-1068.5973441124854,0.0,0.44607843137254904,0.0,0.5066666666666667,0.44333333333333336,234,0.05
-1099.6708013445789,0.0,0.3995098039215686,0.0,0.5666666666666667,0.36,235,0.07333333333333333
-1075.4381833808156,0.0,0.44362745098039214,0.0,0.5766666666666667,0.3933333333333333,236,0.03
-1093.3493210054191,0.0,0.44485294117647056,0.0,0.51,0.45,237,0.04
-1083.6362550563736,0.0,0.44975490196078427,0.0,0.5266666666666666,0.44,238,0.03333333333333333
-1077.0898302031765,0.0,0.4571078431372549,0.0,0.48,0.4766666666666667,239,0.043333333333333335
-1075.8440862940133,0.0,0.446078431372549,0.0,0.49,0.49,240,0.02
-1073.1083349150067,0.0,0.45098039215686275,0.0,0.59,0.38666666666666666,241,0.023333333333333334
-1077.8542818814344,0.0,0.454656862745098,0.0,0.5333333333333333,0.43333333333333335,242,0.03333333333333333
-1083.0863364813206,0.0,0.4338235294117647,0.0,0.5766666666666667,0.38,243,0.043333333333333335
-1082.7003691693021,0.0,0.4473039215686275,0.0,0.55,0.43333333333333335,244,0.016666666666666666
-1091.0954551633927,0.0,0.4227941176470588,0.0,0.5966666666666667,0.37333333333333335,245,0.03
-1104.1422639058324,0.0,0.40931372549019607,0.0,0.61,0.37333333333333335,246,0.016666666666666666
-1098.7865122060389,0.0,0.4252450980392157,0.0,0.58,0.4066666666666667,247,0.013333333333333334
-1103.9308319505424,0.0,0.40441176470588236,0.0,0.5866666666666667,0.3566666666666667,248,0.056666666666666664
-1149.1243384338227,0.0,0.4031862745098039,0.0,0.55,0.43333333333333335,249,0.016666666666666666
-1155.8161970322583,0.0,0.38848039215686275,0.0,0.57,0.39666666666666667,250,0.03333333333333333
-1126.2278026646782,0.0,0.4276960784313726,0.0,0.5633333333333334,0.41333333333333333,251,0.023333333333333334
-1127.415475964428,0.0,0.41666666666666663,0.0,0.5266666666666666,0.43,252,0.043333333333333335
-1100.8985702966818,0.0,0.4338235294117647,0.0,0.54,0.43333333333333335,253,0.02666666666666667
-1111.017748303826,0.0,0.41544117647058826,0.0,0.5766666666666667,0.3933333333333333,254,0.03
-1097.6970645181311,0.0,0.4375,0.0,0.55,0.4266666666666667,255,0.023333333333333334
-1089.898464277753,0.0,0.4411764705882353,0.0,0.56,0.42,256,0.02
-1098.356004430536,0.0,0.44362745098039214,0.0,0.5833333333333334,0.4066666666666667,257,0.01
-1138.534918066914,0.0,0.41544117647058826,0.0,0.5933333333333334,0.3933333333333333,258,0.013333333333333334
-1123.5621455009257,0.0,0.42769607843137253,0.0,0.5766666666666667,0.38333333333333336,259,0.04
-1095.883250041438,0.0,0.4424019607843137,0.0,0.54,0.45,260,0.01
-1120.4146316284944,0.0,0.42401960784313725,0.0,0.55,0.4266666666666667,261,0.023333333333333334
-1105.540085520503,0.0,0.4362745098039216,0.0,0.5133333333333333,0.4766666666666667,262,0.01
-1104.0830994850899,0.0,0.446078431372549,0.0,0.5033333333333333,0.48333333333333334,263,0.013333333333333334
-1083.7214448222821,0.0,0.4509803921568627,0.0,0.5233333333333333,0.4633333333333333,264,0.013333333333333334
-1098.398038864271,0.0,0.43504901960784315,0.0,0.61,0.38333333333333336,265,0.006666666666666667
-1089.1151535380882,0.0,0.43995098039215685,0.0,0.5433333333333333,0.45,266,0.006666666666666667
-1082.0031876773087,0.0,0.4424019607843137,0.0,0.5,0.49333333333333335,267,0.006666666666666667
-1089.732977285828,0.0,0.4325980392156863,0.0,0.5033333333333333,0.4666666666666667,268,0.03
-1070.1779989901252,0.0,0.43504901960784315,0.0,0.57,0.41,269,0.02
-1097.7423066189758,0.0,0.4105392156862745,0.0,0.58,0.38666666666666666,270,0.03333333333333333
-1135.4311700114558,0.0,0.40196078431372545,0.0,0.61,0.38,271,0.01
-1143.3126882952802,0.0,0.38725490196078427,0.0,0.6033333333333334,0.37333333333333335,272,0.023333333333333334
