OnStarts_MeanPathDistance,OnStarts_AvgInitGoalDistance,GenGoal_frac_Low rewards,GenGoal_frac_Performance Variation,OnStarts_AvgFinalGoalDistance,OnStarts_AvgTotalRewardInner,OnStarts_SuccessRate,GenGoal_frac_Other,GenGoal_frac_High rewards,OnStarts_FeasibilityRate,OnStarts_AvgTotalRewardDist,OnStarts_MinFinalGoalDistance,Outer_Success,GenGoal_frac_Good goals,Outer_MeanRewards,Outer_iter
0.249592068862,0.181912989909,0.0,0.0,0.272123388455,0.0,0.946991404011,0.0,0.829145728643,1.0,0.0,0.0121448329588,0.031862745098,0.170854271357,0.031862745098,1
0.788692794771,0.441315068983,0.0426829268293,0.0,1.0386100556,0.0,0.727722772277,0.0,0.463414634146,1.0,0.0,0.0559200386365,0.078431372549,0.493902439024,0.078431372549,2
0.518503328083,0.507959884451,0.0,0.0,0.305622106335,0.0,0.993665874901,0.0,0.96,1.0,0.0,0.0797343787385,0.208333333333,0.04,0.208333333333,3
0.487596976806,0.509144128746,0.0,0.0,0.282283530962,0.0,1.0,0.0,1.0,1.0,0.0,0.0789360309496,0.254901960784,0.0,0.254901960784,4
0.85840855935,1.28178589919,0.0,0.0,0.285937765089,0.0,0.999380037198,0.0,0.995145631068,1.0,0.0,0.0683754767931,0.240196078431,0.00485436893204,0.240196078431,5
4.02472926077,6.21857947593,0.0,0.0,0.279781448922,0.0,1.0,0.0,1.0,1.0,0.0,0.239275893115,0.259803921569,0.0,0.259803921569,6
3.42162219681,4.79543673753,0.162921348315,0.0,1.57350863442,0.0,0.816023738872,0.0,0.797752808989,1.0,0.0,0.227872501935,0.265931372549,0.0393258426966,0.265931372549,7
5.00546660129,8.0928140481,0.0,0.0,0.455239174167,0.0,0.969609261939,0.0,0.903409090909,1.0,0.0,0.226823077994,0.178921568627,0.0965909090909,0.178921568627,8
4.59599112564,7.58071625983,0.0110497237569,0.0,0.302272765309,0.0,0.954423592493,0.0,0.911602209945,1.0,0.0,0.220681294297,0.280637254902,0.0773480662983,0.280637254902,9
1.16478899843,1.74529340035,0.0,0.0,0.282321624182,0.0,1.0,0.0,1.0,1.0,0.0,0.0346357226717,0.283088235294,0.0,0.283088235294,10
2.59343639018,3.80948326678,0.12,0.0,1.05922774938,0.0,0.889898989899,0.0,0.88,1.0,0.0,0.136340716936,0.27818627451,0.0,0.27818627451,11
3.67624261234,4.99432737517,0.276729559748,0.0,2.25481075844,0.0,0.698795180723,0.0,0.723270440252,1.0,0.0,0.222628367371,0.297794117647,0.0,0.297794117647,12
1.72293840416,2.53798848495,0.157894736842,0.0,0.978729851101,0.0,0.840659340659,0.0,0.842105263158,1.0,0.0,0.142218717514,0.290441176471,0.0,0.290441176471,13
6.19449984308,7.84756167829,0.692307692308,0.0,5.31104199666,0.0,0.288025889968,0.0,0.285714285714,1.0,0.0,0.206900032064,0.295343137255,0.021978021978,0.295343137255,14
4.79125871858,8.24058607234,0.0116959064327,0.0,1.17015426483,0.0,0.870860927152,0.0,0.690058479532,1.0,0.0,0.226056309895,0.310049019608,0.298245614035,0.310049019608,15
4.36622552401,7.95143844369,0.0386740331492,0.0,0.81519773739,0.0,0.921511627907,0.0,0.883977900552,1.0,0.0,0.221687393374,0.313725490196,0.0773480662983,0.313725490196,16
4.23590294434,7.44378692828,0.060773480663,0.0,0.941595605426,0.0,0.901812688822,0.0,0.812154696133,1.0,0.0,0.228823104691,0.317401960784,0.127071823204,0.317401960784,17
4.55773584291,7.67329518396,0.079754601227,0.0,1.31986671024,0.0,0.849572649573,0.0,0.766871165644,1.0,0.0,0.222771497219,0.317401960784,0.153374233129,0.317401960784,18
4.84863362086,7.56658887959,0.13475177305,0.0,1.74230645008,0.0,0.776892430279,0.0,0.595744680851,1.0,0.0,0.235534759784,0.317401960784,0.269503546099,0.317401960784,19
4.82172100513,7.53414189431,0.156862745098,0.0,1.65627940606,0.0,0.798872180451,0.0,0.725490196078,1.0,0.0,0.227833879166,0.316176470588,0.117647058824,0.316176470588,20
4.43955199331,7.40912285399,0.0677966101695,0.0,0.834959634678,0.0,0.919263456091,0.0,0.881355932203,1.0,0.0,0.229158390559,0.316176470588,0.0508474576271,0.316176470588,21
5.07966501715,7.54846229553,0.187919463087,0.0,1.81556102359,0.0,0.775147928994,0.0,0.711409395973,1.0,0.0,0.23053430649,0.316176470588,0.10067114094,0.316176470588,22
5.53708606844,7.47216571005,0.319327731092,0.0,2.77299438917,0.0,0.637469586375,0.0,0.563025210084,1.0,0.0,0.212205505524,0.305147058824,0.117647058824,0.305147058824,23
5.39755411231,7.37098941393,0.251908396947,0.0,2.50192814128,0.0,0.675174013921,0.0,0.572519083969,1.0,0.0,0.227955606512,0.317401960784,0.175572519084,0.317401960784,24
5.59917413286,7.51547329581,0.260162601626,0.0,2.68181227296,0.0,0.650234741784,0.0,0.544715447154,1.0,0.0,0.222622142171,0.230392156863,0.19512195122,0.230392156863,25
5.4307736086,7.6969623959,0.166666666667,0.0,1.95316078527,0.0,0.737373737374,0.0,0.638888888889,1.0,0.0,0.21665922143,0.333333333333,0.194444444444,0.333333333333,26
5.19241720065,7.35326148882,0.179856115108,0.0,2.12652358506,0.0,0.731808731809,0.0,0.647482014388,1.0,0.0,0.221684350202,0.335784313725,0.172661870504,0.335784313725,27
5.31785328147,7.64253124601,0.175324675325,0.0,1.80272144415,0.0,0.776717557252,0.0,0.668831168831,1.0,0.0,0.224790062902,0.360294117647,0.155844155844,0.360294117647,28
5.34838069666,7.59234915506,0.135483870968,0.0,1.69761709993,0.0,0.792975970425,0.0,0.703225806452,1.0,0.0,0.220276774887,0.382352941176,0.161290322581,0.382352941176,29
5.69769182047,7.3777953922,0.289256198347,0.0,2.9773637741,0.0,0.607843137255,0.0,0.495867768595,1.0,0.0,0.224450341684,0.40318627451,0.214876033058,0.40318627451,30
